user_sequence,challenge
86245_13,CI24418
86252_13,CI25292
86253_13,CI23648
86257_13,CI25125
86258_13,CI25257
86259_13,CI25057
86268_13,CI25107
86271_13,CI25257
86273_13,CI24634
86274_13,CI24440
86275_13,CI25104
86281_13,CI24148
86283_13,CI25815
86287_13,CI24943
86289_13,CI24712
86290_13,CI23975
86291_13,CI24058
86295_13,CI24146
86296_13,CI23975
86297_13,CI24649
86298_13,CI25501
86299_13,CI25109
86301_13,CI25141
86304_13,CI23825
86305_13,CI24224
86306_13,CI25135
86307_13,CI25099
86309_13,CI25175
86310_13,CI24642
86318_13,CI25062
86319_13,CI23769
86323_13,CI23769
86328_13,CI23648
86336_13,CI25126
86337_13,CI24895
86340_13,CI24436
86343_13,CI23946
86347_13,CI23655
86349_13,CI24438
86350_13,CI23663
86351_13,CI24600
86354_13,CI24862
86355_13,CI25103
86356_13,CI24530
86358_13,CI25057
86361_13,CI23691
86362_13,CI23869
86363_13,CI23667
86365_13,CI24671
86367_13,CI24373
86368_13,CI24530
86376_13,CI24187
86377_13,CI23702
86379_13,CI24437
86380_13,CI25106
86382_13,CI25247
86383_13,CI25106
86388_13,CI24436
86393_13,CI24271
86400_13,CI24873
86401_13,CI25492
86402_13,CI24897
86404_13,CI25135
86405_13,CI23975
86410_13,CI24670
86412_13,CI25507
86415_13,CI25042
86420_13,CI25068
86421_13,CI24866
86423_13,CI25454
86430_13,CI24056
86431_13,CI25080
86433_13,CI24418
86435_13,CI23657
86436_13,CI24868
86441_13,CI25106
86442_13,CI24359
86443_13,CI24277
86446_13,CI24115
86449_13,CI24534
86450_13,CI24376
86452_13,CI25295
86453_13,CI23546
86459_13,CI24958
86460_13,CI24445
86468_13,CI24679
86471_13,CI23827
86473_13,CI25080
86485_13,CI24670
86486_13,CI24100
86490_13,CI25121
86494_13,CI24440
86498_13,CI25733
86500_13,CI24895
86501_13,CI23639
86502_13,CI25322
86503_13,CI24362
86505_13,CI24094
86507_13,CI24670
86510_13,CI25135
86511_13,CI24701
86513_13,CI24956
86515_13,CI25490
86516_13,CI25507
86517_13,CI25074
86518_13,CI25110
86519_13,CI25466
86520_13,CI24866
86521_13,CI23498
86523_13,CI24436
86525_13,CI24874
86526_13,CI24362
86527_13,CI24530
86531_13,CI24895
86533_13,CI24400
86536_13,CI24187
86541_13,CI24184
86542_13,CI25075
86544_13,CI23840
86545_13,CI24489
86547_13,CI24679
86548_13,CI24439
86550_13,CI24953
86551_13,CI24875
86555_13,CI24448
86556_13,CI25109
86560_13,CI25136
86564_13,CI23657
86565_13,CI25128
86568_13,CI23648
86570_13,CI25075
86572_13,CI24426
86574_13,CI23848
86576_13,CI23771
86579_13,CI23933
86580_13,CI24866
86582_13,CI23702
86584_13,CI25815
86585_13,CI24209
86587_13,CI24875
86588_13,CI25024
86589_13,CI23697
86591_13,CI24875
86593_13,CI23662
86595_13,CI24868
86596_13,CI25141
86599_13,CI23691
86603_13,CI25257
86604_13,CI24680
86606_13,CI24273
86609_13,CI25135
86613_13,CI24150
86614_13,CI24869
86615_13,CI23848
86619_13,CI24956
86621_13,CI23975
86622_13,CI23770
86623_13,CI25027
86627_13,CI24030
86628_13,CI24440
86629_13,CI25492
86633_13,CI23546
86637_13,CI24866
86649_13,CI25103
86651_13,CI24876
86652_13,CI25644
86659_13,CI24957
86660_13,CI23769
86666_13,CI24906
86668_13,CI24228
86673_13,CI24461
86674_13,CI25123
86677_13,CI24421
86678_13,CI24187
86680_13,CI25107
86681_13,CI24634
86686_13,CI23922
86687_13,CI25172
86691_13,CI25446
86693_13,CI24228
86697_13,CI24968
86698_13,CI24437
86700_13,CI24373
86702_13,CI24534
86703_13,CI24534
86705_13,CI24187
86706_13,CI24656
86708_13,CI24418
86710_13,CI24953
86712_13,CI23546
86713_13,CI25238
86714_13,CI25492
86723_13,CI24642
86724_13,CI25509
86732_13,CI23855
86734_13,CI24604
86736_13,CI24692
86737_13,CI23650
86738_13,CI24421
86740_13,CI24437
86742_13,CI24786
86744_13,CI24958
86745_13,CI24252
86746_13,CI25289
86747_13,CI23546
86750_13,CI25042
86751_13,CI25075
86756_13,CI24362
86760_13,CI23648
86761_13,CI24875
86762_13,CI23624
86763_13,CI24421
86764_13,CI24371
86765_13,CI25056
86767_13,CI23546
86770_13,CI23928
86771_13,CI24372
86779_13,CI24440
86781_13,CI24525
86782_13,CI24438
86783_13,CI23782
86790_13,CI24670
86791_13,CI24138
86792_13,CI23836
86795_13,CI24516
86798_13,CI24429
86800_13,CI25110
86802_13,CI25075
86804_13,CI24532
86806_13,CI23781
86813_13,CI24935
86814_13,CI23771
86816_13,CI26751
86817_13,CI26297
86818_13,CI26802
86819_13,CI25901
86820_13,CI24276
86833_13,CI25074
86834_13,CI24447
86838_13,CI24962
86839_13,CI25066
86840_13,CI25216
86841_13,CI23663
86843_13,CI24421
86852_13,CI24692
86857_13,CI24876
86864_13,CI24228
86868_13,CI25141
86872_13,CI25106
86876_13,CI23938
86878_13,CI24930
86881_13,CI25057
86885_13,CI24871
86888_13,CI25121
86891_13,CI25093
86894_13,CI24604
86895_13,CI24139
86896_13,CI25128
86897_13,CI24187
86898_13,CI24598
86901_13,CI25140
86906_13,CI24442
86907_13,CI23691
86910_13,CI24440
86915_13,CI25438
86916_13,CI24891
86919_13,CI24440
86921_13,CI25057
86925_13,CI26420
86927_13,CI24868
86928_13,CI25123
86929_13,CI23702
86930_13,CI25142
86932_13,CI24440
86933_13,CI24876
86939_13,CI25062
86941_13,CI24372
86949_13,CI24787
86950_13,CI25132
86951_13,CI24094
86952_13,CI24446
86953_13,CI24419
86955_13,CI24649
86956_13,CI24276
86957_13,CI23830
86959_13,CI23805
86961_13,CI26239
86963_13,CI26234
86964_13,CI25289
86968_13,CI26282
86972_13,CI25300
86973_13,CI25098
86976_13,CI24915
86978_13,CI24634
86980_13,CI25033
86985_13,CI24605
86988_13,CI25124
86995_13,CI24440
86996_13,CI25149
86997_13,CI25149
87000_13,CI24657
87002_13,CI25463
87005_13,CI25087
87008_13,CI24274
87010_13,CI25105
87011_13,CI24527
87014_13,CI24465
87021_13,CI25123
87022_13,CI24220
87025_13,CI24440
87029_13,CI24493
87030_13,CI24349
87031_13,CI23933
87032_13,CI24958
87037_13,CI23546
87041_13,CI24188
87044_13,CI24530
87046_13,CI23780
87048_13,CI24604
87049_13,CI25118
87050_13,CI25338
87052_13,CI25149
87054_13,CI23691
87057_13,CI24534
87058_13,CI24944
87059_13,CI25141
87060_13,CI23975
87065_13,CI24348
87068_13,CI23782
87071_13,CI25123
87073_13,CI26675
87074_13,CI25076
87076_13,CI24107
87079_13,CI24906
87081_13,CI25135
87084_13,CI24604
87086_13,CI25107
87088_13,CI23675
87093_13,CI24872
87094_13,CI24418
87096_13,CI25111
87097_13,CI25125
87098_13,CI25444
87099_13,CI24895
87100_13,CI24421
87101_13,CI24522
87106_13,CI24138
87108_13,CI25075
87109_13,CI23691
87110_13,CI24531
87113_13,CI24642
87116_13,CI24440
87121_13,CI25110
87122_13,CI24438
87123_13,CI25200
87126_13,CI23714
87131_13,CI24679
87133_13,CI23827
87134_13,CI25110
87135_13,CI25141
87140_13,CI25135
87147_13,CI24373
87149_13,CI24373
87153_13,CI24447
87154_13,CI23913
87155_13,CI23922
87159_13,CI25106
87161_13,CI25111
87162_13,CI24374
87166_13,CI24521
87167_13,CI25056
87169_13,CI25107
87171_13,CI24592
87172_13,CI25103
87173_13,CI24785
87174_13,CI25107
87177_13,CI24362
87180_13,CI24446
87183_13,CI25107
87185_13,CI25074
87189_13,CI25177
87190_13,CI24895
87196_13,CI24372
87199_13,CI24623
87201_13,CI24187
87202_13,CI23688
87203_13,CI24359
87206_13,CI24362
87209_13,CI25056
87218_13,CI24437
87220_13,CI25128
87222_13,CI24235
87225_13,CI23929
87227_13,CI26765
87231_13,CI26288
87234_13,CI24871
87235_13,CI26311
87241_13,CI25843
87243_13,CI25143
87244_13,CI23836
87248_13,CI24530
87249_13,CI23848
87251_13,CI25124
87252_13,CI25501
87255_13,CI25103
87258_13,CI25132
87260_13,CI24420
87261_13,CI23872
87262_13,CI24440
87264_13,CI25074
87266_13,CI23619
87272_13,CI25124
87275_13,CI25523
87276_13,CI24527
87277_13,CI24671
87280_13,CI24525
87282_13,CI25126
87285_13,CI25074
87287_13,CI26051
87289_13,CI24594
87290_13,CI24603
87291_13,CI24529
87292_13,CI24438
87293_13,CI24349
87294_13,CI24603
87295_13,CI24359
87300_13,CI23803
87302_13,CI26141
87303_13,CI24349
87304_13,CI25106
87305_13,CI25126
87309_13,CI24527
87312_13,CI23616
87313_13,CI24228
87314_13,CI23830
87317_13,CI24883
87322_13,CI24099
87325_13,CI24493
87333_13,CI24272
87339_13,CI26051
87340_13,CI23855
87343_13,CI24420
87344_13,CI24031
87346_13,CI24604
87347_13,CI24440
87349_13,CI25073
87350_13,CI24187
87353_13,CI23663
87355_13,CI23769
87356_13,CI24032
87357_13,CI24271
87359_13,CI26445
87360_13,CI24421
87363_13,CI25443
87365_13,CI24672
87369_13,CI23568
87370_13,CI23880
87375_13,CI25289
87385_13,CI24915
87389_13,CI24418
87391_13,CI25446
87393_13,CI23648
87395_13,CI24892
87399_13,CI24875
87407_13,CI23990
87408_13,CI24440
87411_13,CI24362
87422_13,CI26449
87423_13,CI24533
87425_13,CI24659
87427_13,CI24890
87430_13,CI25141
87433_13,CI23714
87434_13,CI25295
87438_13,CI24876
87439_13,CI25009
87440_13,CI24440
87443_13,CI25124
87444_13,CI24866
87448_13,CI24455
87449_13,CI24671
87451_13,CI24871
87453_13,CI25149
87460_13,CI23761
87461_13,CI24348
87464_13,CI24461
87476_13,CI24447
87479_13,CI24471
87480_13,CI25077
87483_13,CI25108
87488_13,CI24876
87490_13,CI23869
87495_13,CI23933
87496_13,CI23965
87498_13,CI25135
87502_13,CI23839
87503_13,CI23783
87504_13,CI24373
87513_13,CI23691
87514_13,CI25110
87518_13,CI25143
87521_13,CI24793
87522_13,CI25507
87524_13,CI25054
87527_13,CI24111
87528_13,CI23812
87536_13,CI24438
87537_13,CI25125
87539_13,CI24532
87540_13,CI24530
87541_13,CI24875
87542_13,CI23856
87543_13,CI25509
87548_13,CI24421
87549_13,CI25507
87555_13,CI25103
87556_13,CI25106
87559_13,CI24435
87560_13,CI25074
87563_13,CI24787
87574_13,CI25124
87575_13,CI24435
87578_13,CI24117
87581_13,CI24445
87585_13,CI24955
87588_13,CI24840
87589_13,CI25057
87592_13,CI23870
87594_13,CI24257
87599_13,CI24529
87603_13,CI24888
87604_13,CI24445
87607_13,CI24371
87608_13,CI24533
87612_13,CI23669
87613_13,CI24445
87614_13,CI24692
87617_13,CI23546
87618_13,CI25123
87621_13,CI24535
87627_13,CI25437
87631_13,CI24349
87634_13,CI24445
87635_13,CI25126
87638_13,CI24969
87640_13,CI25074
87643_13,CI24532
87649_13,CI25029
87651_13,CI24230
87652_13,CI25444
87658_13,CI24373
87661_13,CI23760
87663_13,CI24641
87667_13,CI24373
87670_13,CI24418
87672_13,CI25436
87673_13,CI24662
87676_13,CI24373
87677_13,CI24527
87678_13,CI24527
87681_13,CI23848
87682_13,CI24875
87683_13,CI24533
87684_13,CI24031
87688_13,CI24138
87689_13,CI25149
87693_13,CI24679
87695_13,CI24349
87696_13,CI23770
87697_13,CI23827
87704_13,CI25124
87706_13,CI24533
87714_13,CI24958
87715_13,CI24094
87718_13,CI23770
87720_13,CI23870
87721_13,CI23839
87722_13,CI25074
87727_13,CI25074
87730_13,CI25438
87731_13,CI24493
87733_13,CI24892
87737_13,CI24958
87741_13,CI23855
87744_13,CI24968
87748_13,CI26428
87756_13,CI23843
87757_13,CI23769
87760_13,CI24493
87761_13,CI24876
87762_13,CI24872
87766_13,CI25295
87767_13,CI23702
87771_13,CI24228
87772_13,CI24968
87774_13,CI23971
87775_13,CI24725
87779_13,CI24134
87782_13,CI23839
87783_13,CI23714
87785_13,CI23855
87791_13,CI24634
87792_13,CI24958
87794_13,CI25000
87796_13,CI24534
87801_13,CI24532
87803_13,CI24530
87816_13,CI24110
87828_13,CI24447
87830_13,CI24527
87832_13,CI24448
87835_13,CI23848
87836_13,CI24876
87839_13,CI24421
87840_13,CI25135
87845_13,CI24436
87847_13,CI24490
87849_13,CI25135
87854_13,CI25329
87856_13,CI25062
87859_13,CI25107
87862_13,CI24029
87864_13,CI25121
87869_13,CI24871
87877_13,CI24793
87880_13,CI24184
87881_13,CI24892
87882_13,CI24413
87887_13,CI24257
87896_13,CI23727
87898_13,CI25108
87903_13,CI25057
87906_13,CI25106
87907_13,CI23702
87909_13,CI24680
87912_13,CI24670
87913_13,CI24604
87916_13,CI25214
87917_13,CI25029
87918_13,CI23726
87919_13,CI24962
87920_13,CI23769
87921_13,CI24868
87923_13,CI24597
87924_13,CI24239
87925_13,CI23933
87926_13,CI24956
87927_13,CI24239
87928_13,CI23616
87930_13,CI25141
87932_13,CI24679
87933_13,CI24274
87935_13,CI25029
87938_13,CI24875
87943_13,CI23855
87948_13,CI24907
87951_13,CI25107
87953_13,CI24086
87959_13,CI25149
87961_13,CI24184
87962_13,CI25125
87966_13,CI24440
87968_13,CI23913
87970_13,CI23598
87971_13,CI23856
87973_13,CI23586
87974_13,CI25107
87975_13,CI25057
87977_13,CI25124
87979_13,CI23913
87981_13,CI24621
87984_13,CI25057
87987_13,CI23938
87989_13,CI25507
87991_13,CI24024
87992_13,CI25119
87994_13,CI24437
87996_13,CI24440
88001_13,CI25106
88002_13,CI25490
88003_13,CI23691
88004_13,CI25139
88005_13,CI25107
88006_13,CI25074
88008_13,CI25074
88009_13,CI24958
88017_13,CI24532
88018_13,CI24418
88022_13,CI24418
88024_13,CI24184
88026_13,CI25445
88027_13,CI25248
88028_13,CI24467
88029_13,CI23691
88030_13,CI25175
88035_13,CI25139
88036_13,CI24338
88037_13,CI23933
88041_13,CI24421
88042_13,CI25110
88045_13,CI23546
88046_13,CI25074
88048_13,CI23612
88049_13,CI25437
88053_13,CI24359
88056_13,CI24868
88059_13,CI25099
88061_13,CI24875
88063_13,CI25106
88067_13,CI23730
88068_13,CI25149
88069_13,CI23788
88071_13,CI24902
88072_13,CI24271
88073_13,CI24875
88076_13,CI24955
88081_13,CI24965
88082_13,CI24895
88095_13,CI24968
88098_13,CI24534
88099_13,CI25135
88100_13,CI25110
88107_13,CI26754
88114_13,CI24521
88115_13,CI25185
88117_13,CI24895
88121_13,CI24435
88124_13,CI23965
88130_13,CI23964
88134_13,CI24661
88136_13,CI24529
88139_13,CI25438
88140_13,CI23830
88144_13,CI25029
88147_13,CI25289
88148_13,CI25099
88149_13,CI24866
88155_13,CI24521
88157_13,CI25055
88159_13,CI24131
88169_13,CI24968
88171_13,CI25110
88172_13,CI25179
88177_13,CI23650
88178_13,CI25329
88179_13,CI24957
88182_13,CI25124
88185_13,CI24649
88187_13,CI24793
88188_13,CI24878
88201_13,CI24374
88204_13,CI24228
88205_13,CI24138
88207_13,CI25149
88211_13,CI25106
88214_13,CI25057
88219_13,CI25438
88225_13,CI25141
88226_13,CI24418
88228_13,CI24171
88238_13,CI26621
88240_13,CI25443
88241_13,CI25110
88243_13,CI25135
88245_13,CI24895
88247_13,CI24117
88248_13,CI25667
88252_13,CI24436
88254_13,CI24348
88257_13,CI24246
88261_13,CI24867
88262_13,CI25108
88264_13,CI25509
88265_13,CI24872
88266_13,CI24239
88269_13,CI24692
88276_13,CI25029
88278_13,CI26051
88279_13,CI23830
88280_13,CI23909
88283_13,CI24675
88285_13,CI25136
88287_13,CI24257
88290_13,CI25054
88292_13,CI25142
88295_13,CI24916
88299_13,CI23648
88300_13,CI25135
88301_13,CI25139
88303_13,CI25445
88304_13,CI24534
88305_13,CI25135
88306_13,CI24421
88307_13,CI24446
88308_13,CI24437
88310_13,CI24445
88316_13,CI24418
88325_13,CI25136
88327_13,CI24114
88330_13,CI25111
88332_13,CI24490
88336_13,CI24436
88343_13,CI24871
88348_13,CI24493
88352_13,CI25449
88357_13,CI24690
88364_13,CI24866
88365_13,CI25139
88366_13,CI25057
88368_13,CI25449
88372_13,CI24420
88386_13,CI24440
88388_13,CI25444
88390_13,CI25149
88396_13,CI23546
88400_13,CI25149
88404_13,CI23691
88405_13,CI23691
88406_13,CI24876
88408_13,CI25029
88409_13,CI24187
88412_13,CI24690
88428_13,CI24031
88429_13,CI23769
88432_13,CI24418
88435_13,CI24362
88449_13,CI25141
88453_13,CI23856
88455_13,CI23782
88458_13,CI25135
88460_13,CI25109
88462_13,CI24535
88466_13,CI24438
88470_13,CI25123
88472_13,CI25490
88475_13,CI25490
88476_13,CI25143
88478_13,CI24438
88479_13,CI24534
88481_13,CI24957
88483_13,CI24679
88485_13,CI25121
88486_13,CI23848
88487_13,CI25126
88489_13,CI24228
88492_13,CI24958
88493_13,CI25124
88494_13,CI25436
88495_13,CI25437
88500_13,CI25111
88503_13,CI23922
88508_13,CI24670
88509_13,CI23788
88510_13,CI23546
88513_13,CI24138
88517_13,CI25107
88522_13,CI23636
88524_13,CI24648
88525_13,CI24638
88526_13,CI23856
88527_13,CI23727
88529_13,CI24876
88533_13,CI24117
88535_13,CI25107
88544_13,CI23839
88547_13,CI24968
88549_13,CI24534
88551_13,CI24440
88552_13,CI24418
88553_13,CI24892
88555_13,CI25295
88558_13,CI23761
88559_13,CI24875
88560_13,CI25438
88569_13,CI24212
88570_13,CI23546
88573_13,CI24420
88577_13,CI24117
88578_13,CI24915
88579_13,CI23694
88582_13,CI25149
88583_13,CI24439
88589_13,CI24445
88590_13,CI23769
88595_13,CI26421
88597_13,CI25074
88604_13,CI24430
88610_13,CI24965
88612_13,CI24445
88613_13,CI25110
88614_13,CI24876
88618_13,CI25110
88621_13,CI26141
88627_13,CI24531
88628_13,CI26241
88629_13,CI25443
88634_13,CI23598
88635_13,CI25443
88636_13,CI23856
88641_13,CI25438
88642_13,CI24031
88643_13,CI25466
88645_13,CI24418
88646_13,CI25849
88647_13,CI24421
88649_13,CI24094
88651_13,CI23839
88652_13,CI25057
88653_13,CI25106
88662_13,CI24348
88664_13,CI24184
88665_13,CI23702
88670_13,CI25110
88671_13,CI24533
88674_13,CI25135
88677_13,CI25105
88679_13,CI25322
88686_13,CI24534
88687_13,CI24206
88691_13,CI24908
88694_13,CI24445
88695_13,CI25074
88700_13,CI24535
88706_13,CI24532
88707_13,CI25490
88709_13,CI23830
88710_13,CI24206
88711_13,CI24184
88714_13,CI23831
88724_13,CI24138
88725_13,CI25436
88728_13,CI25057
88729_13,CI24010
88736_13,CI24348
88741_13,CI23761
88748_13,CI25446
88756_13,CI24447
88757_13,CI24437
88758_13,CI25111
88760_13,CI23648
88763_13,CI25449
88765_13,CI24374
88766_13,CI23830
88767_13,CI25135
88769_13,CI25143
88772_13,CI24421
88781_13,CI24373
88784_13,CI25057
88787_13,CI25507
88788_13,CI25110
88789_13,CI23769
88793_13,CI24604
88797_13,CI24445
88801_13,CI28586
88803_13,CI24348
88806_13,CI24230
88813_13,CI23830
88816_13,CI24621
88819_13,CI25141
88824_13,CI25074
88827_13,CI24447
88828_13,CI24891
88830_13,CI24867
88831_13,CI24371
88832_13,CI25438
88833_13,CI25107
88835_13,CI23959
88841_13,CI25123
88842_13,CI25062
88843_13,CI25124
88845_13,CI26436
88850_13,CI24871
88854_13,CI23697
88865_13,CI23856
88876_13,CI24521
88879_13,CI24436
88881_13,CI23770
88882_13,CI25110
88886_13,CI24187
88888_13,CI24867
88896_13,CI23588
88897_13,CI23660
88899_13,CI24957
88902_13,CI24532
88907_13,CI24175
88909_13,CI24968
88914_13,CI24601
88919_13,CI25124
88930_13,CI24876
88938_13,CI26765
88952_13,CI23702
88958_13,CI23922
88960_13,CI24440
88964_13,CI24348
88967_13,CI24533
88969_13,CI24440
88972_13,CI25122
88973_13,CI23913
88979_13,CI24521
88983_13,CI23975
88987_13,CI23691
88990_13,CI25125
88991_13,CI24373
88994_13,CI24680
89001_13,CI26802
89002_13,CI26780
89004_13,CI27197
89005_13,CI26750
89007_13,CI25446
89009_13,CI24692
89018_13,CI24530
89019_13,CI24531
89021_13,CI26984
89023_13,CI25149
89032_13,CI25125
89037_13,CI23702
89038_13,CI26750
89041_13,CI24257
89042_13,CI24604
89043_13,CI24117
89046_13,CI24876
89055_13,CI25444
89057_13,CI23975
89058_13,CI25082
89062_13,CI25075
89068_13,CI23786
89076_13,CI25103
89081_13,CI24957
89082_13,CI25107
89083_13,CI24374
89085_13,CI23886
89087_13,CI24968
89091_13,CI25107
89092_13,CI25880
89094_13,CI25056
89096_13,CI26792
89099_13,CI24919
89101_13,CI25110
89102_13,CI23654
89103_13,CI25106
89106_13,CI25110
89109_13,CI23769
89110_13,CI26418
89111_13,CI25135
89116_13,CI25139
89119_13,CI24373
89120_13,CI24924
89124_13,CI25107
89126_13,CI23990
89127_13,CI24876
89129_13,CI23990
89132_13,CI24086
89133_13,CI24868
89134_13,CI25029
89136_13,CI24523
89138_13,CI24359
89142_13,CI24448
89148_13,CI24868
89151_13,CI25124
89154_13,CI24875
89156_13,CI25139
89158_13,CI25177
89159_13,CI23691
89161_13,CI24099
89163_13,CI25125
89165_13,CI25436
89171_13,CI24117
89175_13,CI23770
89178_13,CI25057
89179_13,CI25149
89180_13,CI26419
89182_13,CI24117
89187_13,CI26432
89189_13,CI25509
89190_13,CI25040
89193_13,CI24866
89194_13,CI24531
89195_13,CI24257
89198_13,CI25438
89203_13,CI24785
89204_13,CI24793
89206_13,CI24426
89210_13,CI24117
89212_13,CI24490
89213_13,CI24372
89215_13,CI24419
89217_13,CI24525
89218_13,CI24031
89222_13,CI25490
89223_13,CI25107
89224_13,CI24471
89225_13,CI25297
89233_13,CI25126
89241_13,CI24421
89246_13,CI25098
89251_13,CI23770
89252_13,CI25442
89263_13,CI23770
89264_13,CI25149
89267_13,CI24876
89268_13,CI24524
89269_13,CI24437
89272_13,CI24420
89273_13,CI24239
89278_13,CI24868
89292_13,CI24953
89293_13,CI23691
89296_13,CI23946
89297_13,CI24184
89298_13,CI24634
89301_13,CI25141
89302_13,CI24440
89306_13,CI23971
89307_13,CI23875
89308_13,CI24524
89309_13,CI25234
89312_13,CI23510
89314_13,CI23839
89316_13,CI25065
89319_13,CI25599
89321_13,CI24859
89322_13,CI23855
89323_13,CI26077
89326_13,CI25074
89327_13,CI24421
89330_13,CI25596
89332_13,CI24525
89333_13,CI27231
89335_13,CI24535
89337_13,CI24421
89346_13,CI24493
89347_13,CI25139
89348_13,CI24645
89349_13,CI24257
89350_13,CI25143
89353_13,CI23619
89356_13,CI23913
89358_13,CI24872
89360_13,CI23909
89371_13,CI24968
89373_13,CI26421
89374_13,CI25124
89385_13,CI25082
89387_13,CI25108
89388_13,CI23598
89391_13,CI24534
89396_13,CI24524
89399_13,CI24670
89400_13,CI24915
89405_13,CI23975
89407_13,CI23506
89408_13,CI24493
89412_13,CI24271
89413_13,CI23848
89416_13,CI24373
89418_13,CI24138
89419_13,CI27080
89420_13,CI24081
89423_13,CI24438
89424_13,CI23830
89425_13,CI24957
89427_13,CI24418
89428_13,CI24793
89431_13,CI23503
89436_13,CI25454
89441_13,CI25124
89442_13,CI24692
89443_13,CI25126
89444_13,CI24359
89446_13,CI24187
89447_13,CI24447
89451_13,CI25143
89453_13,CI25180
89454_13,CI25108
89457_13,CI23510
89458_13,CI23616
89460_13,CI23760
89462_13,CI24476
89463_13,CI23657
89464_13,CI25995
89467_13,CI24437
89468_13,CI25141
89472_13,CI25132
89473_13,CI24623
89475_13,CI23648
89476_13,CI25132
89479_13,CI23648
89481_13,CI24210
89484_13,CI24278
89485_13,CI24435
89488_13,CI24530
89491_13,CI24875
89497_13,CI24679
89500_13,CI25180
89505_13,CI25106
89509_13,CI25092
89510_13,CI23959
89512_13,CI24476
89513_13,CI24787
89514_13,CI24421
89517_13,CI24788
89519_13,CI24597
89523_13,CI23726
89529_13,CI24522
89531_13,CI23663
89532_13,CI24532
89539_13,CI24418
89542_13,CI25938
89545_13,CI24139
89547_13,CI24418
89553_13,CI24875
89555_13,CI24955
89559_13,CI26588
89562_13,CI26506
89563_13,CI26054
89568_13,CI24692
89569_13,CI23791
89573_13,CI23769
89580_13,CI24876
89589_13,CI24421
89592_13,CI24372
89599_13,CI24440
89602_13,CI24657
89605_13,CI24440
89607_13,CI25438
89609_13,CI25082
89610_13,CI24874
89612_13,CI25143
89613_13,CI25103
89624_13,CI24184
89625_13,CI24421
89627_13,CI25107
89630_13,CI24437
89635_13,CI24876
89636_13,CI24873
89637_13,CI24435
89639_13,CI25436
89640_13,CI23691
89645_13,CI25672
89649_13,CI23510
89653_13,CI24534
89657_13,CI25105
89659_13,CI25829
89661_13,CI23938
89664_13,CI24188
89668_13,CI24440
89673_13,CI24866
89674_13,CI25076
89676_13,CI23569
89679_13,CI24531
89680_13,CI24888
89681_13,CI24531
89687_13,CI23839
89689_13,CI25137
89695_13,CI25106
89696_13,CI25125
89702_13,CI23691
89704_13,CI25490
89710_13,CI25142
89712_13,CI24418
89713_13,CI24372
89718_13,CI25115
89725_13,CI24670
89726_13,CI26408
89727_13,CI24111
89729_13,CI25110
89731_13,CI24968
89733_13,CI24363
89734_13,CI26413
89735_13,CI25136
89736_13,CI26416
89737_13,CI24362
89745_13,CI23663
89749_13,CI24793
89751_13,CI24532
89755_13,CI25126
89757_13,CI25124
89762_13,CI24111
89764_13,CI25075
89766_13,CI25135
89770_13,CI25114
89771_13,CI25110
89776_13,CI25092
89779_13,CI25110
89780_13,CI25110
89781_13,CI25135
89782_13,CI25077
89784_13,CI24876
89789_13,CI24868
89793_13,CI25622
89795_13,CI25507
89799_13,CI25031
89800_13,CI23769
89801_13,CI25083
89803_13,CI25073
89805_13,CI24261
89806_13,CI24670
89809_13,CI23856
89810_13,CI24531
89813_13,CI24179
89815_13,CI24374
89816_13,CI23770
89817_13,CI25135
89818_13,CI25507
89824_13,CI24604
89826_13,CI24437
89828_13,CI24436
89829_13,CI24670
89830_13,CI25141
89834_13,CI24679
89835_13,CI23839
89836_13,CI25291
89837_13,CI24446
89838_13,CI23760
89839_13,CI25126
89846_13,CI24875
89847_13,CI24943
89848_13,CI25105
89849_13,CI25141
89850_13,CI24275
89853_13,CI24634
89855_13,CI24252
89857_13,CI24634
89862_13,CI24274
89866_13,CI25240
89868_13,CI25121
89870_13,CI24680
89873_13,CI26672
89874_13,CI24873
89875_13,CI24476
89877_13,CI23790
89880_13,CI24533
89884_13,CI24435
89890_13,CI24362
89891_13,CI24157
89892_13,CI24880
89898_13,CI26415
89901_13,CI24532
89903_13,CI24868
89904_13,CI25149
89905_13,CI24437
89906_13,CI23663
89910_13,CI24447
89918_13,CI24611
89922_13,CI25454
89926_13,CI25067
89932_13,CI24445
89934_13,CI25140
89935_13,CI24418
89941_13,CI24228
89944_13,CI24359
89949_13,CI24607
89952_13,CI24679
89956_13,CI25490
89959_13,CI26467
89960_13,CI25136
89961_13,CI26750
89962_13,CI24915
89963_13,CI26765
89964_13,CI24429
89969_13,CI26467
89972_13,CI25074
89977_13,CI25114
89980_13,CI26548
89983_13,CI24418
89986_13,CI26751
89990_13,CI26750
89991_13,CI25306
89993_13,CI25498
89998_13,CI23932
90000_13,CI24968
90006_13,CI25126
90007_13,CI26680
90014_13,CI24867
90023_13,CI24228
90024_13,CI25074
90025_13,CI24448
90026_13,CI24206
90027_13,CI25108
90031_13,CI25143
90038_13,CI24271
90039_13,CI24675
90042_13,CI25979
90044_13,CI25985
90046_13,CI23867
90047_13,CI24348
90052_13,CI24436
90057_13,CI23576
90059_13,CI25062
90063_13,CI24348
90064_13,CI24252
90065_13,CI24117
90067_13,CI24526
90069_13,CI24271
90071_13,CI24732
90074_13,CI23694
90075_13,CI25492
90077_13,CI24732
90078_13,CI25501
