TITLE,RESTAURANT_ID,CUISINES,TIME,CITY,LOCALITY,RATING,VOTES,COST,,,,,,,,,,,,,,,,,,,
QUICK,7519,South,,,7am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,14729,South,,,12noon,–,12:30AM,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,8519,North,,,6:30am,–,"10:30am,",12:30pm,,,,,,,,,,,,,,,,,,,
QUICK,4915,Arabian,–,,10:30am,–,2am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,13091,North,,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12152,North,,,12noon,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12726,South,,,11am,–,4am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,4255,Bakery,,,7am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,11508,North,,,3pm,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,8725,Italian,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12891,Salad,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,3779,North,,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,3180,Chinese,,,11:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,2564,Cafe,,,10am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,4337,Fast,,,7:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,718,Continental,,,12:30pm,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAKERY,4985,Bakery,,,12noon,–,11:45pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DHABA,4502,North,,,12noon,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
QUICK,7337,North,–,,8:30am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,1898,Continental,,,6am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,13395,Thai,,,11:55am,–,11pm,"(Mon-Sat),11am",,,,,,,,,,,,,,,,,,,
CASUAL,10666,North,–,,12:30pm,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,13898,Cafe,,,11am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12187,Mithai,,,12noon,–,12midnight,"(Mon-Fri),12noon",,,,,,,,,,,,,,,,,,,
BEVERAGE,11214,Beverages,–,,9:15am,–,11:15pm,"(Mon,",,,,,,,,,,,,,,,,,,,
QUICK,5803,Street,"Tue,",,11:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,6424,North,,,10am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,4074,Biryani,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,550,Arabian,,,10am,–,8pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,1871,North,,,12noon,–,"3pm,",7pm,,,,,,,,,,,,,,,,,,,
LOUNGE,14904,Chinese,–,,11am,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,15177,Rolls,,,11:45am,–,12:45AM,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,9293,Kerala,,,11am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,7947,European,,,11:30am,–,"3:30pm,",7:30pm,,,,,,,,,,,,,,,,,,,
QUICK,6809,Italian,–,,11:30am,–,"3:30pm,",7pm,,,,,,,,,,,,,,,,,,,
None,13945,Continental,–,,12noon,–,11:45pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,5700,North,,,4pm,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,13014,Fast,,,12:30pm,–,"3:30pm,",7:30pm,,,,,,,,,,,,,,,,,,,
CASUAL,4404,Italian,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,6906,Cafe,,,11:30am,–,5am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,3801,Cafe,,,8am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,3548,Desserts,,,10am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,3175,North,,,6:30pm,–,1:30am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,12506,Mughlai,,,9am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
FINE,6826,Japanese,,,11:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,8917,Continental,,,6am,–,12:30AM,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,4386,South,,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,3515,Italian,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,8237,Chinese,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,819,North,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,14891,South,,,9am,–,9:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,3226,North,,,12noon,–,"3:30pm,",7pm,,,,,,,,,,,,,,,,,,,
BAKERY,2644,Bakery,–,,11am,–,11:30pm,"(Mon,",,,,,,,,,,,,,,,,,,,
FOOD,2798,Street,"Tue,",,7am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAR,3298,Asian,,,11am,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
PUB,14564,North,,,9am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,9689,Street,,,24,Hours,(Mon-Sun),,,,,,,,,,,,,,,,,,,,
CAFÉ,4965,Cafe,,,12noon,–,12midnight,"(Mon,",,,,,,,,,,,,,,,,,,,
CASUAL,7578,Andhra,"Wed,",,10am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12642,South,,,11:30am,–,"3pm,",6pm,,,,,,,,,,,,,,,,,,,
CASUAL,11470,Chinese,–,,11:15am,–,"4pm,",6:30pm,,,,,,,,,,,,,,,,,,,
QUICK,9263,North,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,5385,Arabian,,,12noon,–,"4pm,",6pm,,,,,,,,,,,,,,,,,,,
SWEET,13840,Mithai,–,,9:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,10253,Fast,,,10:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,183,Biryani,,,10:30am,–,7:30pm,"(Mon-Sat),Closed",,,,,,,,,,,,,,,,,,,
QUICK,8418,North,(Su,,9am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,10279,Healthy,,,12noon,–,"2:30pm,",6pm,,,,,,,,,,,,,,,,,,,
None,9355,North,–,,12noon,–,4am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,8910,Fast,,,12:30pm,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,5755,North,,,11am,–,1:30am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,5674,Healthy,,,11am,–,"3:30pm,",6pm,,,,,,,,,,,,,,,,,,,
CASUAL,13447,Italian,–,,11:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,11314,North,,,11am,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
FOOD,7805,Continental,,,Closed,"(Mon),12noon",–,"3pm,",,,,,,,,,,,,,,,,,,,
CASUAL,11971,South,7,,6:45am,–,9pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,9284,Biryani,,,1pm,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,14596,Healthy,,,11:30am,–,"4pm,",6:30pm,,,,,,,,,,,,,,,,,,,
QUICK,2951,Pizza,–,,10am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
FINE,15216,Continental,,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,11652,South,,,11:30am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
FOOD,8188,South,,,1pm,–,"5pm,",6:30pm,,,,,,,,,,,,,,,,,,,
CASUAL,5259,Italian,–,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,4765,North,,,12noon,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BEVERAGE,12120,Beverages,,,11:30am,–,11:15pm,"(Mon-Wed),11:30am",,,,,,,,,,,,,,,,,,,
QUICK,140,North,–,,24,Hours,(Mon-Sun),,,,,,,,,,,,,,,,,,,,
DESSERT,14373,Desserts,,,12noon,–,3am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12275,North,,,7am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAR,11,North,,,24,Hours,(Mon-Sun),,,,,,,,,,,,,,,,,,,,
QUICK,2866,North,,,11am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,9048,South,,,12noon,–,1:30am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BEVERAGE,6481,Beverages,,,11am,–,2am,"(Mon),11am",,,,,,,,,,,,,,,,,,,
CAFÉ,3361,Cafe,–,,9am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,13742,Italian,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,5208,Chinese,,,8am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,11875,Awadhi,,,6am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,8331,North,,,5pm,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,13275,North,,,9pm,–,4am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAR,5801,Continental,,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12085,North,,,11am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,6562,North,,,11am,–,"3pm,",5pm,,,,,,,,,,,,,,,,,,,
CASUAL,1974,Continental,–,,11am,–,"4pm,",6pm,,,,,,,,,,,,,,,,,,,
QUICK,13518,North,–,,7:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,8761,South,,,8am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,3973,North,,,8am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,3397,Fast,,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,4282,Chinese,,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BEVERAGE,9747,Ice,,,8am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,3661,South,,,12noon,–,"3:30pm,",7pm,,,,,,,,,,,,,,,,,,,
MICROBREWERY,3745,Modern,–,,10am,–,1:30am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,11867,North,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
KIOSK,8849,Tibetan,,,4pm,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,13763,North,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
FOOD,3574,North,,,7am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAKERY,3324,Bakery,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,4249,Chinese,,,11am,–,11:30pm,"(Mon-Tue),11am",,,,,,,,,,,,,,,,,,,
CASUAL,4159,Asian,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAKERY,2645,Bakery,,,11am,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
QUICK,10843,Chinese,–,,12:30pm,–,10:45pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,951,Arabian,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,6433,Biryani,,,11am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,4077,Biryani,,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,6721,North,,,7:30am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,13376,Italian,,,7pm,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
FINE,4694,Italian,,,11:30am,–,"3:40pm,",6pm,,,,,,,,,,,,,,,,,,,
QUICK,6639,Arabian,–,,12noon,–,"3pm,",7pm,,,,,,,,,,,,,,,,,,,
CASUAL,9798,Thai,–,,11am,–,11pm,"(Mon-Fri),11am",,,,,,,,,,,,,,,,,,,
QUICK,358,South,–,,6am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,6452,Juices,,,11am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
KIOSK,12796,Fast,,,7pm,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,1393,South,,,11am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,9581,Biryani,,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,10165,Thai,,,9am,–,12:30AM,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,13118,Cafe,,,10am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,2053,Cafe,,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,11586,South,,,12:30pm,–,"3pm,",7pm,,,,,,,,,,,,,,,,,,,
DESSERT,8746,Ice,–,,11am,–,7am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,4585,Andhra,,,11am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,3741,North,,,12:30pm,–,"3pm,",6:30pm,,,,,,,,,,,,,,,,,,,
CASUAL,6437,Hyderabadi,–,,11am,–,"3:30pm,",6pm,,,,,,,,,,,,,,,,,,,
QUICK,10330,Pizza,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,9318,Malaysian,,,8:30am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,10394,Pizza,,,1pm,–,2am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,8246,North,,,7am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,10514,North,,,24,Hours,(Mon-Sun),,,,,,,,,,,,,,,,,,,,
CASUAL,7500,BBQ,,,10am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
FINE,365,Spanish,,,Closed,"(Mon),11am",–,7pm,,,,,,,,,,,,,,,,,,,
QUICK,4542,Fast,(Tue-Su,,6am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,10064,Biryani,,,24,Hours,(Mon-Sun),,,,,,,,,,,,,,,,,,,,
CASUAL,14255,American,,,11:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,2460,Cafe,,,9am,–,11pm,"(Mon-Thu),8am",,,,,,,,,,,,,,,,,,,
BAR,15152,Finger,–,,10am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,5836,Fast,,,12:30pm,–,"3:30pm,",7pm,,,,,,,,,,,,,,,,,,,
BEVERAGE,4952,Beverages,–,,10am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12456,South,,,12noon,–,2am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,5169,Biryani,,,11:30am,–,"3pm,",6:30pm,,,,,,,,,,,,,,,,,,,
BAKERY,1926,Bakery,–,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
PUB,13501,American,,,12:30pm,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,12826,Cafe,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,11645,South,,,8am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,1553,Thai,,,10am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,1600,North,,,12noon,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,5231,South,,,10:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,4630,Cafe,,,8am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BEVERAGE,1237,Beverages,,,10am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,5021,Italian,,,11am,–,"4pm,",6:30pm,,,,,,,,,,,,,,,,,,,
CASUAL,1198,North,–,,11:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12606,Kerala,,,7:30am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BEVERAGE,4940,Beverages,,,8am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,5963,Biryani,,,8:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,9303,South,,,8am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAKERY,3757,Bakery,,,12noon,–,11pm,"(Mon,",,,,,,,,,,,,,,,,,,,
BAKERY,12754,Bakery,"Wed,",,7:30pm,–,3am,"(Mon),1pm",,,,,,,,,,,,,,,,,,,
QUICK,12769,North,–,,7pm,–,11:45pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,11115,North,,,11:30am,–,11:30pm,"(Mon),6am",,,,,,,,,,,,,,,,,,,
CASUAL,5867,North,–,,10:30am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,8781,Chinese,,,9am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,11823,American,,,12noon,–,"3:30pm,",7:30pm,,,,,,,,,,,,,,,,,,,
QUICK,10597,Andhra,–,,7am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,8676,Chinese,,,11:30am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,4496,Kebab,,,1:30pm,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,8240,North,,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,4138,Chinese,,,11:30am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,15258,Chinese,,,11:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,13194,Fast,,,9am,–,8pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,2191,Fast,,,12noon,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,1913,Japanese,,,11am,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
KIOSK,12942,Seafood,,,Closed,"(Mon),8am",–,8pm,,,,,,,,,,,,,,,,,,,
CASUAL,7346,North,(Tue-Su,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,10298,Biryani,,,10am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,8252,North,,,7am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,10828,South,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,13966,Japanese,,,12noon,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
None,13828,Asian,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,14377,Desserts,,,6am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,13479,Cafe,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,4969,Fast,,,11am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BEVERAGE,13684,Juices,,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,6423,Chinese,,,9am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAR,15223,North,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,11947,Mughlai,,,10am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,6595,Ice,,,11am,–,4am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,635,Bengali,,,9am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,7827,Fast,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,13127,Italian,,,11:30am,–,3am,"(Mon-Sat),8am",,,,,,,,,,,,,,,,,,,
QUICK,4880,Bakery,–,,12midnight,–,"2am,",11:30am,,,,,,,,,,,,,,,,,,,
MICROBREWERY,13524,Continental,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12068,Street,,,11am,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
CASUAL,13449,South,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,1845,Biryani,,,2pm,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,6972,North,,,7am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,4769,North,,,7:30am,–,8pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,10388,Pizza,,,8am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,4060,Mexican,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,8004,Continental,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAKERY,9218,Bakery,,,12noon,–,12midnight,"(Mon-Sat),Closed",,,,,,,,,,,,,,,,,,,
CASUAL,12612,South,(Su,,7am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,14413,North,,,12:30pm,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAR,4299,Finger,,,10am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,4205,Cafe,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,193,Street,,,1pm,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
PUB,35,Chinese,,,7am,–,7pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,4270,BBQ,,,10am,–,12:30AM,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,3398,Continental,,,10am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
FINE,8777,Chinese,,,9am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,14803,Chinese,,,12noon,–,"3:15pm,",7pm,,,,,,,,,,,,,,,,,,,
QUICK,9290,Street,–,,8am,–,"2pm,",5pm,,,,,,,,,,,,,,,,,,,
QUICK,1641,South,–,,7am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,2820,Cafe,,,10am,–,10pm,"(Mon-Sat),6pm",,,,,,,,,,,,,,,,,,,
QUICK,13173,North,–,,9am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,3219,Desserts,,,11:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,8008,Chinese,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,7202,Kebab,,,12noon,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,8954,Pizza,,,9am,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,13602,Burger,,,9am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,14122,North,,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,6103,Chinese,,,12noon,–,2am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,2222,Pizza,,,10am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,5778,North,,,1pm,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,12512,Continental,,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,8446,North,,,11am,–,7pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,15383,Kerala,,,11:30am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,2993,Ice,,,12noon,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,15569,Ice,,,11:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,4560,Fast,,,9:30am,–,11pm,"(Mon-Thu),9:30am",,,,,,,,,,,,,,,,,,,
QUICK,10660,North,–,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,4883,Pizza,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,12904,Desserts,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,2203,Thai,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
MICROBREWERY,1730,Continental,,,8:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,936,Arabian,,,7am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAR,13973,North,,,11:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,5460,North,,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAKERY,5294,Bakery,,,12noon,–,"3:30pm,",6pm,,,,,,,,,,,,,,,,,,,
QUICK,1625,Bengali,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,2080,South,,,12noon,–,"3:30pm,",6:30pm,,,,,,,,,,,,,,,,,,,
CASUAL,15171,Continental,–,,8am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,7463,Andhra,,,12midnight,–,"1:30am,",12noon,,,,,,,,,,,,,,,,,,,
CASUAL,8968,South,–,,1pm,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,1385,South,,,2pm,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,10687,Kerala,,,7am,–,"2pm,",4pm,,,,,,,,,,,,,,,,,,,
QUICK,13451,South,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,5296,North,,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,9570,South,,,11am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
