predict,0to3,10to15,15to25,25to50,3to6,6to10
10to15,0.048214364,0.329085685,0.077349219,0.0216087,0.24045587,0.283286163
3to6,0.241377751,0.055032487,0.054695684,0.022501851,0.38646046,0.239931767
10to15,0.05263358,0.420125768,0.25855458,0.041920674,0.060887003,0.165878394
10to15,0.027358894,0.418718401,0.118710255,0.078258915,0.080457223,0.276496312
15to25,0.02245947,0.212003747,0.522913304,0.198590819,0.015676313,0.028356348
0to3,0.560970266,0.060783087,0.082617735,0.031515574,0.157953976,0.106159362
6to10,0.041264231,0.281777504,0.236863423,0.021244022,0.121612795,0.297238024
10to15,0.036769973,0.375069602,0.20018852,0.052401324,0.05037725,0.285193331
15to25,0.021765096,0.333373225,0.486515889,0.050265608,0.031879464,0.076200719
0to3,0.625370973,0.080411831,0.038969518,0.014748132,0.173526989,0.066972557
0to3,0.353673545,0.172307691,0.080531568,0.033859313,0.148066889,0.211560995
10to15,0.032301414,0.379021887,0.282386714,0.038371422,0.081143835,0.186774728
10to15,0.065427876,0.350449675,0.316981389,0.040701564,0.051424377,0.175015119
15to25,0.021752192,0.290563995,0.474092219,0.052866857,0.027057794,0.133666943
3to6,0.059696442,0.204903798,0.14010151,0.045393941,0.364651417,0.185252892
10to15,0.060160395,0.360527793,0.265421016,0.045080927,0.060413186,0.208396683
6to10,0.072125573,0.250802075,0.044183203,0.017496838,0.13955945,0.47583286
10to15,0.050665922,0.350728662,0.238925349,0.025283719,0.073827108,0.26056924
15to25,0.063719777,0.212903452,0.452271069,0.033040012,0.071826737,0.166238952
10to15,0.036913103,0.478854703,0.122940404,0.045347356,0.063037131,0.252907304
15to25,0.031380594,0.248904678,0.457698361,0.031802318,0.05550964,0.174704409
10to15,0.069537054,0.297119711,0.252234685,0.029666364,0.179579302,0.171862885
15to25,0.014433139,0.200839977,0.321370541,0.310650184,0.017217407,0.135488752
6to10,0.059025053,0.316423436,0.067846367,0.035699844,0.151004708,0.370000593
15to25,0.013163057,0.188102878,0.508842181,0.231709067,0.012212805,0.045970012
6to10,0.064980367,0.325400023,0.069755826,0.021063625,0.107778237,0.411021922
0to3,0.447541822,0.099834763,0.046766991,0.015727248,0.194330337,0.195798838
10to15,0.252594208,0.323601816,0.145799617,0.037378396,0.087668682,0.152957282
15to25,0.024859882,0.32837101,0.453152851,0.114520432,0.016190949,0.062904875
10to15,0.031907045,0.35550325,0.323475283,0.154344324,0.033547978,0.10122212
10to15,0.072248765,0.334531544,0.082548486,0.027559893,0.166694138,0.316417174
6to10,0.274297761,0.115896475,0.037235613,0.017249644,0.249323855,0.305996651
6to10,0.197160047,0.213050628,0.105794175,0.026965985,0.21897028,0.238058886
6to10,0.105621081,0.20906429,0.154170969,0.056844407,0.095776828,0.378522426
6to10,0.122868797,0.184909739,0.116648091,0.04050038,0.264121577,0.270951416
10to15,0.021338341,0.347334428,0.309109864,0.082730403,0.028077702,0.211409261
15to25,0.014755424,0.342419548,0.435033041,0.023000531,0.020663451,0.164128004
25to50,0.032373318,0.069607609,0.200127263,0.614381063,0.033991449,0.049519297
0to3,0.487242591,0.133683034,0.137119772,0.035621026,0.140628744,0.065704833
10to15,0.047313282,0.412625699,0.263884837,0.039515199,0.089093615,0.147567369
10to15,0.037835225,0.40797352,0.310368468,0.057335945,0.032487325,0.153999516
15to25,0.034893457,0.333122642,0.408160131,0.06299936,0.023785382,0.137039029
10to15,0.039502726,0.326211897,0.313003497,0.022639817,0.058791031,0.239851032
6to10,0.157561538,0.252729082,0.150774384,0.041420739,0.103420418,0.294093839
10to15,0.040006845,0.318461202,0.12582015,0.052770043,0.145997983,0.316943778
10to15,0.039454374,0.310735104,0.220089842,0.087709219,0.048439483,0.293571978
0to3,0.498060192,0.168850144,0.095716512,0.031035263,0.091720711,0.114617178
10to15,0.073162498,0.419196142,0.082034767,0.035795838,0.046231891,0.343578865
10to15,0.086422732,0.38728316,0.122474934,0.033007913,0.090226896,0.280584365
15to25,0.024814269,0.252542682,0.34801895,0.257715511,0.018875576,0.098033011
6to10,0.192153058,0.205051072,0.110441759,0.046312807,0.198942335,0.247098968
3to6,0.049349998,0.21236122,0.099603875,0.028451638,0.376018145,0.234215124
10to15,0.024202778,0.345129405,0.288970796,0.020833796,0.024845628,0.296017599
0to3,0.421211754,0.169694845,0.184869784,0.04341714,0.080952393,0.099854084
15to25,0.026168754,0.342747917,0.488490914,0.045749898,0.023449299,0.073393218
15to25,0.029035301,0.318013388,0.451219725,0.062233329,0.038287823,0.101210434
6to10,0.032656324,0.270234393,0.079291129,0.042602905,0.143686539,0.431528709
15to25,0.014712296,0.243255589,0.40788989,0.244307066,0.013113385,0.076721773
10to15,0.038919607,0.399920632,0.229952162,0.019812139,0.08602503,0.22537043
15to25,0.030597366,0.279283821,0.308624054,0.294443508,0.024639946,0.062411306
10to15,0.012608628,0.510142214,0.22399669,0.022148702,0.034218682,0.196885083
15to25,0.029845843,0.283413739,0.393095395,0.069416705,0.066403378,0.15782494
6to10,0.26261234,0.121596771,0.03929573,0.017910265,0.207831916,0.350752979
6to10,0.17336032,0.237376555,0.116705792,0.039352682,0.118783115,0.314421535
0to3,0.300917756,0.212043457,0.111796488,0.035218374,0.074194533,0.265829392
6to10,0.016109152,0.278309667,0.088580309,0.026576218,0.079467961,0.510956694
10to15,0.058353203,0.468551027,0.183267777,0.075783527,0.060778144,0.153266322
6to10,0.018228822,0.288002573,0.058478663,0.043720702,0.050804838,0.540764402
15to25,0.024967128,0.25409837,0.344002684,0.259303063,0.018991852,0.098636904
10to15,0.014810265,0.41338093,0.405281281,0.081839368,0.013117535,0.071570621
10to15,0.03049401,0.382295302,0.255598779,0.0351343,0.040761842,0.255715766
3to6,0.229019421,0.129271874,0.090339536,0.023466402,0.266475464,0.261427302
15to25,0.015726139,0.257265212,0.391338473,0.23892736,0.014121707,0.082621109
6to10,0.058234924,0.167112344,0.094633086,0.088997615,0.24610661,0.34491542
10to15,0.025547644,0.452327639,0.105640975,0.057463749,0.033792441,0.325227551
6to10,0.066311006,0.196043984,0.179081134,0.067884054,0.195256095,0.295423728
6to10,0.177283509,0.118495441,0.118840782,0.085829851,0.179632032,0.319918385
10to15,0.047240273,0.358072039,0.261347409,0.02814828,0.083387461,0.221804538
25to50,0.018664487,0.238765713,0.135986897,0.519086985,0.014802828,0.07269309
10to15,0.036493518,0.469510356,0.119443227,0.045044857,0.081457725,0.248050318
0to3,0.634581559,0.120661056,0.075985167,0.027404357,0.064836852,0.07653101
10to15,0.192774524,0.300284417,0.133337368,0.05918437,0.119940369,0.194478952
10to15,0.028179359,0.438239533,0.076798689,0.033979495,0.04970287,0.373100053
10to15,0.028692342,0.459633649,0.070971719,0.023097807,0.07260595,0.344998533
6to10,0.028398703,0.303064096,0.130476249,0.081299581,0.118744364,0.338017006
25to50,0.016254193,0.205800465,0.288214762,0.402691248,0.011849386,0.075189946
0to3,0.544850007,0.031074455,0.020315441,0.013318137,0.344290443,0.046151518
6to10,0.042545452,0.3245077,0.131072668,0.020149977,0.101786075,0.379938127
10to15,0.197525444,0.413145756,0.150851224,0.045201282,0.091290526,0.101985768
15to25,0.021859171,0.32794989,0.442592513,0.047345842,0.040654493,0.119598091
0to3,0.290421769,0.264943932,0.112058955,0.031700451,0.1124699,0.188404993
6to10,0.012228846,0.264598388,0.273531534,0.030502429,0.023056648,0.396082155
10to15,0.042965547,0.339677386,0.259273742,0.032681146,0.052230868,0.273171311
25to50,0.012077446,0.152205921,0.342878007,0.411708125,0.027307119,0.053823382
10to15,0.030920289,0.485917733,0.119853897,0.036922006,0.070082802,0.256303273
15to25,0.041963857,0.261927639,0.345573727,0.043507181,0.090015094,0.217012502
25to50,0.025840542,0.053082427,0.229035244,0.502191944,0.057331956,0.132517888
15to25,0.013224649,0.21853805,0.547539293,0.100921581,0.018319098,0.101457329
15to25,0.014119323,0.32083028,0.501725621,0.092386935,0.012168819,0.058769021
3to6,0.076207864,0.152668094,0.079583093,0.049607114,0.343306732,0.298627103
0to3,0.299634054,0.144865503,0.097302718,0.023262538,0.295692457,0.13924273
15to25,0.030030328,0.300348165,0.473082439,0.061624348,0.030235851,0.10467887
15to25,0.015518845,0.310596205,0.374798703,0.030303409,0.016866862,0.251915976
15to25,0.04774816,0.340646461,0.417485599,0.049896635,0.04599996,0.098223184
10to15,0.047724845,0.373992538,0.327014464,0.06602187,0.061364556,0.123881727
10to15,0.052719598,0.413928207,0.071923457,0.031604697,0.076756978,0.353067064
10to15,0.038106745,0.454618534,0.107916748,0.04085573,0.047153847,0.311348396
10to15,0.037948977,0.484793272,0.094813538,0.02125593,0.055452324,0.305735959
15to25,0.03425395,0.238554784,0.402121836,0.033746746,0.086817777,0.204504908
15to25,0.019526163,0.209287237,0.418432963,0.300941812,0.013254681,0.038557145
6to10,0.066666825,0.209332864,0.113900204,0.033946088,0.221435357,0.354718663
0to3,0.572972169,0.155578345,0.08863824,0.047185931,0.052998942,0.082626373
10to15,0.032028123,0.382939523,0.183117958,0.024248208,0.056622364,0.321043824
0to3,0.730587414,0.057173494,0.057687104,0.013742227,0.082234937,0.058574824
6to10,0.181175629,0.124817192,0.059569062,0.01774967,0.255384554,0.361303893
6to10,0.180431344,0.275751505,0.091879353,0.038641826,0.057452749,0.355843223
6to10,0.134302157,0.195379572,0.123048745,0.030423153,0.133714898,0.383131475
10to15,0.217515551,0.232858002,0.076480216,0.029311727,0.232814339,0.211020165
10to15,0.040095319,0.371226984,0.189415361,0.025537114,0.178781926,0.194943295
6to10,0.066426201,0.199657528,0.118692677,0.061167765,0.125348005,0.428707825
10to15,0.071235193,0.441307308,0.139009222,0.056623929,0.044054668,0.247769681
15to25,0.015808137,0.234573529,0.394191725,0.245958706,0.015789083,0.09367882
10to15,0.053999431,0.416775112,0.087274656,0.036964263,0.047171221,0.357815316
15to25,0.011481117,0.223068572,0.437465697,0.223723079,0.0118033,0.092458235
0to3,0.642947734,0.071315473,0.028265519,0.012914543,0.162594838,0.081961893
10to15,0.020474308,0.492750173,0.294442747,0.078130588,0.016117851,0.098084332
15to25,0.025122313,0.225771122,0.51006502,0.062341868,0.035789575,0.140910102
25to50,0.008824403,0.06465318,0.338910645,0.515454565,0.01059608,0.061561128
6to10,0.098256848,0.230722037,0.147113948,0.065455053,0.083739543,0.374712571
15to25,0.02166066,0.369404066,0.396412713,0.092474662,0.028551086,0.091496813
15to25,0.019827184,0.226626177,0.329151169,0.326605941,0.01343065,0.08435888
15to25,0.016345478,0.226725325,0.422835596,0.276897744,0.013481361,0.043714496
15to25,0.018874118,0.256720549,0.500640012,0.139655262,0.014504415,0.069605644
15to25,0.034451636,0.202858682,0.524825148,0.042075028,0.042910716,0.152878791
10to15,0.051543617,0.346681584,0.262685129,0.042763578,0.127740935,0.168585156
10to15,0.024065641,0.403535646,0.339461187,0.045323772,0.031689918,0.155923836
10to15,0.022704555,0.40012548,0.382066591,0.097226144,0.012463614,0.085413616
0to3,0.411535155,0.169339215,0.172775399,0.041088393,0.098745138,0.106516699
15to25,0.034989411,0.129260535,0.622063722,0.079197657,0.052266827,0.082221849
10to15,0.047535692,0.323897259,0.280828395,0.047252918,0.045877169,0.254608567
10to15,0.018241168,0.315862736,0.220104119,0.038777181,0.158017377,0.248997419
3to6,0.078930847,0.096856626,0.060487247,0.036928529,0.416313934,0.310482817
10to15,0.02155806,0.428209622,0.346380149,0.072399334,0.020312256,0.111140579
10to15,0.053165617,0.405780793,0.210917494,0.065540149,0.045661311,0.218934636
0to3,0.48936549,0.143250506,0.154726308,0.039006318,0.096773552,0.076877827
15to25,0.012471573,0.248328511,0.504115995,0.048641043,0.021340611,0.165102267
6to10,0.089678387,0.340363243,0.093745583,0.040560786,0.07189591,0.363756092
15to25,0.05014788,0.240259162,0.434165512,0.031112397,0.063108328,0.181206721
6to10,0.051470678,0.211535426,0.166622537,0.032474883,0.22263755,0.315258926
6to10,0.0401569,0.208655725,0.079384705,0.03647058,0.118806354,0.516525735
10to15,0.020998105,0.513146225,0.184063204,0.026709593,0.016795023,0.238287849
6to10,0.177283509,0.118495441,0.118840782,0.085829851,0.179632032,0.319918385
15to25,0.018289895,0.206973582,0.63113965,0.025346744,0.02692421,0.091325919
15to25,0.058736497,0.354603085,0.360811919,0.062480925,0.063057293,0.10031028
10to15,0.020334925,0.380343441,0.15634722,0.089739268,0.062396748,0.290838397
6to10,0.228563558,0.180373677,0.112010495,0.022658054,0.174012337,0.28238188
10to15,0.07834073,0.395644619,0.116600194,0.04565115,0.076837023,0.286926285
10to15,0.028689399,0.432712876,0.344305952,0.047107486,0.024338004,0.122846283
6to10,0.056857406,0.293527867,0.051248547,0.018467176,0.24294539,0.336953615
15to25,0.012968156,0.185955664,0.443315386,0.298669796,0.012436912,0.046654086
0to3,0.359912726,0.163906907,0.114468741,0.043756251,0.18136289,0.136592486
15to25,0.021950672,0.245327208,0.322523172,0.070481765,0.045470656,0.294246527
10to15,0.017255885,0.357554453,0.348022427,0.031651006,0.020301525,0.225214703
6to10,0.069290921,0.302117807,0.090500366,0.023091271,0.197751942,0.317247693
10to15,0.10231596,0.421082694,0.138027176,0.096222747,0.093871234,0.148480189
0to3,0.436576343,0.093113399,0.045585876,0.020885314,0.197056766,0.206782303
10to15,0.022379647,0.468064527,0.109292804,0.034673294,0.036206567,0.329383162
10to15,0.030639817,0.439379066,0.304610019,0.091445835,0.017752702,0.116172563
15to25,0.071547121,0.262481247,0.265313801,0.035420682,0.155700041,0.209537109
0to3,0.386508595,0.120017898,0.045140769,0.019015567,0.288471242,0.14084593
15to25,0.025047121,0.324638073,0.488206891,0.066083889,0.025429106,0.07059492
10to15,0.137324333,0.332606629,0.168623531,0.050647456,0.049960103,0.260837948
15to25,0.013493901,0.346224983,0.379348352,0.054449444,0.021069074,0.185414246
6to10,0.023003693,0.266152108,0.149802855,0.06538587,0.142708181,0.352947293
6to10,0.136895516,0.247104944,0.063534114,0.042725899,0.173734606,0.336004921
0to3,0.549703265,0.150942119,0.080371515,0.03031917,0.097294424,0.091369507
10to15,0.081944742,0.332416614,0.140353186,0.08462524,0.122013803,0.238646415
10to15,0.035405476,0.392227634,0.346257066,0.035983046,0.062369352,0.127757426
0to3,0.362716294,0.138684431,0.059184464,0.026098679,0.186030416,0.227285715
10to15,0.086430808,0.274554239,0.178231464,0.022475866,0.173313798,0.264993825
15to25,0.03108817,0.224327584,0.313758405,0.215332158,0.062995844,0.152497839
0to3,0.611958734,0.081700454,0.034944617,0.014720433,0.183674488,0.073001273
25to50,0.01323511,0.111889846,0.160999601,0.65278823,0.009302242,0.05178497
15to25,0.024968649,0.212367683,0.48684166,0.166259104,0.036574219,0.072988685
15to25,0.016457692,0.24872461,0.467883341,0.197432228,0.01379726,0.055704868
25to50,0.00847993,0.107588421,0.136460962,0.677516274,0.011948717,0.058005696
6to10,0.023361173,0.202287975,0.054334961,0.019991424,0.09229185,0.607732617
15to25,0.009559362,0.231240095,0.625176787,0.069077356,0.01643644,0.048509961
0to3,0.474365933,0.067353568,0.115958355,0.037806426,0.139975255,0.164540463
6to10,0.046453346,0.300914396,0.166126969,0.044382504,0.120993424,0.32112936
15to25,0.078062883,0.236162489,0.263186891,0.026397638,0.18142176,0.21476834
6to10,0.031726924,0.281770023,0.141338713,0.046204692,0.127029979,0.37192967
10to15,0.019276365,0.361039771,0.334433962,0.050576964,0.028248067,0.206424871
10to15,0.050470441,0.345542974,0.116737887,0.030650534,0.148203412,0.308394752
25to50,0.025256986,0.199552726,0.297316337,0.393304498,0.016520092,0.068049361
6to10,0.03332536,0.273808131,0.071584216,0.028518462,0.216033583,0.376730248
10to15,0.055495263,0.427749266,0.224719839,0.063702923,0.064477139,0.163855569
6to10,0.064593969,0.312576002,0.065014847,0.033086199,0.194275765,0.330453218
10to15,0.047455582,0.403519944,0.279570051,0.065674803,0.050197484,0.153582134
6to10,0.021132727,0.124061952,0.194603123,0.04720674,0.085213731,0.527781728
0to3,0.344752475,0.296969268,0.096791238,0.038564302,0.105560648,0.117362069
15to25,0.020991653,0.170955333,0.322936022,0.313640844,0.044034376,0.127441773
10to15,0.026150509,0.394605297,0.127373226,0.10980138,0.057589182,0.284480407
10to15,0.028989354,0.471306117,0.09304128,0.021553572,0.056570889,0.328538789
6to10,0.187081575,0.200861385,0.122339702,0.031665551,0.183719399,0.274332389
25to50,0.020929144,0.209272873,0.303941663,0.39463053,0.01685489,0.0543709
15to25,0.013493901,0.346224983,0.379348352,0.054449444,0.021069074,0.185414246
6to10,0.10698659,0.248517688,0.089766559,0.036627238,0.126554013,0.391547912
6to10,0.151246266,0.19851321,0.048287872,0.017873834,0.278984017,0.305094801
25to50,0.01113742,0.157614307,0.38238577,0.405311537,0.009893233,0.033657733
15to25,0.018095247,0.213132705,0.494916197,0.20502708,0.012727825,0.056100947
6to10,0.083413831,0.257287919,0.057174249,0.02394674,0.215474301,0.362702959
15to25,0.01121552,0.069369193,0.632043029,0.227424231,0.015556723,0.044391305
0to3,0.565877305,0.062979006,0.097564738,0.057262908,0.081551202,0.134764841
10to15,0.214039812,0.377557999,0.092523994,0.052612502,0.074483174,0.188782519
15to25,0.012411869,0.21654953,0.45349351,0.045047345,0.020089662,0.252408085
6to10,0.232809007,0.116105411,0.043846579,0.017866663,0.25543278,0.333939559
6to10,0.04792149,0.266010853,0.094377155,0.032756555,0.245051981,0.313881966
15to25,0.008654005,0.293704457,0.447703559,0.144127607,0.010232625,0.095577747
0to3,0.421094769,0.186754527,0.156576652,0.037171931,0.112027878,0.086374244
10to15,0.039971798,0.404197765,0.208851529,0.022547037,0.066472237,0.257959634
0to3,0.404195359,0.136918631,0.03860762,0.018349289,0.248184307,0.153744795
6to10,0.030925725,0.252726482,0.134509048,0.059102211,0.138914178,0.383822357
10to15,0.062197757,0.419814003,0.211245189,0.062284782,0.065793857,0.178664412
6to10,0.038157591,0.313791877,0.104052338,0.046276026,0.124686352,0.373035817
3to6,0.225277636,0.171503829,0.060585655,0.016131775,0.277763317,0.248737788
25to50,0.007815793,0.090075567,0.259926955,0.599003698,0.006601379,0.036576607
10to15,0.024287603,0.368493481,0.13850632,0.080455461,0.065332082,0.322925053
6to10,0.057276646,0.263374032,0.089896014,0.028129044,0.123283902,0.438040362
25to50,0.036825586,0.138328422,0.362133886,0.377880824,0.032115408,0.052715875
10to15,0.044841148,0.463384254,0.072737961,0.035507134,0.065056668,0.318472834
15to25,0.030360274,0.345913737,0.432890415,0.057821043,0.021209503,0.111805027
10to15,0.058020838,0.418983318,0.212693447,0.072579523,0.066595175,0.171127699
6to10,0.017760871,0.299042045,0.066609857,0.044653668,0.041446617,0.530486941
10to15,0.03990506,0.348510451,0.297933304,0.057814265,0.053883702,0.201953219
0to3,0.604007329,0.087722701,0.053637821,0.016193624,0.158281192,0.080157333
10to15,0.071934664,0.333066018,0.236237394,0.171285031,0.065483004,0.121993889
15to25,0.027442677,0.14968489,0.4841403,0.059809229,0.065570224,0.213352681
10to15,0.03113806,0.445721781,0.136100726,0.04401173,0.060401004,0.282626698
15to25,0.017990882,0.252441152,0.424822547,0.040475214,0.053409769,0.210860436
15to25,0.016326072,0.359917458,0.454016732,0.03977896,0.028398212,0.101562566
6to10,0.018932126,0.300336377,0.210206728,0.092929627,0.054733319,0.322861824
10to15,0.036841927,0.444769646,0.083590952,0.035012507,0.047044615,0.352740353
15to25,0.022524104,0.163557625,0.535214835,0.124410896,0.049040704,0.105251837
6to10,0.041467735,0.178442536,0.08369498,0.018911216,0.332386688,0.345096844
15to25,0.055788361,0.256650699,0.289905318,0.038416151,0.080558687,0.278680785
6to10,0.086235478,0.211126289,0.126072264,0.039986519,0.097102542,0.439476909
10to15,0.016941896,0.418191968,0.412396177,0.064813765,0.015218234,0.07243796
10to15,0.183104995,0.279163995,0.118479142,0.036555288,0.186868473,0.195828107
15to25,0.019982412,0.29896496,0.311024804,0.046809238,0.058355238,0.264863347
15to25,0.019155066,0.303393859,0.504334973,0.067192624,0.029905306,0.076018172
10to15,0.038485488,0.40258853,0.124001479,0.046218359,0.122596202,0.266109941
6to10,0.068198893,0.237798463,0.149617217,0.033219414,0.223575887,0.287590127
10to15,0.041659258,0.340373965,0.280121384,0.043043073,0.050073643,0.244728677
10to15,0.0261164,0.464835787,0.324025681,0.04406186,0.026218023,0.114742249
0to3,0.571097943,0.029108942,0.040189887,0.01868504,0.303756427,0.037161761
6to10,0.067408914,0.181788845,0.173642333,0.088356107,0.15231443,0.336489371
10to15,0.063355634,0.325628323,0.091502358,0.026921682,0.250427986,0.242164016
10to15,0.047072042,0.410638391,0.239411393,0.033980993,0.071920634,0.196976545
10to15,0.02373774,0.333697043,0.260277384,0.038502638,0.066649223,0.277135971
6to10,0.154983867,0.153912686,0.039423357,0.018481306,0.276307135,0.356891648
3to6,0.179783014,0.22755954,0.089955376,0.02023377,0.275111829,0.207356471
0to3,0.402864778,0.170785507,0.165871005,0.037713116,0.104665079,0.118100516
10to15,0.045651281,0.450639465,0.072482956,0.029608331,0.066381337,0.335236629
6to10,0.050402952,0.293377657,0.162338491,0.069638895,0.108137018,0.316104987
10to15,0.075084113,0.381643916,0.089291516,0.041841802,0.06586026,0.346278392
10to15,0.049171229,0.334947144,0.282182074,0.217700112,0.048180645,0.067818796
10to15,0.015985531,0.434720691,0.412796718,0.048740238,0.019247307,0.068509515
25to50,0.011250522,0.170088573,0.373382457,0.395038061,0.011827056,0.038413331
10to15,0.025982782,0.430570359,0.287750338,0.025010573,0.039383276,0.191302672
15to25,0.013597107,0.200659236,0.337898494,0.271118376,0.017389728,0.15933706
10to15,0.026764917,0.329703845,0.283794908,0.028293876,0.022647081,0.308795372
25to50,0.021297175,0.102591142,0.351358434,0.455262673,0.020874181,0.048616395
6to10,0.020434573,0.305897549,0.253454926,0.037334438,0.031564413,0.351314101
0to3,0.429034068,0.098790994,0.13769268,0.037353602,0.115423943,0.181704713
10to15,0.090616473,0.44146586,0.118261331,0.05683262,0.061667398,0.231156319
6to10,0.038674912,0.164862621,0.156424497,0.052300419,0.137951807,0.449785743
10to15,0.042391745,0.411223846,0.18361572,0.021307572,0.066205459,0.275255657
10to15,0.033651301,0.329463443,0.218719953,0.07494579,0.04653372,0.296685793
10to15,0.054206687,0.460951428,0.13250094,0.044356097,0.04134553,0.266639319
10to15,0.02301692,0.33075366,0.284578089,0.031310861,0.021546375,0.308794095
10to15,0.033568782,0.477635294,0.17158593,0.043224643,0.043347465,0.230637886
10to15,0.094412742,0.344013313,0.187289418,0.056845946,0.049751156,0.267687426
15to25,0.014913977,0.271306323,0.460059459,0.169797262,0.016666759,0.06725622
6to10,0.049736079,0.354240495,0.088751976,0.028366741,0.091896711,0.387007998
15to25,0.021638153,0.230511771,0.468863413,0.109008153,0.024384033,0.145594477
6to10,0.140713681,0.181312826,0.047364851,0.02009863,0.255107961,0.35540205
15to25,0.032294279,0.253560094,0.508776063,0.114755405,0.021352063,0.069262096
15to25,0.030273293,0.210533976,0.476611111,0.180079823,0.035093475,0.067408323
6to10,0.076418512,0.313775793,0.096355931,0.054020362,0.072988105,0.386441297
0to3,0.3843476,0.234770406,0.104195445,0.025610977,0.10007582,0.150999752
15to25,0.010359855,0.222895609,0.360487968,0.206146496,0.01133184,0.188778231
10to15,0.040551443,0.404524943,0.122655815,0.034852136,0.076087733,0.32132793
15to25,0.015431232,0.27321569,0.424970454,0.214116585,0.013216201,0.059049838
10to15,0.038482584,0.370641058,0.169410905,0.025440643,0.055551203,0.340473607
0to3,0.374400728,0.118156954,0.097386092,0.021577672,0.210337413,0.178141141
6to10,0.096185261,0.279085867,0.143581233,0.040563817,0.105569294,0.335014528
10to15,0.017406997,0.459115891,0.30111947,0.095969507,0.014370395,0.112017739
6to10,0.058667408,0.235865672,0.082210235,0.031205157,0.12627742,0.465774107
10to15,0.035224982,0.452360929,0.068784994,0.02589643,0.054396073,0.363336591
15to25,0.02800478,0.18087631,0.510179431,0.194258896,0.022724953,0.06395563
6to10,0.266914237,0.147821275,0.095825405,0.035986302,0.129447308,0.324005472
10to15,0.042053953,0.406480983,0.114144324,0.042178226,0.074261918,0.320880596
15to25,0.011719493,0.344173717,0.430779624,0.150552051,0.009154331,0.053620784
10to15,0.021054844,0.467714902,0.258637648,0.077473368,0.016574862,0.158544377
10to15,0.06421777,0.369653489,0.244899512,0.049330808,0.085227149,0.186671272
10to15,0.017897013,0.374083329,0.357713549,0.02763005,0.037870958,0.184805102
10to15,0.027413116,0.395152764,0.097357073,0.033322123,0.089017887,0.357737036
15to25,0.024472315,0.183706912,0.474482106,0.267289335,0.012371192,0.03767814
15to25,0.013550558,0.42332225,0.440512504,0.039469447,0.015544785,0.067600456
6to10,0.064625104,0.208991964,0.138413974,0.036990674,0.112870677,0.438107607
15to25,0.030964669,0.345706152,0.378089934,0.136439556,0.014112299,0.094687391
10to15,0.025721521,0.416705935,0.107163936,0.045584314,0.028418542,0.376405753
0to3,0.632134344,0.071111361,0.045629849,0.024577116,0.154351548,0.072195784
10to15,0.045607126,0.388448333,0.113062205,0.039535886,0.122155464,0.291190985
6to10,0.257806813,0.205765948,0.119940251,0.031252156,0.088668988,0.296565844
10to15,0.038017659,0.428190568,0.081882499,0.02360762,0.055754933,0.372546721
15to25,0.046839247,0.164469236,0.326792044,0.042925999,0.217784018,0.201189457
0to3,0.438122524,0.112566745,0.042809518,0.022703868,0.24796484,0.135832506
6to10,0.031210395,0.262943458,0.146669707,0.02278009,0.176813818,0.359582532
15to25,0.011101275,0.257386858,0.440083215,0.053898926,0.020520434,0.217009291
10to15,0.069867057,0.418298199,0.232808926,0.037593789,0.055052754,0.186379275
25to50,0.01258349,0.265394739,0.253903132,0.297928581,0.015143211,0.155046847
15to25,0.027494426,0.237583666,0.283340412,0.213444765,0.067305557,0.170831173
10to15,0.045150285,0.333670282,0.30256647,0.032608739,0.101799694,0.18420453
15to25,0.031114136,0.385052512,0.434071282,0.03622331,0.028940766,0.084597993
15to25,0.034363883,0.265066722,0.511859457,0.054295326,0.046235575,0.088179037
10to15,0.022208248,0.431624402,0.421575636,0.035180628,0.020566835,0.06884425
15to25,0.016343589,0.237678858,0.422683654,0.231902385,0.015473996,0.075917518
6to10,0.08966835,0.292737166,0.086249385,0.039843029,0.081461457,0.410040614
6to10,0.257064657,0.168772111,0.118115751,0.025972619,0.14399405,0.286080813
6to10,0.078874412,0.260538351,0.041478225,0.017459664,0.272748443,0.328900904
6to10,0.04064375,0.293454133,0.07776362,0.037688907,0.093168483,0.457281108
10to15,0.041468828,0.384074954,0.227360629,0.022300916,0.064062224,0.260732449
10to15,0.205230416,0.408644747,0.127113376,0.040466942,0.11401667,0.10452785
0to3,0.322409932,0.113873098,0.059257194,0.01557955,0.26050348,0.228376747
10to15,0.020994583,0.387529794,0.306340386,0.125272122,0.026371066,0.133492048
10to15,0.014705449,0.423296938,0.404494224,0.063138454,0.017982577,0.076382359
6to10,0.120632667,0.247631959,0.110070982,0.021107999,0.167685267,0.332871126
10to15,0.079807724,0.387763721,0.32271399,0.0520361,0.027131211,0.130547255
10to15,0.291720614,0.331896652,0.096633963,0.033396314,0.110375275,0.135977182
0to3,0.451229512,0.09166026,0.039958101,0.024810615,0.241204921,0.151136591
15to25,0.039840304,0.294177673,0.443521457,0.062076301,0.026524363,0.133859902
15to25,0.015208901,0.094285471,0.5724347,0.269347249,0.011173148,0.037550531
15to25,0.034261463,0.354191338,0.393315483,0.05779616,0.041118179,0.119317376
15to25,0.030237402,0.220726668,0.589864646,0.077061572,0.016340343,0.065769369
25to50,0.084562219,0.11478991,0.234953529,0.410206661,0.073547014,0.081940668
10to15,0.044173508,0.4366361,0.110424146,0.034646427,0.071751827,0.302367991
15to25,0.049725566,0.341418362,0.357366361,0.088473804,0.058450691,0.104565216
