Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),DEFCON_Level,ID
6,1,0.1,3,4,11,0.272393539,364.64,1,1051600,C,5337
7,0,0.19,3,28,72,0.357562408,334.96,1,818400,B,12280
7,1,0.03,2,21,58,0.541116006,372.06,1,862400,A,2880
6,0,0.09,2,9,25,0.33773862,362.52,1,862400,B,7616
8,1,0,2,10,18,0.449339207,346.62,1,862400,B,7728
7,0,0.33,2,9,30,0.444933921,358.28,1,836000,B,3514
9,1,0.17,3,25,130,0.582232012,343.44,1,853600,B,389
8,0,0.42,2,12,27,0.486784141,365.7,1,906400,C,4995
8,0,0.32,2,24,102,0.494126285,355.1,1,827200,B,6991
8,0,0.34,5,10,29,0.472099853,355.1,1,1064800,C,9093
8,0,0.12,2,10,49,0.457415565,347.68,1,862400,C,8768
11,0,0.45,3,5,27,0.655653451,329.66,1,836000,C,4861
8,1,0.31,2,23,48,0.54185022,345.56,1,906400,C,9485
6,1,0,2,17,46,0.209251101,381.6,1,1100000,B,9712
9,1,0.26,3,25,54,0.611600587,343.44,1,862400,B,11320
9,1,0.41,3,12,39,0.533773862,354.04,1,976800,C,3273
6,1,0.06,2,38,85,0.171071953,378.42,1,1082400,F,3837
8,0,0.46,3,10,24,0.344346549,336.02,1,1020800,C,2287
8,1,0.2,2,23,94,0.464757709,343.44,1,853600,C,4599
7,0,0.24,2,27,48,0.383994126,359.34,1,880000,B,1276
11,0,0.48,2,6,21,0.582232012,349.8,1,880000,A,10542
10,0,0.52,2,14,23,0.406020558,328.6,1,1047200,D,6727
7,1,0.26,5,12,74,0.613069016,367.82,1,836000,B,10654
7,1,0.04,2,20,43,0.442731278,355.1,0,827200,B,7313
7,1,0.02,2,18,87,0.541116006,378.42,1,809600,B,1244
9,0,0.46,2,21,37,0.446402349,352.98,1,1020800,D,1687
8,1,0.35,3,24,120,0.465491924,342.38,1,915200,C,5937
12,0,0.64,2,6,22,0.758443465,338.14,0,809600,B,4627
8,0,0.34,2,16,38,0.341409692,354.04,1,968000,C,6962
11,1,0.37,16,30,151,1,333.9,1,915200,B,4229
7,0,0.29,2,19,42,0.483847283,361.46,1,959200,B,11288
8,1,0,3,7,20,0.429515419,341.32,1,897600,C,2267
7,0,0.35,2,3,9,0.237885463,358.28,1,1082400,D,3881
7,0,0.35,2,11,41,0.435389134,354.04,1,809600,B,4574
8,0,0.12,2,9,50,0.494126285,340.26,1,836000,C,2582
9,0,0.49,2,21,149,0.516152717,332.84,1,809600,B,9222
11,0,0.57,3,20,68,0.699706314,333.9,1,880000,C,4410
8,1,0,2,8,19,0.464757709,352.98,1,809600,B,3329
9,0,0.46,4,3,10,0.477973568,342.38,1,1038400,D,9710
7,0,0.24,2,18,29,0.253303965,354.04,1,1091200,D,11898
7,1,0.13,2,12,27,0.494126285,374.18,1,853600,C,7451
6,1,0.1,3,27,32,0.353157122,365.7,0,1117600,C,8624
10,0,0.58,3,22,71,0.736417034,334.96,1,924000,C,936
11,0,0.48,2,15,75,0.633627019,322.24,1,792000,B,3618
7,1,0.02,2,5,31,0.615271659,389.02,1,871200,C,6409
7,1,0,2,12,39,0.509544787,366.76,1,827200,B,11221
8,1,0.05,3,11,29,0.685022026,372.06,1,897600,C,2549
8,1,0.1,3,12,26,0.464757709,355.1,1,915200,C,3766
9,1,0,2,14,33,0.450073421,333.9,1,915200,D,7435
7,0,0.04,2,19,88,0.413362702,349.8,1,827200,B,7110
7,0,0.32,2,15,57,0.520558003,366.76,1,809600,C,8147
10,0,0.63,4,6,16,0.510279001,322.24,1,1056000,C,9328
7,0,0.36,2,12,87,0.464757709,347.68,1,809600,C,4329
7,1,0,2,14,86,0.509544787,380.54,1,827200,C,8183
7,0,0.37,2,14,29,0.341409692,354.04,1,994400,D,7851
8,0,0.21,2,24,58,0.472099853,354.04,1,959200,C,6606
8,0,0.38,2,19,60,0.520558003,360.4,1,985600,C,3088
8,1,0.19,2,15,50,0.385462555,348.74,1,985600,B,5999
12,0,0.5,3,19,43,0.751101322,345.56,1,792000,B,371
8,1,0.1,3,5,12,0.420704846,362.52,1,941600,C,5474
8,1,0,2,6,13,0.48825257,358.28,1,844800,C,6151
10,1,0.5,2,20,47,0.707048458,348.74,1,809600,B,3324
8,1,0.09,4,14,63,0.611600587,349.8,1,853600,B,10968
12,0,0.66,2,6,21,0.575624082,319.06,1,862400,C,11638
7,1,0.02,2,31,92,0.545521292,372.06,1,809600,C,9807
8,1,0.06,2,20,41,0.372246696,351.92,1,906400,D,2943
7,0,0.17,2,16,29,0.253303965,357.22,1,1012000,C,391
9,0,0.41,3,16,122,0.604258443,348.74,1,800800,B,3078
9,1,0.18,2,24,105,0.633627019,355.1,1,924000,B,7573
7,1,0.03,2,27,99,0.435389134,352.98,1,836000,C,9524
8,0,0.7,8,72,160,0.530837004,319.06,2,924000,D,11864
7,1,0,2,3,13,0.334067548,364.64,1,1003200,A,9949
6,0,0.15,1,8,35,0.156387665,357.22,1,1126400,C,374
7,0,0.3,2,31,45,0.485315712,360.4,1,871200,C,4525
9,1,0.04,2,27,99,0.52349486,347.68,1,836000,B,5543
12,0,0.5,3,27,49,0.736417034,345.56,1,959200,B,3389
8,1,0.24,3,4,11,0.503671072,339.2,1,880000,B,489
7,0,0.43,3,18,72,0.468428781,359.34,1,968000,B,11141
6,1,0,2,9,20,0.33773862,356.16,1,950400,C,12362
6,1,0.66,2,18,102,0.39133627,351.92,1,809600,B,9571
8,1,0,2,27,33,0.364904552,372.06,0,915200,C,4895
10,0,0.24,2,6,21,0.552863436,342.38,1,985600,A,4847
7,0,0.44,2,5,12,0.439060206,355.1,1,994400,D,10323
11,0,0.69,2,6,15,0.640969163,311.64,1,836000,B,6869
8,1,0.07,2,22,57,0.46328928,356.16,1,959200,B,370
9,0,0.46,2,11,33,0.473568282,360.4,1,906400,C,61
10,0,0.38,2,34,58,0.325991189,337.08,1,1038400,C,6910
7,1,0,3,8,13,0.375183554,354.04,1,968000,A,11163
12,0,0.55,2,5,15,0.501468429,337.08,1,871200,C,1012
7,0,0.17,2,12,34,0.317180617,351.92,1,985600,B,2049
9,0,0.46,2,6,21,0.514684288,342.38,1,836000,B,11103
10,0,0.46,2,5,13,0.478707783,346.62,1,1038400,C,9848
7,1,0,2,9,18,0.372246696,362.52,1,950400,D,12398
12,0,0.55,2,22,27,0.589574156,320.12,1,924000,B,1897
9,1,0.5,2,25,81,0.516152717,337.08,1,809600,B,11698
7,1,0.24,2,32,96,0.382525698,328.6,0,862400,B,6927
7,1,0,2,4,9,0.423641703,359.34,1,809600,B,3667
6,1,0,2,17,42,0.315712188,381.6,1,1100000,C,9101
10,0,0.56,2,30,47,0.54845815,348.74,1,880000,A,7112
10,1,0.57,1,6,16,0.5969163,339.2,1,800800,C,8210
7,1,0.23,2,18,110,0.533039648,334.96,0,809600,B,1669
9,0,0.42,2,12,21,0.502936858,355.1,1,915200,D,147
8,0,0.29,3,29,90,0.640969163,365.7,1,844800,C,7761
7,1,0.01,2,9,15,0.372246696,365.7,1,976800,D,3522
10,1,0.31,3,7,60,0.685022026,332.84,1,880000,C,2958
12,0,0.49,2,5,21,0.721732746,340.26,1,862400,D,2344
8,1,0.21,2,14,41,0.52349486,348.74,1,809600,B,2404
8,1,0.01,2,31,35,0.378120411,361.46,1,959200,C,4463
13,0,0.49,2,3,9,0.633627019,327.54,1,959200,B,1828
6,0,0.21,2,26,64,0.392070485,356.16,1,888800,D,7827
10,0,0.52,2,14,25,0.445668135,362.52,1,994400,C,6197
7,0,0.6,4,29,82,0.538179148,360.4,1,924000,C,122
7,1,0,2,3,13,0.510279001,344.5,0,844800,B,12409
10,1,0.49,2,18,56,0.574889868,321.18,1,818400,B,6368
10,0,0.42,2,6,14,0.466960352,352.98,1,1082400,C,5478
8,0,0.26,2,9,33,0.442731278,340.26,1,897600,D,4524
12,0,0.55,2,28,27,0.498531571,321.18,1,915200,A,5503
10,0,0.46,2,6,14,0.466960352,346.62,1,1020800,C,7992
7,1,0.06,6,9,18,0.240088106,358.28,1,1064800,C,806
8,0,0.18,2,24,102,0.435389134,350.86,1,853600,B,8070
7,0,0.24,2,30,54,0.426578561,348.74,1,880000,B,3901
9,0,0.44,2,19,55,0.381057269,340.26,1,950400,C,2341
7,1,0.08,2,22,42,0.42804699,361.46,1,880000,C,6423
7,1,0,2,22,39,0.52349486,362.52,1,818400,B,6749
13,0,0.75,3,23,101,0.831864905,315.88,1,924000,B,12343
7,0,0.02,2,17,87,0.251835536,346.62,1,1117600,C,2809
8,0,0.12,2,19,38,0.375183554,356.16,1,915200,B,7390
11,0,0.5,2,6,14,0.508810573,339.2,1,906400,A,1380
11,0,0.48,3,10,34,0.508810573,324.36,1,924000,B,1079
10,0,0.42,2,6,14,0.685022026,350.86,1,880000,B,7374
9,0,0.41,2,3,9,0.386930984,330.72,0,1038400,C,7967
9,0,0.32,2,21,39,0.542584435,332.84,1,792000,C,596
7,0,0.08,2,18,40,0.347283407,352.98,1,932800,B,1618
6,1,0.06,2,5,13,0.399412628,364.64,1,941600,A,10575
9,1,0,1,4,12,0.56020558,346.62,1,809600,B,1131
12,0,0.54,2,24,38,0.420704846,333.9,1,1056000,D,6303
10,0,0.46,3,15,40,0.703377386,359.34,1,932800,D,30
6,0,0.09,2,3,9,0.508810573,380.54,0,862400,A,12223
10,0,0.45,2,11,27,0.567547724,336.02,1,862400,C,8973
8,0,0.52,2,45,80,0.472099853,349.8,1,1003200,C,3660
6,1,0.1,3,20,32,0.184287812,379.48,1,1100000,C,2046
8,0,0.12,2,6,16,0.358296623,341.32,1,880000,B,2414
13,1,0.65,8,23,53,0.883259912,341.32,1,1117600,C,2656
11,0,0.49,3,5,18,0.773127753,341.32,1,915200,B,10389
11,0,0.74,2,6,20,0.626284875,326.48,0,818400,C,3592
6,0,0.25,2,13,24,0.406020558,365.7,1,897600,C,592
9,1,0.34,2,9,31,0.655653451,356.16,1,941600,C,11200
10,1,0.37,2,6,15,0.552863436,341.32,1,792000,B,2470
9,0,0.34,2,26,86,0.633627019,345.56,1,862400,B,590
10,1,0.5,14,27,91,0.625550661,349.8,1,924000,B,10248
8,1,0.42,2,5,13,0.395741557,355.1,1,1091200,D,8536
12,0,0.63,2,6,18,0.51174743,316.94,1,871200,A,6683
10,0,0.39,2,3,14,0.538179148,342.38,1,862400,C,2591
6,1,0.08,2,32,46,0.361967695,358.28,1,985600,C,4262
7,0,0.32,2,9,29,0.316446402,343.44,1,1056000,C,7823
7,1,0,3,8,14,0.479441997,361.46,1,941600,B,9860
9,0,0.45,2,19,46,0.298825257,343.44,1,1047200,D,8707
7,0,0.31,2,34,58,0.5969163,381.6,1,924000,D,2223
10,0,0.39,3,7,18,0.535242291,333.9,1,994400,C,3353
8,0,0.32,3,14,96,0.486784141,329.66,1,809600,B,542
9,0,0.36,2,30,45,0.381057269,333.9,1,1073600,D,9500
8,0,0.44,2,6,15,0.420704846,351.92,1,924000,B,6015
8,0,0.49,2,6,12,0.398678414,364.64,1,915200,D,9592
10,0,0.45,2,16,43,0.433920705,332.84,1,1003200,C,10855
11,1,0.37,3,29,56,0.589574156,334.96,1,880000,B,8407
11,0,0.48,2,10,37,0.626284875,336.02,1,836000,B,12194
5,0,0.27,2,8,44,0.188693098,375.24,1,1073600,A,9545
6,1,0.08,2,19,44,0.257709251,381.6,1,1082400,B,3231
6,1,0.08,2,20,35,0.354625551,380.54,1,888800,C,6431
7,1,0,2,21,38,0.567547724,361.46,1,862400,B,11666
6,0,0.16,2,15,50,0.225403818,351.92,1,1012000,C,5229
9,0,0.49,3,18,95,0.5969163,351.92,1,809600,B,10450
8,0,0.33,2,15,74,0.464757709,356.16,1,994400,C,9223
10,0,0.54,2,12,30,0.435389134,336.02,1,1047200,D,8066
12,0,0.48,3,5,15,0.685022026,333.9,1,950400,C,7270
12,0,0.49,4,27,55,0.567547724,309.52,1,844800,B,6741
10,0,0.59,2,5,9,0.33113069,349.8,1,976800,C,3154
10,0,0.52,2,6,20,0.471365639,338.14,1,959200,D,10519
10,1,0.37,2,25,88,0.546989721,334.96,1,818400,B,10646
9,0,0.44,2,6,21,0.514684288,347.68,1,765600,B,3792
7,0,0.28,2,20,65,0.516152717,375.24,1,836000,B,8866
7,1,0.05,2,13,31,0.395007342,372.06,1,836000,B,12431
7,1,0.08,4,14,32,0.37958884,361.46,1,976800,B,11377
8,1,0.22,2,23,113,0.450073421,333.9,0,853600,A,7722
7,1,0.05,6,9,27,0.37958884,372.06,0,994400,A,6077
8,0,0.6,3,29,104,0.552863436,349.8,1,827200,B,5223
8,1,0.09,2,34,35,0.357562408,329.66,0,809600,B,2154
7,1,0.12,2,34,48,0.364904552,352.98,1,950400,C,11031
7,0,0.3,2,35,72,0.522026432,362.52,1,836000,C,9399
7,1,0.01,2,40,64,0.355359765,374.18,1,880000,B,9742
7,1,0.04,2,24,43,0.380323054,365.7,1,906400,C,11567
7,0,0.08,2,3,15,0.435389134,359.34,0,906400,B,3597
11,0,0.44,2,36,165,0.533773862,339.2,1,862400,B,12499
8,1,0.22,2,20,68,0.46328928,345.56,1,862400,B,8713
11,0,0.48,2,6,18,0.589574156,350.86,1,827200,B,2313
7,1,0.2,2,14,41,0.420704846,360.4,1,853600,B,3840
10,0,0.42,2,22,46,0.640969163,348.74,1,800800,B,4971
10,0,0.47,2,9,28,0.46328928,352.98,1,1038400,C,7138
7,1,0,2,6,12,0.407488987,374.18,1,959200,A,11137
9,1,0.3,6,19,56,0.919970631,368.88,1,924000,B,1775
7,1,0,3,15,33,0.453010279,365.7,1,941600,C,740
8,0,0.1,2,6,36,0.479441997,340.26,1,844800,C,4046
11,1,0.55,2,22,91,0.574889868,321.18,1,818400,C,4245
9,0,0.48,1,39,100,0.52349486,333.9,1,862400,B,2589
12,1,0.66,3,10,23,0.670337739,323.3,1,950400,B,2399
7,1,0.05,2,24,49,0.442731278,358.28,0,880000,B,1573
11,1,0.49,2,5,16,0.530837004,350.86,1,959200,B,8512
9,1,0.2,2,7,30,0.60866373,358.28,1,888800,B,115
11,0,0.5,3,34,72,0.5969163,349.8,1,836000,B,1716
10,0,0.4,3,10,24,0.703377386,371,1,985600,C,7584
7,1,0,1,13,38,0.567547724,372.06,1,836000,B,8410
6,1,0.08,2,19,48,0.353157122,377.36,1,897600,C,5865
11,0,0.45,6,16,65,0.524963289,334.96,1,1311200,D,9120
6,0,0.21,2,26,64,0.501468429,359.34,1,836000,C,3032
6,0,0.25,2,3,15,0.500734214,377.36,1,924000,C,8385
9,0,0.36,2,13,31,0.473568282,356.16,1,985600,C,5297
7,1,0.31,2,15,100,0.494126285,334.96,1,800800,B,12073
7,1,0.08,2,14,27,0.369309838,340.26,1,1038400,D,6940
7,1,0,3,21,37,0.398678414,376.3,0,994400,B,9202
9,1,0.33,1,5,15,0.582232012,351.92,1,924000,C,761
7,1,0.08,2,10,45,0.417767988,367.82,1,994400,C,8733
10,0,0.47,2,6,24,0.552863436,327.54,1,915200,B,8778
6,1,0.08,2,19,44,0.241556535,369.94,0,1064800,C,8116
11,1,0.43,2,29,52,0.516152717,333.9,1,1003200,B,8912
8,1,0.05,2,4,9,0.486784141,360.4,0,924000,A,5765
8,0,0.12,2,6,16,0.363436123,344.5,0,924000,A,6492
8,1,0.03,4,17,45,0.685022026,372.06,1,862400,B,9504
9,0,0.31,2,12,36,0.542584435,348.74,2,827200,C,3554
7,1,0.21,2,7,62,0.494126285,373.12,1,862400,B,3158
7,1,0.18,2,27,130,0.450073421,344.5,1,836000,B,8842
11,0,0.53,3,11,35,0.52349486,340.26,1,976800,C,1261
9,1,0.18,3,5,30,0.57195301,344.5,1,915200,B,3982
8,0,0.3,2,2,44,0.567547724,360.4,1,959200,F,3043
7,0,0.3,3,35,67,0.582232012,372.06,1,880000,B,5382
7,0,0.29,2,31,54,0.522026432,356.16,1,862400,C,4284
8,0,0.32,3,4,10,0.410425844,360.4,1,1012000,C,5665
10,1,0.25,2,9,32,0.479441997,333.9,0,836000,B,10200
7,1,0.01,2,8,25,0.485315712,368.88,1,932800,C,4344
8,1,0.07,2,16,40,0.408957416,356.16,1,827200,B,10880
8,1,0.21,2,14,40,0.420704846,333.9,1,968000,B,5812
8,0,0.26,2,1,22,0.363436123,359.34,0,1029600,A,9940
7,1,0.21,2,8,22,0.48825257,361.46,1,792000,C,2704
12,0,0.55,2,22,50,0.707048458,328.6,1,906400,B,12192
6,1,0.1,3,12,28,0.398678414,378.42,0,976800,C,3195
7,1,0.02,2,9,15,0.36784141,355.1,1,844800,B,11623
7,1,0.26,7,29,65,0.666666667,348.74,0,836000,B,11838
8,1,0.28,4,51,98,0.535242291,341.32,1,880000,C,8955
8,1,0.24,2,10,65,0.461820852,348.74,1,862400,C,2784
5,0,0,2,32,55,0.184287812,369.94,0,1012000,D,197
7,1,0.12,2,18,101,0.450073421,358.28,0,888800,B,9624
7,1,0.26,2,31,119,0.545521292,368.88,1,827200,B,10597
7,0,0,2,7,19,0.461820852,365.7,1,897600,B,269
8,0,0.23,2,5,16,0.52349486,359.34,0,950400,B,4357
12,0,0.47,3,19,41,0.62041116,309.52,2,1073600,C,4190
12,0,0.63,2,6,20,0.674008811,343.44,1,994400,B,7481
8,1,0.24,2,5,12,0.534508076,375.24,0,827200,B,5398
7,0,0.29,2,36,165,0.464757709,339.2,1,836000,B,4433
9,1,0,3,11,31,0.598384728,364.64,1,897600,C,2853
14,0,0.65,4,6,15,0.964023495,312.7,1,976800,C,9666
10,0,0.64,2,6,19,0.40969163,341.32,1,1082400,D,2708
10,0,0.73,2,3,8,0.339941263,334.96,1,985600,D,7042
12,0,0.57,2,3,9,0.640969163,337.08,1,959200,B,3893
9,1,0.34,1,5,77,0.552863436,345.56,1,862400,C,6967
7,0,0.33,3,14,87,0.582232012,369.94,1,897600,C,2138
8,0,0.24,2,10,28,0.42804699,359.34,1,880000,C,101
9,1,0.16,2,21,84,0.611600587,375.24,1,836000,B,3730
14,0,0.79,2,6,15,0.707048458,315.88,1,809600,C,2867
8,1,0.1,6,27,126,0.802496329,339.2,1,994400,C,10326
7,1,0,2,16,26,0.556534508,364.64,1,836000,B,11474
7,1,0.21,2,15,60,0.508810573,355.1,1,792000,A,2198
11,0,0.64,2,7,27,0.618942731,311.64,2,844800,B,11110
7,0,0.24,2,19,65,0.404552129,360.4,1,915200,B,4059
7,1,0.01,2,27,37,0.267254038,359.34,0,1100000,D,9674
12,1,0.66,3,10,23,0.670337739,319.06,1,950400,C,1635
8,1,0.09,2,27,55,0.453744493,348.74,1,818400,B,3908
8,1,0.2,3,14,38,0.403817915,342.38,1,836000,B,4965
9,0,0.4,2,10,21,0.399412628,340.26,1,897600,D,9631
6,0,0.39,2,40.5,127,0.266519824,349.8,1,1020800,C,9073
10,0,0.39,3,7,11,0.52349486,343.44,1,968000,D,10501
7,1,0.08,2,28,109,0.420704846,354.04,1,871200,B,6474
7,0,0.25,2,14,24,0.302496329,364.64,1,959200,C,9850
11,0,0.47,2,13,25,0.736417034,336.02,1,818400,C,11500
9,0,0.54,4,5,13,0.425110132,333.9,1,994400,F,2214
8,0,0.68,2,16,62,0.501468429,349.8,1,809600,B,6174
9,0,0.34,2,12,25,0.353157122,342.38,1,1091200,D,8016
8,0,0.31,2,8,11,0.278267254,348.74,1,1100000,F,7561
8,0,0.31,2,32,84,0.494126285,346.62,1,827200,B,10550
7,1,0.54,2,12,47,0.582232012,363.58,1,844800,A,9164
7,1,0.03,2,7,13,0.422173275,354.04,1,809600,C,3537
9,0,0.41,8,18,148,0.625550661,347.68,1,774400,B,4659
6,1,0.04,2,11,44,0.479441997,377.36,1,818400,C,421
8,1,0.22,2,12,65,0.494126285,342.38,1,836000,B,1673
11,0,0.45,3,20,69,0.580763583,328.6,1,888800,C,3619
8,1,0.06,2,9,29,0.534508076,358.28,0,800800,A,9182
8,1,0.15,2,13,30,0.475770925,348.74,0,844800,C,9418
8,0,0.29,4,9,44,0.545521292,374.18,1,968000,A,7480
6,0,0.25,2,3,44,0.332599119,354.04,0,924000,B,3439
10,0,0.52,7,13,27,0.831864905,348.74,1,888800,C,10861
11,0,0.58,3,5,17,0.640969163,341.32,1,924000,B,1172
8,0,0.23,2,18,34,0.316446402,334.96,1,862400,C,8177
8,0,0.1,3,5,16,0.621879589,349.8,0,836000,C,10120
6,1,0,2,3,11,0.317914831,383.72,1,950400,D,796
7,1,0.21,2,15,105,0.464757709,356.16,1,888800,B,9821
7,1,0.02,2,17,30,0.464757709,365.7,1,976800,C,8
11,0,0.74,5,6,21,0.5969163,347.68,1,880000,A,2170
6,1,0,2,7,19,0.288546256,378.42,1,862400,B,7750
9,1,0.26,2,9,31,0.516152717,346.62,0,827200,B,5435
7,0,0,2,15,30,0.376651982,364.64,1,932800,C,9700
10,1,0.11,3,30,73,0.629955947,351.92,1,827200,B,4519
8,0,0.27,2,19,51,0.589574156,367.82,1,844800,B,8098
7,0,0.22,8,37.5,82,0.567547724,357.22,0,809600,B,5546
8,1,0.7,6,3,11,0.204845815,322.24,1,1126400,C,523
11,0,0.68,2,12,24,0.582232012,343.44,1,924000,C,6099
7,0,0.37,3,18,72,0.357562408,330.72,1,994400,D,8649
8,0,0.34,2,16,47,0.437591777,357.22,1,968000,C,1686
10,0,0.49,2,15,33,0.406020558,343.44,1,1020800,D,8452
16,1,0.65,2,6,27,0.633627019,309.52,1,809600,F,5875
9,0,0.47,2,9,20,0.545521292,333.9,1,827200,B,9336
8,1,0.18,2,10,23,0.486784141,349.8,1,862400,B,1886
8,1,0.03,2,25,43,0.512481645,354.04,0,818400,B,5608
12,1,0.71,3,12,41,0.640969163,318,1,1073600,D,4109
9,0,0.38,2,10,39,0.473568282,351.92,1,959200,D,4045
7,0,0.31,2,9,48,0.567547724,361.46,1,959200,C,11715
7,1,0,2,6,13,0.353157122,365.7,1,932800,B,6905
6,1,0,2,7,23,0.182819383,365.7,1,1135200,B,5639
8,1,0.1,2,7,37,0.538179148,354.04,1,836000,B,4474
6,0,0.19,3,8,25,0.480176211,340.26,1,985600,B,12247
8,1,0,2,33,45,0.419236417,361.46,1,968000,C,4170
7,1,0.02,2,5,13,0.407488987,354.04,1,924000,B,11253
7,1,0,2,7,20,0.43979442,355.1,1,915200,C,5920
7,1,0.26,5,16,101,0.51835536,345.56,0,836000,B,5576
7,0,0.11,3,12,30,0.375183554,356.16,1,932800,B,3044
8,0,0.6,2,35,103,0.48825257,356.16,1,853600,B,11108
8,1,0.12,2,17,42,0.456681351,340.26,1,853600,B,4612
7,0,0.18,2,15,39,0.356093979,357.22,1,959200,C,11671
11,1,0.22,3,30,145,0.5969163,333.9,1,818400,B,74
9,0,0.32,2,19,133,0.52349486,304.22,2,871200,D,4182
7,1,0,2,3,12,0.441262849,359.34,0,959200,A,3948
6,1,0.01,2,40,54,0.416299559,375.24,0,950400,C,12029
7,0,0.6,2,35,125,0.386930984,354.04,1,985600,A,9538
8,0,0.42,2,9,26,0.450073421,355.1,1,932800,C,6477
7,0,0.19,2,9,25,0.339941263,360.4,1,959200,C,8937
10,1,0.24,2,6,31,0.72907489,340.26,1,915200,C,9193
12,1,0.71,2,3,8,0.589574156,323.3,1,897600,A,4465
9,1,0.18,3,21,119,0.582232012,342.38,1,836000,B,2505
8,0,0.26,2,10,30,0.413362702,327.54,0,853600,B,5034
8,1,0.2,2,15,77,0.464757709,338.14,1,836000,B,9923
8,0,0.34,2,15,29,0.376651982,357.22,1,1064800,D,6243
8,1,0.32,3,21,68,0.530837004,361.46,1,862400,B,2202
6,0,0.22,8,6,12,0.414831131,382.66,1,897600,D,5242
8,1,0.2,2,17,54,0.398678414,351.92,1,959200,C,7686
7,1,0.14,2,15,29,0.486784141,382.66,1,862400,B,5818
8,1,0.12,3,12,32,0.584434655,368.88,1,1012000,D,7801
7,0,0,2,32,63,0.470631424,362.52,1,897600,B,12376
10,1,0.61,2,3,6,0.466226138,322.24,1,836000,C,7225
8,1,0.27,3,17,91,0.552863436,345.56,1,836000,C,1519
7,1,0,2,22,47,0.494126285,366.76,1,853600,B,1802
8,0,0.23,2,23,53,0.472099853,348.74,1,836000,C,10622
9,0,0.45,2,32,59,0.473568282,347.68,1,827200,C,1235
11,0,0.6,2,7,27,0.626284875,327.54,1,800800,B,10627
9,1,0.49,2,20,69,0.452276065,340.26,1,836000,B,7196
9,1,0.14,3,6,32,0.611600587,352.98,1,932800,B,1533
10,0,0.34,2,17,25,0.4030837,324.36,1,1056000,D,8561
6,1,0.1,2,13,64,0.42804699,377.36,1,915200,B,443
7,1,0.02,2,9,18,0.380323054,356.16,0,880000,C,7337
11,0,0.49,2,15,75,0.736417034,324.36,0,800800,B,8530
6,1,0.33,3,51,140,0.266519824,352.98,1,1029600,C,8004
12,0,0.52,4,31,98,0.802496329,347.68,1,924000,A,684
8,0,0.24,2,10,33,0.317180617,334.96,1,880000,C,6877
8,1,0,1,10,18,0.478707783,358.28,1,800800,C,6382
8,0,0.34,2,11,46,0.530837004,360.4,1,906400,D,6772
7,0,0.02,2,18,87,0.413362702,354.04,1,941600,C,2873
10,0,0.5,4,9,24,0.457415565,342.38,1,1038400,B,10889
6,1,0.02,2,29,52,0.354625551,365.7,1,932800,C,1787
9,1,0.38,2,8,60,0.655653451,357.22,1,888800,A,2617
8,0,0.43,2,29,48,0.362701909,346.62,1,1073600,D,2838
8,0,0.59,2,26,35,0.426578561,324.36,1,1003200,C,856
8,1,0.06,2,20,42,0.372246696,372.06,0,906400,B,6982
7,0,0.6,2,25,35,0.460352423,382.66,1,1003200,C,1465
9,0,0.38,2,21,78,0.52349486,328.6,1,862400,B,10720
8,0,0.49,6,21,121,0.567547724,334.96,1,818400,B,7430
7,1,0.02,2,35,92,0.410425844,351.92,1,827200,C,7747
8,1,0.24,2,15,63,0.444199706,338.14,0,836000,B,4919
7,1,0.15,2,19,40,0.470631424,354.04,1,809600,B,11426
8,0,0.38,2,19,58,0.582232012,336.02,0,897600,C,10649
7,1,0.26,2,42,145,0.494126285,351.92,1,871200,B,9122
8,0,0.29,3,14,28,0.472099853,350.86,1,924000,C,9647
9,0,0.48,2,22,37,0.501468429,354.04,1,959200,C,4282
7,1,0,1,6,11,0.372246696,359.34,0,880000,D,6192
8,1,0.15,4,27,45,0.404552129,351.92,0,924000,B,9871
10,0,0.35,2,24,90,0.611600587,333.9,1,809600,B,1411
6,1,0.03,2,21,99,0.39133627,379.48,1,950400,B,8611
11,0,0.49,3,34,98,0.5969163,351.92,1,959200,C,97
8,1,0.49,2,6,14,0.392804699,364.64,1,1091200,C,6166
8,1,0,2,19,39,0.567547724,359.34,1,888800,C,5254
7,1,0.02,2,17,31,0.494126285,379.48,1,862400,B,5107
8,0,0.32,3,14,29,0.389867841,346.62,0,994400,C,7351
8,0,0.4,3,10,21,0.508810573,350.86,1,1029600,C,9767
11,0,0.58,3,16,41,0.508810573,330.72,1,1029600,D,2660
9,1,0.26,3,24,48,0.648311307,350.86,1,871200,C,11854
7,1,0.08,2,14,45,0.385462555,358.28,1,1038400,D,9380
12,0,0.54,2,24,41,0.589574156,333.9,1,915200,C,1863
8,1,0,3,25,44,0.464757709,356.16,0,924000,B,5989
8,1,0.16,2,21,64,0.398678414,349.8,1,836000,B,6321
7,1,0.22,2,9,72,0.516152717,323.3,2,809600,B,10036
8,0,0.36,2,6,17,0.582232012,337.08,1,880000,B,11787
10,1,0.43,3,5,14,0.685022026,330.72,1,932800,B,11773
7,1,0,2,5,27,0.558737151,363.58,1,809600,B,4807
9,0,0.4,2,15,40,0.582232012,352.98,1,924000,D,5494
