ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
F00151280,1678,1,0,2,10,45,1,2,B
F00151284,1786,1,0,2,5,6,35,1,A
F00151285,1785,1,0,2,5,14,30,3,A
F00151289,1785,1,0,2,10,15,30,1,A
F00151290,1786,1,0,2,10,20,7,2,A
F00151291,1785,1,0,2,10,,17,3,A
F00151293,1785,1,0,2,10,26,5,2,A
F00151294,1785,1,0,2,10,,8,1,A
F00151295,1785,1,0,2,15,31,11,2,A
F00151296,1785,1,0,2,20,11,25,2,A
F00151297,1785,1,0,2,20,,26,2,A
F00151298,1785,1,0,2,20,25,10,1,A
F00151299,1785,1,0,2,20,27,15,2,A
F00151302,1785,1,0,2,30,33,11,1,A
F00151305,1785,1,0,2,60,27,12,1,C
F00151306,1898,1,0,2,5,10,12,1,A
F00151307,1898,1,0,2,5,24,21,1,A
F00151308,1898,1,0,2,5,38,11,2,A
F00151309,1898,1,0,2,5,40,0,2,A
F00151313,1898,1,0,2,10,22,4,2,A
F00151314,1898,1,0,2,10,31,12,3,A
F00151315,1898,1,0,2,20,17,33,2,A
F00151316,1898,1,0,2,20,23,27,1,A
F00151318,1898,1,0,2,20,30,18,1,A
F00151320,1898,1,0,2,20,36,6,2,A
F00151321,1898,1,0,2,20,36,8,3,A
F00151323,1898,1,0,2,20,40,10,2,A
F00151328,2015,1,0,2,5,35,15,2,A
F00151331,2016,1,0,2,10,36,15,3,A
F00151335,2016,1,0,2,15,20,2,3,A
F00151340,2015,1,0,2,20,38,4,1,A
F00151344,2139,1,0,2,5,8,23,3,A
F00151345,2138,1,0,2,5,19,29,2,A
F00151346,2138,1,0,2,5,33,15,1,A
F00151349,2138,1,0,2,10,,33,2,A
F00151350,2138,1,0,2,10,32,13,1,A
F00151351,2139,1,0,2,10,40,3,1,A
F00151352,2139,1,0,2,15,,24,1,A
F00151355,2138,1,0,2,20,18,34,2,A
F00151356,2139,1,0,2,20,20,17,2,A
F00151358,2138,1,0,2,20,28,18,1,A
F00151359,2138,1,0,2,20,28,19,1,A
F00151360,2139,1,0,2,20,29,22,2,A
F00151362,2139,1,0,2,25,40,3,1,A
F00151363,2139,1,0,2,30,18,15,1,A
F00151364,2138,1,0,2,40,40,9,1,A
F00151365,2139,1,0,2,60,12,33,2,A
F00151366,2138,1,0,2,30,40,5,2,C
F00151367,2267,1,0,2,5,13,35,1,A
F00151368,2267,1,0,2,5,26,24,2,A
F00151371,2267,1,0,2,10,20,33,2,A
F00151372,2267,1,0,2,10,23,29,2,A
F00151374,2267,1,0,2,15,14,37,3,A
F00151375,2267,1,0,2,20,19,30,3,A
F00151376,2267,1,0,2,20,23,34,2,A
F00151377,2267,1,0,2,20,43,10,2,A
F00151378,2267,1,0,2,20,51,8,2,A
F00151379,2267,1,0,2,30,14,39,1,A
F00151380,2267,1,0,2,40,48,6,2,A
F00151381,2267,1,0,2,20,43,12,2,B
F00151384,2402,1,0,2,10,22,8,1,A
F00151385,2402,1,0,2,10,39,15,3,A
F00151387,2402,1,0,2,20,21,18,1,A
F00151388,2402,1,0,2,20,25,25,3,A
F00151391,2402,1,0,2,25,38,10,2,A
F00151392,2401,1,0,2,30,30,24,2,A
F00151393,2402,1,0,2,40,45,6,1,A
F00151395,2401,1,0,2,20,22,18,1,B
F00151396,2401,1,0,2,60,34,19,2,C
F00151397,2542,1,0,2,5,10,21,2,A
F00151400,2541,1,0,2,10,39,14,3,A
F00151402,2541,1,0,2,15,45,6,1,A
F00151404,2541,1,0,2,80,47,5,2,A
F00151410,2687,1,0,2,10,7,40,1,A
F00151411,2688,1,0,2,10,25,17,2,A
F00151413,2688,1,0,2,10,40,2,2,A
F00151415,2688,1,0,2,20,20,12,1,A
F00151417,2688,1,0,2,20,32,22,2,A
F00151418,2687,1,0,2,20,38,12,2,A
F00151420,2687,1,0,2,20,43,5,3,A
F00151424,2687,1,0,2,20,,7,2,B
F00151427,2687,1,0,2,10,22,28,3,B
F00151428,2840,1,0,2,20,20,33,2,A
F00151429,2840,1,0,2,20,46,5,2,A
F00151430,2840,1,0,2,10,10,18,2,A
F00151431,2840,1,0,2,10,,10,2,A
F00151433,2840,1,0,2,20,31,24,3,A
F00151434,2840,1,0,2,20,,5,3,A
F00151435,2840,1,0,2,20,36,0,1,A
F00151436,2840,1,0,2,20,36,11,2,A
F00151437,2840,1,0,2,20,37,1,2,A
F00151438,2840,1,0,2,40,33,18,2,A
F00151439,2840,1,0,2,40,54,1,1,A
F00151441,2999,1,0,2,10,,37,2,A
F00151443,2999,1,0,2,10,42,12,2,A
F00151444,2999,1,0,2,10,44,12,2,A
F00151446,2999,1,0,2,15,39,8,3,A
F00151447,2999,1,0,2,15,42,12,3,A
F00151449,2999,1,0,2,20,47,8,2,A
F00151453,2999,1,0,2,20,48,2,1,B
F00151454,2999,1,0,2,20,49,5,2,B
F00151455,3164,1,0,2,10,42,5,2,A
F00151456,3165,1,0,2,10,46,8,2,A
F00151457,3165,1,0,2,20,33,28,1,A
F00151458,3337,1,0,2,10,25,16,2,A
F00151459,3336,1,0,2,10,20,16,3,A
F00151461,3337,1,0,2,20,38,21,2,A
F00151463,3337,1,0,2,20,42,14,1,A
F00151466,3516,1,0,2,10,28,20,2,B
F00151467,3516,1,0,2,20,,5,2,C
F00151469,3702,1,0,2,10,22,28,1,A
F00151471,3702,1,0,2,40,37,8,2,A
F00151472,3895,1,0,2,10,6,45,2,A
F00151474,231,1,0,1,0,0,0,1,B
F00151478,410,1,1,1,0,0,0,2,B
F00151481,448,1,0,1,0,0,0,1,B
F00151485,625,1,1,1,0,0,0,1,B
F00151486,677,1,0,1,0,0,0,1,B
F00151487,732,0,0,1,0,0,0,1,B
F00151488,790,1,0,1,0,0,0,1,B
F00151490,1056,0,0,1,0,0,0,3,B
F00151491,1056,1,0,1,0,,0,2,B
F00151492,1132,1,0,1,0,0,0,2,A
F00151496,1296,0,0,1,0,0,0,2,B
F00151497,1385,0,1,1,0,0,0,1,B
F00151499,1478,1,1,1,0,0,0,2,B
F00151500,1576,0,1,1,0,0,0,2,B
F00151502,1678,1,1,1,0,0,0,2,C
F00151503,2015,1,0,1,0,0,0,1,B
F00151505,2402,0,1,1,0,0,0,1,B
F00151506,2402,1,0,1,0,0,0,1,C
F00151507,2542,0,0,1,0,0,0,1,C
F00151508,2542,1,1,1,0,0,0,2,A
F00151510,3164,0,0,1,0,,0,1,B
F00151512,3336,0,1,1,0,,0,1,C
F00151513,3337,0,1,1,0,0,0,2,C
F00151514,3337,1,0,1,0,,0,1,C
F00151515,3895,1,1,1,0,0,0,3,B
F00151516,4096,1,0,1,0,0,0,2,C
F00151519,150,0,0,3,60,,0,3,A
F00151520,151,0,1,3,5,6,0,1,A
F00151522,151,0,1,3,20,23,0,2,A
F00151523,168,0,0,3,30,21,0,2,A
F00151525,168,0,1,3,30,20,0,1,A
F00151526,188,0,0,3,20,18,0,3,A
F00151527,188,0,0,3,25,22,0,2,A
F00151528,188,0,0,3,50,24,0,1,A
F00151529,188,0,1,3,5,18,0,3,A
F00151530,188,0,1,3,10,19,0,2,A
F00151531,188,0,1,3,15,15,0,1,A
F00151532,188,0,1,3,15,20,0,2,A
F00151535,188,0,1,3,30,22,0,1,A
F00151536,209,0,0,3,20,18,0,1,A
F00151537,209,0,0,3,35,21,0,1,A
F00151538,209,0,0,3,20,24,0,3,B
F00151539,209,0,1,3,15,25,0,2,A
F00151541,209,0,1,3,50,16,0,3,B
F00151544,232,0,0,3,25,24,0,2,A
F00151546,232,0,1,3,20,12,0,2,B
F00151547,256,0,0,3,30,11,0,2,A
F00151549,256,0,0,3,30,25,0,1,A
F00151551,256,0,1,3,30,23,0,2,A
F00151552,257,0,1,3,35,19,0,3,A
F00151553,283,0,0,3,30,25,0,1,A
F00151555,283,0,0,3,20,25,0,2,B
F00151556,283,0,1,3,5,,0,3,A
F00151558,283,0,1,3,20,25,0,3,A
F00151559,283,0,1,3,25,21,0,2,A
F00151561,283,0,1,3,45,23,0,2,A
F00151563,311,0,0,3,30,28,0,1,A
F00151564,312,0,0,3,45,29,0,2,A
F00151566,312,0,1,3,15,18,0,2,A
F00151567,311,0,1,3,30,,0,3,A
F00151568,312,0,1,3,40,24,0,1,A
F00151571,342,0,0,3,25,29,0,1,A
F00151572,342,0,0,3,35,23,0,2,A
F00151574,342,0,0,3,60,33,0,3,A
F00151575,342,0,1,3,10,23,0,2,A
F00151576,342,0,1,3,25,22,0,3,A
F00151578,375,0,0,3,20,35,0,2,A
F00151581,375,0,0,3,50,,0,2,A
F00151584,375,0,1,3,35,,0,1,A
F00151586,375,0,1,3,70,29,0,1,A
F00151587,411,0,0,3,5,20,0,2,A
F00151588,411,0,0,3,10,,0,1,A
F00151589,411,0,0,3,10,26,0,2,A
F00151590,410,0,0,3,15,15,0,2,A
F00151592,411,0,0,3,20,25,0,1,A
F00151593,411,0,0,3,30,26,0,2,A
F00151594,410,0,0,3,30,28,0,1,A
F00151596,411,0,0,3,40,37,0,1,A
F00151598,410,0,0,3,20,29,0,2,C
F00151599,410,0,1,3,10,26,0,1,A
F00151600,410,0,1,3,10,32,0,2,A
F00151601,410,0,1,3,15,20,0,3,A
F00151602,410,0,1,3,15,33,0,2,A
F00151605,411,0,1,3,30,,0,2,A
F00151608,410,0,1,3,60,33,0,1,A
F00151609,410,0,1,3,50,24,0,2,B
F00151610,410,0,1,3,20,25,0,1,B
F00151611,448,0,0,3,5,33,0,2,A
F00151612,448,0,0,3,10,13,0,1,A
F00151613,448,0,0,3,20,29,0,2,A
F00151616,448,0,0,3,30,16,0,2,A
F00151618,448,0,0,3,60,34,0,2,A
F00151619,448,0,0,3,5,27,0,1,B
F00151620,448,0,0,3,10,,0,2,B
F00151624,448,0,1,3,40,31,0,2,A
F00151626,488,0,0,3,10,12,0,3,A
F00151629,488,0,0,3,30,23,0,2,A
F00151630,488,0,0,3,30,38,0,1,A
F00151631,488,0,0,3,40,,0,2,A
F00151633,488,0,1,3,5,6,0,3,A
F00151635,488,0,1,3,15,23,0,1,A
F00151636,488,0,1,3,20,23,0,2,A
F00151637,488,0,1,3,20,31,0,2,A
F00151639,488,0,1,3,30,37,0,1,A
F00151640,488,0,1,3,40,16,0,2,A
F00151642,488,0,1,3,15,19,0,1,B
F00151644,531,0,0,3,15,32,0,1,A
F00151647,531,0,0,3,50,26,0,3,A
F00151648,531,0,0,3,20,26,0,2,B
F00151649,531,0,0,3,25,,0,2,B
F00151650,531,0,0,3,20,31,0,1,B
F00151652,531,0,0,3,40,36,0,2,C
F00151653,531,0,1,3,15,,0,3,A
F00151654,531,0,1,3,25,33,0,3,A
F00151656,531,0,1,3,60,34,0,2,A
F00151657,531,0,1,3,80,35,0,2,A
F00151658,577,0,0,3,15,31,0,2,A
F00151661,577,0,0,3,30,24,0,3,A
F00151664,577,0,0,3,40,39,0,3,A
F00151665,577,0,0,3,50,31,0,2,A
F00151666,577,0,1,3,15,38,0,2,A
F00151670,577,0,1,3,35,30,0,1,A
F00151672,577,0,1,3,40,30,0,2,A
F00151674,577,0,1,3,60,27,0,1,A
F00151675,577,0,1,3,40,31,0,2,C
F00151676,625,0,0,3,10,10,0,1,A
F00151680,626,0,0,3,60,29,0,2,A
F00151681,626,0,1,3,20,26,0,3,A
F00151684,626,0,1,3,40,33,0,1,A
F00151686,625,0,1,3,40,39,0,3,A
F00151690,677,0,0,3,20,33,0,2,A
F00151692,677,0,0,3,35,43,0,3,A
F00151693,677,0,0,3,40,,0,1,A
F00151694,677,0,0,3,40,,0,2,A
F00151695,677,0,0,3,50,23,0,1,A
F00151698,677,0,0,3,20,,0,2,B
F00151701,677,0,1,3,10,6,0,1,A
F00151702,677,0,1,3,15,27,0,2,A
F00151710,677,0,1,3,20,31,0,2,C
F00151712,731,0,0,3,10,20,0,2,A
F00151713,732,0,0,3,25,38,0,1,A
F00151715,731,0,0,3,60,,0,3,A
F00151720,732,0,1,3,15,38,0,2,A
F00151721,731,0,1,3,15,,0,1,A
F00151722,732,0,1,3,40,21,0,1,A
F00151723,731,0,1,3,50,34,0,2,A
F00151726,731,0,1,3,10,34,0,2,B
F00151729,731,0,1,3,40,37,0,2,B
F00151736,789,0,0,3,40,41,0,1,A
F00151738,789,0,0,3,20,33,0,2,B
F00151739,789,0,0,3,20,32,0,2,B
F00151742,789,0,0,3,30,34,0,2,C
F00151743,789,0,0,3,30,39,0,1,C
F00151746,789,0,1,3,25,37,0,2,A
F00151747,790,0,1,3,30,43,0,1,A
F00151748,790,0,1,3,35,38,0,1,A
F00151749,789,0,1,3,40,37,0,1,A
F00151750,790,0,1,3,45,29,0,2,A
F00151754,790,0,1,3,25,37,0,3,B
F00151755,789,0,1,3,40,45,0,2,B
F00151756,851,0,0,3,5,34,0,2,A
F00151757,851,0,0,3,10,10,0,1,A
F00151760,851,0,0,3,15,12,0,2,A
F00151761,851,0,0,3,15,38,0,2,A
F00151762,851,0,0,3,25,33,0,1,A
F00151763,851,0,0,3,30,15,0,2,A
F00151765,850,0,0,3,15,29,0,1,B
F00151768,851,0,0,3,20,29,0,2,B
F00151769,851,0,0,3,20,42,0,1,C
F00151770,851,0,0,3,35,38,0,2,C
F00151771,851,0,1,3,10,22,0,1,A
F00151773,851,0,1,3,15,30,0,2,A
F00151776,851,0,1,3,25,,0,2,A
F00151778,851,0,1,3,30,,0,3,A
F00151780,850,0,1,3,10,40,0,3,B
F00151781,850,0,1,3,10,37,0,2,B
F00151783,915,0,0,3,10,27,0,2,A
F00151784,916,0,0,3,10,34,0,1,A
F00151787,915,0,0,3,40,44,0,1,A
F00151788,915,0,0,3,45,,0,2,A
F00151789,915,0,0,3,60,30,0,2,A
F00151793,916,0,1,3,10,34,0,1,A
F00151795,915,0,1,3,20,12,0,2,A
F00151796,915,0,1,3,25,20,0,3,A
F00151799,916,0,1,3,30,37,0,3,B
F00151800,916,0,1,3,40,42,0,3,B
F00151802,984,0,0,3,40,31,0,2,A
F00151804,984,0,0,3,40,48,0,1,A
F00151805,984,0,0,3,50,,0,1,A
F00151806,984,0,0,3,70,39,0,2,A
F00151811,984,0,1,3,30,36,0,1,A
F00151812,984,0,1,3,40,39,0,2,A
F00151814,984,0,1,3,15,25,0,2,B
F00151815,984,0,1,3,30,,0,2,B
F00151816,984,0,1,3,15,35,0,1,B
F00151817,1056,0,0,3,5,40,0,2,A
F00151818,1056,0,0,3,5,42,0,2,A
F00151820,1056,0,0,3,15,22,0,3,A
F00151821,1056,0,0,3,30,12,0,2,A
F00151823,1056,0,0,3,40,15,0,2,A
F00151824,1056,0,0,3,40,46,0,1,A
F00151832,1056,0,1,3,20,6,0,2,A
F00151833,1056,0,1,3,20,11,0,3,A
F00151834,1056,0,1,3,20,39,0,1,A
F00151835,1056,0,1,3,30,34,0,2,A
F00151838,1056,0,1,3,20,36,0,2,B
F00151841,1056,0,1,3,30,27,0,3,C
F00151842,1132,0,0,3,10,23,0,3,A
F00151844,1132,0,0,3,20,36,0,3,A
F00151845,1132,0,0,3,20,48,0,3,A
F00151846,1132,0,0,3,45,42,0,2,A
F00151847,1132,0,0,3,50,44,0,1,A
F00151848,1132,0,0,3,15,40,0,3,B
F00151852,1132,0,1,3,20,42,0,2,A
F00151853,1132,0,1,3,25,43,0,2,A
F00151854,1132,0,1,3,30,22,0,2,A
F00151855,1132,0,1,3,30,44,0,3,A
F00151859,1132,0,1,3,40,38,0,2,B
F00151860,1212,0,0,3,10,42,0,2,A
F00151862,1212,0,0,3,15,20,0,2,A
F00151863,1212,0,0,3,15,41,0,2,A
F00151865,1212,0,0,3,30,,0,1,A
F00151868,1212,0,0,3,20,48,0,3,B
F00151869,1212,0,0,3,40,44,0,2,B
F00151870,1212,0,0,3,10,39,0,2,B
F00151877,1212,0,0,3,20,,0,1,C
F00151878,1212,0,1,3,5,31,0,2,A
F00151881,1212,0,1,3,10,47,0,1,A
F00151883,1212,0,1,3,20,32,0,2,A
F00151884,1212,0,1,3,20,46,0,1,A
F00151885,1212,0,1,3,20,,0,1,A
F00151886,1212,0,1,3,25,35,0,1,A
F00151888,1212,0,1,3,40,43,0,3,A
F00151890,1212,0,1,3,60,32,0,2,A
F00151893,1212,0,1,3,15,46,0,3,B
F00151894,1212,0,1,3,40,41,0,2,C
F00151895,1212,0,1,3,20,40,0,3,C
F00151897,1296,0,0,3,5,39,0,2,A
F00151899,1297,0,0,3,30,37,0,3,A
F00151900,1296,0,0,3,30,39,0,3,A
F00151902,1296,0,0,3,60,44,0,2,A
F00151903,1296,0,0,3,20,50,0,3,B
F00151904,1296,0,0,3,30,47,0,3,B
F00151911,1297,0,1,3,10,40,0,3,A
F00151913,1297,0,1,3,20,18,0,2,A
F00151914,1296,0,1,3,20,39,0,1,A
F00151915,1296,0,1,3,30,10,0,1,A
F00151916,1296,0,1,3,30,25,0,1,A
F00151917,1296,0,1,3,30,,0,1,A
F00151918,1296,0,1,3,40,29,0,2,A
F00151919,1296,0,1,3,40,48,0,2,A
F00151921,1297,0,1,3,40,38,0,2,C
F00151923,1385,0,0,3,10,39,0,2,A
F00151925,1385,0,0,3,20,30,0,2,A
F00151926,1385,0,0,3,25,38,0,2,A
F00151929,1385,0,0,3,50,30,0,1,A
F00151930,1385,0,0,3,50,51,0,2,A
F00151931,1385,0,0,3,80,53,0,1,A
F00151934,1385,0,0,3,40,47,0,3,B
F00151935,1385,0,0,3,10,35,0,2,B
F00151936,1385,0,0,3,20,20,0,1,B
F00151938,1385,0,0,3,25,,0,2,B
F00151939,1385,0,0,3,30,50,0,1,C
F00151940,1385,0,1,3,5,30,0,1,A
F00151941,1385,0,1,3,20,46,0,3,A
F00151942,1385,0,1,3,25,41,0,1,A
F00151943,1385,0,1,3,25,50,0,1,A
F00151946,1385,0,1,3,50,41,0,2,A
F00151947,1385,0,1,3,50,45,0,1,A
F00151948,1385,0,1,3,20,41,0,2,B
F00151949,1385,0,1,3,20,40,0,1,B
F00151950,1385,0,1,3,40,50,0,2,B
F00151951,1478,0,0,3,40,,0,2,A
F00151952,1478,0,0,3,45,45,0,2,A
F00151953,1478,0,0,3,10,,0,2,B
F00151954,1478,0,0,3,20,52,0,1,B
F00151955,1478,0,0,3,20,32,0,1,B
F00151956,1478,0,0,3,40,41,0,1,B
F00151957,1478,0,0,3,35,47,0,3,B
F00151958,1478,0,0,3,10,47,0,2,C
F00151961,1478,0,1,3,25,41,0,2,A
F00151963,1478,0,1,3,40,45,0,3,A
F00151964,1478,0,1,3,50,43,0,1,A
F00151965,1478,0,1,3,20,36,0,3,B
F00151967,1478,0,1,3,20,,0,3,B
F00151968,1478,0,1,3,20,12,0,2,C
F00151969,1576,0,0,3,10,41,0,2,A
F00151971,1575,0,0,3,30,40,0,2,A
F00151973,1576,0,0,3,20,43,0,1,C
F00151975,1576,0,1,3,10,49,0,1,A
F00151976,1576,0,1,3,15,27,0,2,A
F00151977,1576,0,1,3,20,42,0,2,A
F00151980,1575,0,1,3,30,53,0,2,A
F00151982,1576,0,1,3,20,46,0,1,B
F00151985,1576,0,1,3,10,38,0,2,B
F00151986,1576,0,1,3,20,48,0,2,B
F00151987,1576,0,1,3,20,46,0,1,C
F00151988,1678,0,0,3,10,26,0,2,A
F00151990,1678,0,0,3,15,44,0,1,A
F00151991,1678,0,0,3,25,43,0,2,A
F00151992,1678,0,0,3,25,46,0,2,A
F00151995,1678,0,0,3,20,46,0,1,B
F00151998,1678,0,1,3,50,35,0,2,A
F00152000,1678,0,1,3,15,40,0,1,B
F00152001,1678,0,1,3,5,40,0,2,B
F00152002,1678,0,1,3,60,50,0,3,B
F00152003,1785,0,0,3,10,42,0,2,A
F00152004,1785,0,0,3,15,35,0,1,A
F00152006,1786,0,0,3,20,35,0,3,A
F00152007,1785,0,0,3,30,52,0,2,A
F00152009,1785,0,0,3,40,53,0,2,A
F00152010,1786,0,0,3,45,50,0,1,A
F00152011,1785,0,0,3,45,52,0,3,A
F00152013,1785,0,0,3,30,41,0,2,B
F00152015,1785,0,0,3,20,50,0,2,C
F00152016,1786,0,0,3,20,39,0,3,C
F00152017,1785,0,1,3,5,45,0,2,A
F00152019,1785,0,1,3,30,49,0,3,A
F00152023,1785,0,1,3,40,48,0,1,B
F00152025,1786,0,1,3,40,48,0,2,B
F00152026,1785,0,1,3,20,45,0,1,C
F00152027,1898,0,0,3,5,,0,2,A
F00152030,1898,0,0,3,20,51,0,3,B
F00152035,1898,0,1,3,30,45,0,2,A
F00152038,1898,0,1,3,60,45,0,1,A
F00152040,1898,0,1,3,15,,0,2,B
F00152041,1898,0,1,3,20,46,0,3,B
F00152042,1898,0,1,3,30,48,0,2,B
F00152043,1898,0,1,3,20,45,0,3,B
F00152045,2015,0,0,3,5,46,0,3,A
F00152047,2016,0,0,3,20,49,0,3,A
F00152050,2015,0,0,3,40,58,0,2,A
F00152051,2016,0,0,3,20,48,0,3,C
F00152053,2016,0,0,3,5,52,0,3,C
F00152054,2015,0,1,3,15,25,0,1,A
F00152055,2016,0,1,3,30,42,0,3,A
F00152057,2015,0,1,3,80,,0,2,C
F00152058,2138,0,0,3,5,40,0,2,A
F00152059,2138,0,0,3,15,60,0,2,A
F00152062,2139,0,0,3,20,52,0,2,B
F00152063,2138,0,0,3,40,50,0,2,B
F00152064,2138,0,0,3,30,51,0,1,B
F00152065,2138,0,0,3,20,52,0,2,B
F00152066,2138,0,0,3,15,51,0,1,B
F00152068,2138,0,0,3,40,40,0,3,C
F00152070,2138,0,1,3,40,,0,1,A
F00152073,2138,0,1,3,20,50,0,2,C
F00152074,2267,0,0,3,5,50,0,1,A
F00152075,2267,0,0,3,20,58,0,2,A
F00152077,2267,0,0,3,5,50,0,1,B
F00152079,2267,0,0,3,40,52,0,2,B
F00152081,2267,0,0,3,20,55,0,3,B
F00152082,2267,0,0,3,20,57,0,1,B
F00152090,2267,0,1,3,10,30,0,1,B
F00152091,2267,0,1,3,25,53,0,2,B
F00152092,2267,0,1,3,10,48,0,2,B
F00152095,2267,0,1,3,15,26,0,2,B
F00152096,2267,0,1,3,20,53,0,2,B
F00152098,2402,0,0,3,10,58,0,1,A
F00152099,2401,0,0,3,40,51,0,2,A
F00152101,2401,0,0,3,25,,0,2,B
F00152102,2402,0,0,3,30,53,0,1,B
F00152105,2402,0,1,3,20,,0,2,A
F00152106,2401,0,1,3,20,59,0,3,A
F00152108,2402,0,1,3,20,45,0,2,B
F00152109,2401,0,1,3,20,50,0,2,B
F00152110,2542,0,0,3,15,51,0,2,A
F00152113,2542,0,0,3,10,52,0,2,B
F00152114,2542,0,0,3,15,40,0,3,B
F00152115,2541,0,0,3,40,30,0,1,B
F00152120,2542,0,1,3,20,53,0,1,B
F00152122,2688,0,0,3,20,62,0,2,A
F00152123,2688,0,0,3,30,,0,2,A
F00152124,2688,0,0,3,10,,0,1,B
F00152126,2687,0,0,3,20,50,0,2,B
F00152128,2688,0,0,3,20,56,0,2,C
F00152129,2688,0,1,3,5,60,0,2,A
F00152131,2688,0,1,3,25,40,0,3,A
F00152135,2840,0,0,3,20,55,0,2,B
F00152136,2840,0,0,3,15,,0,2,B
F00152137,2840,0,0,3,20,50,0,1,B
F00152140,2840,0,1,3,20,,0,1,A
F00152143,2999,0,0,3,40,46,0,1,B
F00152144,2999,0,0,3,10,54,0,3,B
F00152145,2999,0,1,3,20,47,0,1,B
F00152146,2999,0,1,3,20,52,0,2,B
F00152148,3165,0,0,3,15,63,0,2,A
F00152150,3164,0,0,3,30,54,0,3,B
F00152151,3165,0,1,3,15,50,0,2,A
F00152152,3164,0,1,3,25,52,0,3,A
F00152153,3164,0,1,3,30,51,0,2,A
F00152154,3164,0,1,3,30,60,0,1,A
F00152156,3337,0,0,3,10,,0,2,B
F00152157,3337,0,0,3,5,67,0,2,B
F00152158,3337,0,1,3,20,56,0,2,A
F00152159,3337,0,1,3,30,58,0,1,B
F00152160,3516,0,0,3,10,50,0,1,A
F00152161,3515,0,0,3,10,60,0,2,A
F00152162,3516,0,0,3,15,64,0,1,A
F00152163,3516,0,0,3,40,64,0,1,A
F00152164,3516,0,0,3,40,64,0,2,B
F00152167,3702,0,0,3,5,,0,3,B
F00152168,3895,0,0,3,10,63,0,1,B
F00152170,150,1,0,3,10,19,0,3,A
F00152172,150,1,0,3,40,18,0,1,A
F00152175,150,1,1,3,10,8,0,1,A
F00152176,150,1,1,3,20,6,0,2,A
F00152178,168,1,0,3,30,19,0,1,A
F00152179,168,1,0,3,60,22,0,2,A
F00152181,168,1,1,3,15,9,0,2,A
F00152182,168,1,1,3,20,23,0,1,A
F00152185,169,1,1,3,25,20,0,2,A
F00152186,168,1,1,3,30,20,0,2,A
F00152189,188,1,0,3,20,14,0,2,A
F00152191,188,1,1,3,5,18,0,2,A
F00152192,188,1,1,3,30,15,0,2,A
F00152193,188,1,1,3,40,23,0,2,A
F00152196,209,1,1,3,10,15,0,2,A
F00152197,209,1,1,3,25,18,0,1,A
F00152199,232,1,0,3,20,17,0,2,A
F00152200,232,1,0,3,20,27,0,2,A
F00152201,232,1,1,3,10,8,0,2,A
F00152202,232,1,1,3,10,15,0,3,A
F00152205,232,1,1,3,60,26,0,2,A
F00152206,256,1,0,3,20,27,0,2,A
F00152207,256,1,0,3,35,27,0,2,A
F00152211,283,1,0,3,25,21,0,2,A
F00152214,283,1,0,3,40,26,0,2,A
F00152215,283,1,1,3,10,26,0,2,A
F00152216,283,1,1,3,30,31,0,3,A
F00152217,283,1,1,3,50,23,0,1,A
F00152218,312,1,0,3,5,16,0,2,A
F00152219,312,1,0,3,10,,0,2,A
F00152220,311,1,0,3,30,24,0,1,A
F00152221,312,1,0,3,40,12,0,1,A
F00152222,312,1,1,3,10,24,0,1,A
F00152223,311,1,1,3,20,29,0,2,A
F00152224,311,1,1,3,25,23,0,2,A
F00152225,312,1,1,3,40,29,0,3,A
F00152227,342,1,0,3,10,17,0,2,A
F00152228,342,1,0,3,20,32,0,2,A
F00152230,342,1,0,3,40,31,0,2,A
F00152231,342,1,1,3,25,20,0,1,A
F00152234,375,1,0,3,15,7,0,1,A
F00152235,375,1,0,3,20,,0,3,A
F00152237,375,1,1,3,5,24,0,1,A
F00152238,375,1,1,3,5,26,0,3,A
F00152240,375,1,1,3,20,22,0,1,B
F00152241,411,1,0,3,5,,0,2,A
F00152242,410,1,0,3,5,28,0,1,A
F00152243,410,1,0,3,10,35,0,2,A
F00152246,411,1,0,3,20,30,0,2,A
F00152247,411,1,0,3,25,27,0,3,A
F00152251,411,1,1,3,5,8,0,3,A
F00152257,411,1,1,3,15,,0,3,A
F00152259,410,1,1,3,20,31,0,2,A
F00152260,411,1,1,3,25,11,0,2,A
F00152261,410,1,1,3,30,29,0,2,A
F00152266,411,1,1,3,50,22,0,3,A
F00152267,448,1,0,3,5,6,0,1,A
F00152269,448,1,0,3,30,,0,2,A
F00152270,448,1,0,3,40,32,0,1,A
F00152271,448,1,0,3,50,30,0,1,A
F00152273,448,1,1,3,20,26,0,1,A
F00152274,448,1,1,3,40,15,0,2,A
F00152275,448,1,1,3,40,30,0,3,A
F00152277,448,1,1,3,20,26,0,1,B
F00152285,489,1,0,3,60,26,0,2,A
F00152286,488,1,0,3,10,32,0,2,B
F00152288,489,1,1,3,5,24,0,3,A
F00152291,488,1,1,3,15,32,0,2,A
F00152298,531,1,0,3,5,27,0,3,A
F00152299,531,1,0,3,15,22,0,3,A
F00152300,531,1,0,3,20,,0,3,A
F00152301,531,1,0,3,40,37,0,2,A
F00152302,531,1,0,3,60,,0,2,A
F00152303,531,1,0,3,70,33,0,1,A
F00152304,531,1,1,3,10,23,0,2,A
F00152305,531,1,1,3,20,26,0,2,A
