ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
464703,Male,Yes,40,No,Doctor,1.0,Average,5.0,Cat_4,A
463542,Female,Yes,27,No,Artist,6.0,High,5.0,Cat_2,A
463425,Male,Yes,43,No,Entertainment,3.0,Low,,Cat_6,D
465353,Male,Yes,73,Yes,Artist,1.0,Average,2.0,Cat_6,C
459696,Male,Yes,43,Yes,Engineer,0.0,Average,2.0,Cat_6,B
462147,Female,Yes,82,Yes,Lawyer,,Low,1.0,Cat_6,A
460815,Male,Yes,55,Yes,Artist,0.0,High,2.0,Cat_3,A
463413,Male,Yes,41,No,Doctor,1.0,Average,2.0,Cat_4,A
460481,Male,No,25,Yes,Entertainment,1.0,Low,2.0,Cat_3,B
463336,Female,Yes,62,No,Engineer,4.0,Low,1.0,Cat_4,B
462485,Female,Yes,37,No,Engineer,0.0,Low,2.0,Cat_6,A
465676,Female,Yes,51,Yes,Entertainment,,Average,2.0,Cat_4,B
459357,Male,Yes,69,No,Lawyer,0.0,Low,1.0,Cat_6,D
464428,Female,Yes,89,Yes,Entertainment,6.0,Average,4.0,Cat_2,A
465341,Male,No,29,Yes,Healthcare,,Low,6.0,Cat_2,D
463295,Male,No,28,No,Entertainment,0.0,Low,3.0,Cat_6,A
467750,Male,Yes,40,Yes,Artist,,Average,3.0,Cat_6,C
461877,Female,No,38,Yes,Artist,7.0,Low,2.0,Cat_6,B
467793,Male,No,18,No,Healthcare,3.0,Low,4.0,Cat_6,D
466816,Male,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6,B
462271,Male,Yes,45,Yes,Executive,2.0,Average,4.0,Cat_2,B
463677,Male,Yes,42,No,Executive,1.0,High,5.0,Cat_6,C
461400,Male,No,36,No,Marketing,0.0,Low,1.0,Cat_6,D
466140,Male,Yes,30,Yes,Entertainment,0.0,Low,2.0,Cat_6,A
463435,Female,No,33,Yes,Healthcare,0.0,Low,3.0,Cat_6,D
463858,Male,Yes,37,No,Artist,0.0,Average,2.0,Cat_6,C
459777,Male,Yes,35,No,Artist,9.0,Low,3.0,Cat_7,A
463545,Female,No,31,Yes,Doctor,0.0,Low,2.0,Cat_4,D
462188,Female,Yes,53,No,Engineer,0.0,Average,4.0,Cat_4,B
465966,Male,No,36,Yes,Doctor,9.0,Low,1.0,Cat_6,B
464869,Male,Yes,37,Yes,Entertainment,0.0,Low,2.0,Cat_4,A
459564,Male,Yes,80,Yes,Lawyer,2.0,Low,1.0,Cat_6,A
459099,Male,Yes,30,Yes,Doctor,8.0,Average,2.0,Cat_6,A
459559,Female,Yes,39,No,Engineer,,Average,3.0,Cat_6,D
461054,Female,No,18,No,Marketing,,Low,,Cat_3,D
465994,Male,No,32,No,Doctor,3.0,Low,3.0,Cat_7,D
461243,Male,Yes,49,Yes,Marketing,0.0,Low,5.0,Cat_6,D
464163,Male,Yes,67,Yes,Executive,0.0,High,4.0,Cat_6,C
459781,Male,No,47,No,Entertainment,1.0,Low,1.0,Cat_6,A
462021,Male,Yes,35,No,Engineer,1.0,Low,6.0,Cat_6,A
464004,Female,Yes,26,No,Marketing,0.0,Low,5.0,Cat_4,D
459918,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_3,B
463783,Female,No,30,No,Healthcare,,Low,,,C
465725,Male,No,29,Yes,Doctor,0.0,Low,2.0,Cat_3,A
461150,Female,,20,No,Marketing,0.0,High,2.0,Cat_3,A
466022,Female,Yes,67,No,Engineer,,High,3.0,Cat_7,B
462086,Male,No,41,Yes,Doctor,4.0,Low,2.0,Cat_6,B
459627,Male,No,40,Yes,Artist,14.0,Low,2.0,Cat_2,A
462524,Female,Yes,40,Yes,Doctor,,Low,2.0,Cat_6,C
462764,Male,No,18,No,Healthcare,,Low,4.0,Cat_6,D
462907,Male,No,29,No,Healthcare,2.0,Low,5.0,Cat_6,D
464766,Female,Yes,51,No,Engineer,7.0,Average,5.0,Cat_4,B
467608,Male,No,32,Yes,Engineer,6.0,Low,1.0,Cat_6,D
467763,Female,No,48,Yes,Artist,1.0,Low,1.0,Cat_2,B
467972,Male,No,22,No,Artist,1.0,Low,3.0,Cat_6,D
459484,Female,Yes,35,Yes,Entertainment,1.0,Average,2.0,Cat_6,A
459622,Female,No,51,Yes,Artist,2.0,Low,1.0,Cat_6,B
462023,Female,Yes,46,No,Engineer,8.0,Low,1.0,Cat_6,A
461484,Female,No,27,Yes,Healthcare,1.0,Low,5.0,Cat_6,C
459020,Female,Yes,56,Yes,Artist,0.0,Average,4.0,Cat_6,C
466028,Male,Yes,50,Yes,Artist,4.0,Average,4.0,Cat_3,B
460362,Male,Yes,59,Yes,Healthcare,0.0,Low,3.0,Cat_4,D
464171,Female,Yes,61,Yes,Artist,0.0,Low,1.0,Cat_6,C
465144,Male,No,32,Yes,Doctor,9.0,Low,1.0,Cat_6,A
461861,Female,No,26,Yes,Healthcare,1.0,Low,5.0,Cat_4,C
467843,Female,No,23,No,Healthcare,,Low,4.0,Cat_6,D
459017,Male,Yes,50,Yes,Executive,,High,6.0,Cat_6,C
463606,Male,No,22,No,Marketing,0.0,Low,4.0,Cat_2,C
467871,Female,No,29,No,Marketing,4.0,Low,3.0,Cat_6,B
461730,Male,Yes,46,Yes,Artist,1.0,Low,3.0,Cat_6,B
467514,Male,No,43,Yes,Artist,,Low,4.0,Cat_6,D
460529,Male,No,33,No,Artist,,Low,,Cat_3,C
463169,Female,Yes,85,Yes,Lawyer,0.0,Low,1.0,Cat_3,D
460646,Male,Yes,57,Yes,Entertainment,,Low,,Cat_3,C
460102,Male,Yes,43,Yes,Artist,9.0,High,2.0,Cat_4,B
460490,Female,No,18,No,Healthcare,0.0,Low,4.0,Cat_3,D
459511,Male,Yes,87,No,Artist,1.0,Low,1.0,Cat_6,A
466601,Male,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_4,C
467616,Male,Yes,25,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
459659,Female,,18,No,Healthcare,,Low,3.0,Cat_6,D
459811,Female,Yes,48,Yes,Artist,1.0,High,3.0,Cat_6,C
460087,Female,Yes,56,Yes,Entertainment,0.0,Average,2.0,Cat_6,B
466723,Female,No,32,No,Entertainment,1.0,Low,3.0,Cat_6,A
461580,Female,No,38,Yes,Artist,7.0,Low,7.0,Cat_2,C
465026,Female,No,31,No,Doctor,1.0,Low,2.0,Cat_6,A
465825,Female,Yes,36,No,Executive,9.0,Average,5.0,Cat_4,A
467844,Male,No,37,Yes,Healthcare,0.0,Low,2.0,Cat_6,D
463348,Female,Yes,40,Yes,Doctor,1.0,Low,2.0,Cat_6,A
466314,Male,No,18,No,Healthcare,5.0,Low,4.0,Cat_4,D
462518,Female,No,26,No,Healthcare,0.0,Low,6.0,Cat_5,A
459601,Female,No,23,No,Healthcare,,Low,2.0,Cat_7,D
461806,Male,No,27,Yes,Healthcare,9.0,Low,2.0,Cat_6,D
459584,Female,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D
463133,Male,Yes,47,No,Artist,1.0,Average,4.0,Cat_6,C
459856,Male,Yes,50,No,Entertainment,1.0,Average,3.0,Cat_6,B
460986,Male,No,37,Yes,Doctor,0.0,Low,3.0,,A
465360,Female,Yes,49,Yes,Artist,1.0,Average,2.0,Cat_6,C
466869,Male,Yes,29,Yes,Healthcare,1.0,Low,3.0,Cat_3,D
465884,Male,Yes,37,Yes,Executive,6.0,High,3.0,Cat_6,D
459300,Female,Yes,58,Yes,Artist,0.0,Low,,Cat_6,C
461485,Male,Yes,59,No,Engineer,1.0,Average,3.0,Cat_6,C
466579,Male,No,21,No,Marketing,0.0,Low,5.0,Cat_1,D
467706,Female,Yes,42,Yes,Artist,,Average,4.0,Cat_6,A
463125,Male,No,29,No,Healthcare,0.0,Low,6.0,Cat_6,B
463673,Male,No,33,Yes,Healthcare,,Low,5.0,Cat_6,B
465899,Female,No,38,Yes,Doctor,9.0,Low,2.0,Cat_6,B
459703,Male,Yes,37,Yes,Artist,0.0,Low,3.0,Cat_6,A
464317,Male,Yes,60,Yes,Entertainment,1.0,Average,3.0,Cat_6,C
465093,Male,Yes,55,Yes,Doctor,0.0,Low,1.0,Cat_6,C
464361,Male,Yes,50,Yes,Artist,1.0,Average,2.0,Cat_6,C
459299,Male,No,36,Yes,Artist,,Low,3.0,Cat_6,B
462334,Male,No,47,Yes,Artist,9.0,Low,2.0,Cat_6,B
459989,Male,Yes,52,Yes,Artist,6.0,Average,2.0,Cat_6,B
464757,Female,Yes,42,No,Executive,0.0,Average,5.0,Cat_4,A
462293,Male,No,32,No,Healthcare,0.0,Low,3.0,Cat_6,D
462638,Female,No,33,Yes,Engineer,,Low,2.0,Cat_4,D
464820,Female,No,25,No,Artist,1.0,Low,1.0,Cat_4,B
465709,Male,Yes,68,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
462277,Male,Yes,36,Yes,Entertainment,4.0,Average,2.0,Cat_2,B
465223,Male,Yes,51,Yes,Artist,,Average,4.0,Cat_6,C
464776,Female,Yes,47,No,Engineer,,Average,5.0,Cat_4,B
465228,Male,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6,C
461368,Male,No,32,Yes,Doctor,4.0,Low,5.0,Cat_6,D
460698,Female,Yes,66,No,Artist,,Average,2.0,Cat_6,B
460435,Female,Yes,48,Yes,Artist,0.0,Low,1.0,Cat_6,B
465080,Male,Yes,70,Yes,Lawyer,8.0,Average,2.0,Cat_6,C
459272,Female,Yes,60,Yes,Artist,0.0,High,2.0,Cat_6,C
466578,Male,No,45,No,Artist,2.0,Low,1.0,Cat_6,B
466646,Female,Yes,48,Yes,Homemaker,1.0,Low,2.0,Cat_3,B
466408,Male,Yes,76,Yes,Lawyer,1.0,Low,2.0,Cat_3,A
460948,Male,Yes,53,Yes,Engineer,4.0,Low,3.0,Cat_3,B
462244,Male,Yes,83,No,Executive,1.0,High,3.0,Cat_6,B
459410,Female,Yes,79,Yes,Lawyer,1.0,High,2.0,Cat_6,B
466668,Female,Yes,49,Yes,Engineer,0.0,Low,1.0,Cat_2,B
467437,Female,Yes,76,Yes,Lawyer,0.0,High,2.0,Cat_6,B
465267,Male,Yes,37,No,Engineer,12.0,Average,5.0,Cat_4,B
464465,Female,Yes,37,Yes,Artist,,Average,6.0,Cat_3,B
463849,Female,Yes,35,No,Artist,0.0,Low,2.0,Cat_6,B
467191,Female,Yes,31,No,Homemaker,12.0,Average,2.0,Cat_6,B
460970,Male,No,21,No,Marketing,1.0,Low,5.0,Cat_6,B
463943,Male,No,71,Yes,Entertainment,1.0,Low,2.0,Cat_6,C
463778,Female,No,27,No,Engineer,1.0,Low,4.0,Cat_5,A
462792,Male,Yes,52,No,Homemaker,,Average,4.0,Cat_6,A
459739,Male,Yes,72,No,Engineer,1.0,High,,Cat_6,D
462894,Male,Yes,43,Yes,Artist,2.0,Average,4.0,Cat_3,C
465963,Male,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,B
466791,Male,Yes,88,No,Lawyer,1.0,Low,1.0,Cat_6,A
460807,Male,No,29,No,Healthcare,1.0,Low,6.0,Cat_6,D
462328,Male,No,27,No,Engineer,0.0,Low,5.0,Cat_6,D
460618,Male,Yes,55,Yes,Lawyer,,Low,4.0,Cat_3,C
460041,Female,Yes,48,No,Artist,8.0,Average,3.0,Cat_6,A
466840,Male,No,20,No,Healthcare,4.0,Low,5.0,Cat_2,D
461585,Male,No,38,Yes,Entertainment,1.0,Low,1.0,Cat_7,A
460538,Female,,22,No,Healthcare,0.0,High,3.0,Cat_3,D
462570,Female,No,29,No,Homemaker,1.0,Low,6.0,Cat_6,D
461845,Female,Yes,48,Yes,Doctor,1.0,Average,4.0,Cat_6,C
465182,Female,No,65,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
463868,Male,Yes,51,No,Engineer,1.0,Average,7.0,Cat_4,B
464028,Female,No,21,No,Healthcare,0.0,Low,5.0,Cat_6,D
466438,Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_6,A
462196,Male,Yes,56,No,Marketing,1.0,Average,3.0,Cat_4,B
463043,Female,Yes,86,Yes,Lawyer,9.0,High,2.0,Cat_6,C
464316,Male,Yes,59,Yes,Artist,0.0,Average,4.0,Cat_6,C
466595,Male,Yes,86,Yes,Executive,1.0,High,2.0,Cat_6,C
465240,Male,Yes,59,Yes,Artist,4.0,High,2.0,Cat_7,D
467303,Male,Yes,38,Yes,Doctor,3.0,Average,2.0,Cat_6,C
465388,Female,No,31,Yes,Marketing,0.0,Low,1.0,Cat_6,D
462014,Female,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,B
465401,Female,Yes,48,Yes,Artist,10.0,Low,2.0,Cat_6,B
461096,Female,No,33,No,Engineer,9.0,Low,4.0,Cat_3,B
462801,Male,Yes,38,Yes,Entertainment,9.0,Average,3.0,Cat_6,B
463829,Female,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6,C
459770,Female,Yes,48,Yes,Artist,8.0,Average,2.0,Cat_6,A
461421,Male,Yes,37,Yes,Artist,,Average,3.0,Cat_6,B
463737,Male,No,28,Yes,Healthcare,7.0,Low,4.0,Cat_2,C
462433,Female,Yes,33,Yes,Doctor,0.0,Average,2.0,Cat_6,B
465311,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
464804,Male,Yes,27,No,Entertainment,0.0,Low,1.0,Cat_4,A
464721,Male,Yes,39,Yes,Artist,3.0,Average,4.0,Cat_6,B
465131,Female,Yes,87,No,Lawyer,0.0,Low,1.0,Cat_6,C
467371,Male,No,30,Yes,Healthcare,1.0,Low,4.0,Cat_6,B
465348,Male,,30,No,Executive,,High,,Cat_6,D
459004,Female,Yes,51,Yes,Artist,1.0,High,5.0,Cat_6,C
465290,Male,Yes,46,Yes,Executive,1.0,High,5.0,Cat_6,B
464165,Female,No,55,No,Entertainment,3.0,Low,1.0,Cat_6,A
462502,Male,No,39,No,Entertainment,0.0,Low,4.0,Cat_6,A
467572,Male,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6,A
464117,Male,Yes,84,Yes,Lawyer,0.0,High,2.0,Cat_6,C
461688,Male,Yes,41,Yes,Executive,7.0,High,2.0,Cat_6,C
467148,Male,No,28,Yes,Artist,,Low,1.0,Cat_6,A
460130,Male,No,27,Yes,Healthcare,2.0,Low,4.0,Cat_1,A
462425,Male,No,35,Yes,Doctor,3.0,Low,1.0,Cat_6,A
460326,Female,Yes,47,Yes,Artist,6.0,Low,2.0,Cat_6,B
465903,Female,No,51,Yes,Artist,0.0,Low,1.0,Cat_6,B
461961,Female,Yes,32,Yes,Artist,8.0,Low,3.0,Cat_6,B
467855,Male,Yes,31,Yes,Engineer,1.0,Low,2.0,Cat_6,D
459213,Female,No,38,Yes,Healthcare,0.0,Low,4.0,Cat_6,A
461120,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_3,D
467927,Male,No,31,Yes,Doctor,8.0,Low,6.0,Cat_2,A
466908,Male,Yes,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
461042,Male,No,19,No,Healthcare,0.0,Low,,Cat_4,D
466497,Male,No,83,Yes,Lawyer,0.0,Low,1.0,Cat_6,D
465027,Male,Yes,41,Yes,Doctor,0.0,Low,2.0,Cat_6,B
463550,Female,Yes,38,Yes,Artist,1.0,Average,2.0,Cat_4,C
462943,Male,Yes,61,Yes,Executive,5.0,High,2.0,Cat_6,B
462954,Female,Yes,48,Yes,Homemaker,12.0,Low,1.0,Cat_6,A
463567,Male,Yes,40,Yes,Doctor,1.0,Average,2.0,Cat_6,B
466124,Female,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,B
463354,Male,Yes,53,Yes,Executive,4.0,High,4.0,Cat_6,D
463461,Male,No,29,No,Doctor,,Low,4.0,Cat_4,A
465586,Male,Yes,72,No,Artist,1.0,Low,1.0,Cat_6,B
466178,Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,C
461929,Male,Yes,63,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
465752,Male,Yes,42,Yes,Artist,5.0,Average,2.0,Cat_6,C
462931,Male,Yes,40,No,Entertainment,14.0,Average,3.0,Cat_6,D
467853,Female,Yes,63,Yes,Artist,1.0,Average,5.0,Cat_3,C
467277,Male,No,25,Yes,Artist,13.0,Low,3.0,Cat_6,A
459049,Male,Yes,49,Yes,Executive,2.0,High,4.0,Cat_2,B
464098,Female,No,28,No,Healthcare,0.0,Low,6.0,Cat_5,A
459438,Female,Yes,69,Yes,Artist,0.0,High,2.0,Cat_6,C
466815,Male,No,31,No,Healthcare,0.0,Low,5.0,Cat_4,C
459747,Female,Yes,36,Yes,Artist,1.0,Average,5.0,Cat_6,C
461014,Male,No,21,No,Healthcare,9.0,Low,4.0,Cat_3,D
462007,Female,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_6,C
465446,Female,No,41,Yes,Healthcare,12.0,Low,1.0,Cat_1,A
461416,Female,No,31,Yes,Artist,13.0,Low,2.0,Cat_6,B
463089,Male,Yes,51,Yes,Executive,7.0,High,4.0,Cat_6,C
463373,Male,Yes,55,Yes,Artist,1.0,Low,3.0,Cat_3,A
461910,Male,Yes,31,Yes,Artist,,Average,2.0,Cat_2,B
465470,Female,Yes,61,No,Engineer,1.0,Average,2.0,Cat_6,C
465985,Male,No,31,Yes,Artist,1.0,Low,3.0,Cat_6,D
462715,Female,Yes,55,Yes,Artist,1.0,High,4.0,Cat_6,B
461925,Female,No,33,Yes,Artist,0.0,Low,5.0,Cat_3,C
465743,Female,Yes,50,Yes,Artist,1.0,Average,5.0,Cat_2,C
463675,Male,Yes,71,No,Entertainment,1.0,Low,2.0,Cat_6,A
459712,Male,No,18,No,Healthcare,,Low,4.0,Cat_6,D
464305,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,C
467178,Female,Yes,58,No,Lawyer,0.0,High,4.0,Cat_6,C
464185,Male,Yes,65,Yes,Artist,5.0,High,2.0,Cat_6,A
467082,Female,Yes,75,Yes,Artist,1.0,High,2.0,Cat_6,C
459948,Female,No,62,Yes,Engineer,0.0,Low,1.0,Cat_6,B
465991,Female,No,38,Yes,Healthcare,0.0,Low,5.0,Cat_6,D
465407,Female,No,27,Yes,Homemaker,3.0,Low,7.0,Cat_6,D
466225,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_2,D
465321,Male,Yes,43,Yes,Entertainment,,Low,4.0,Cat_3,A
461843,Female,Yes,50,Yes,Artist,0.0,High,2.0,Cat_3,C
465935,Male,No,27,Yes,Entertainment,9.0,Low,1.0,Cat_6,A
463758,Male,No,33,No,Healthcare,9.0,Low,3.0,Cat_7,C
464651,Female,Yes,26,No,Doctor,0.0,Average,3.0,Cat_4,D
460526,Female,Yes,28,,,8.0,Average,4.0,Cat_3,C
467085,Male,No,45,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
463965,Male,No,25,Yes,Doctor,7.0,Low,1.0,Cat_6,A
467156,Male,Yes,37,Yes,Artist,6.0,Low,1.0,Cat_6,B
461347,Female,Yes,37,Yes,Artist,5.0,Average,3.0,Cat_6,B
462113,Female,Yes,60,Yes,Artist,8.0,High,6.0,Cat_6,C
461299,Female,Yes,76,Yes,Lawyer,1.0,High,2.0,Cat_6,C
466760,Male,Yes,47,Yes,Doctor,0.0,Average,4.0,Cat_6,A
459760,Female,Yes,42,Yes,Artist,8.0,Low,1.0,Cat_6,A
463972,Male,Yes,66,Yes,Artist,0.0,Low,4.0,Cat_2,C
462051,Male,No,20,No,Healthcare,,Low,5.0,Cat_4,D
467431,Male,Yes,40,Yes,Artist,9.0,Average,3.0,Cat_6,C
463466,Male,No,21,No,Healthcare,13.0,Low,6.0,Cat_6,D
460479,Female,No,42,No,Doctor,8.0,Low,1.0,Cat_3,A
461033,Male,Yes,57,Yes,Doctor,5.0,Average,2.0,Cat_6,C
460839,Male,No,23,No,Healthcare,4.0,Low,3.0,Cat_6,D
462426,Female,Yes,52,Yes,Artist,2.0,Average,4.0,Cat_6,C
461431,Male,Yes,42,Yes,Doctor,1.0,Average,2.0,Cat_1,C
461121,Male,No,28,No,Doctor,0.0,Low,4.0,Cat_3,D
467149,Male,Yes,43,Yes,Artist,9.0,Average,3.0,Cat_6,A
461809,Male,No,30,Yes,Doctor,3.0,Low,2.0,Cat_6,D
463793,Male,No,26,No,Healthcare,1.0,Low,6.0,Cat_4,A
460168,Male,Yes,86,Yes,Executive,0.0,High,2.0,Cat_2,C
463931,Male,Yes,52,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
463046,Female,Yes,43,No,Engineer,0.0,Low,1.0,Cat_6,A
465377,Male,Yes,26,Yes,Artist,5.0,Average,,Cat_6,A
460020,Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,C
461878,Male,No,33,Yes,Healthcare,3.0,Low,1.0,Cat_6,D
465802,Male,Yes,25,Yes,Healthcare,9.0,Low,2.0,Cat_6,C
466956,Female,Yes,55,Yes,Artist,1.0,Low,1.0,Cat_6,B
462559,Female,Yes,47,Yes,Engineer,9.0,Average,4.0,Cat_2,C
464811,Female,Yes,43,No,Engineer,,Average,,Cat_4,B
467260,Male,No,27,No,Doctor,9.0,Low,4.0,Cat_6,D
458994,Male,Yes,38,Yes,Healthcare,8.0,Average,4.0,Cat_6,C
459772,Female,Yes,69,Yes,Artist,2.0,Average,9.0,Cat_5,C
464895,Male,No,19,No,Doctor,1.0,Low,5.0,Cat_4,C
460625,Female,No,28,No,Marketing,9.0,Low,2.0,Cat_3,D
465263,Male,Yes,65,Yes,Artist,1.0,High,2.0,Cat_6,C
461147,Male,Yes,33,Yes,Artist,2.0,Low,,Cat_3,C
462441,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
459828,Female,Yes,25,No,Homemaker,11.0,Average,3.0,Cat_6,D
460328,Female,No,52,Yes,Artist,1.0,Low,2.0,Cat_6,A
466448,Female,No,37,Yes,Artist,0.0,Low,2.0,Cat_6,B
463556,Male,Yes,29,Yes,Entertainment,0.0,Low,2.0,Cat_2,D
461109,Male,No,31,Yes,Healthcare,0.0,Low,3.0,Cat_3,D
460557,Female,No,36,Yes,Marketing,9.0,Low,1.0,Cat_3,C
466066,Female,No,73,Yes,Artist,0.0,Low,1.0,Cat_6,C
459457,Male,Yes,51,Yes,Artist,2.0,Low,2.0,Cat_6,A
464404,Male,No,89,Yes,Artist,1.0,Low,,Cat_6,A
463538,Male,Yes,60,No,Executive,0.0,High,2.0,Cat_6,B
459613,Male,No,40,Yes,Healthcare,,Low,2.0,Cat_6,D
466588,Female,No,22,No,Healthcare,9.0,Low,4.0,Cat_6,D
460112,Male,Yes,28,Yes,Engineer,9.0,Average,2.0,Cat_3,C
466744,Female,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_6,C
461821,Female,No,28,No,Doctor,0.0,Low,4.0,Cat_6,C
463993,Female,Yes,37,Yes,Artist,5.0,Average,2.0,Cat_6,B
467779,Male,Yes,53,Yes,Doctor,2.0,Average,3.0,Cat_6,C
461144,Female,No,23,No,Lawyer,0.0,Low,6.0,Cat_3,B
464308,Female,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,B
459819,Male,Yes,71,Yes,Entertainment,,High,2.0,Cat_6,B
464509,Male,Yes,53,Yes,Artist,0.0,High,4.0,Cat_6,C
464061,Male,Yes,30,Yes,Artist,12.0,Average,2.0,Cat_6,B
466064,Female,Yes,31,No,Entertainment,0.0,Average,2.0,Cat_3,A
461999,Male,No,27,Yes,Doctor,0.0,Low,5.0,Cat_6,B
466913,Male,Yes,65,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
462627,Male,Yes,27,No,Entertainment,,Average,3.0,Cat_4,D
465765,Male,Yes,52,No,Entertainment,0.0,Average,2.0,Cat_4,B
460245,Female,Yes,52,Yes,Artist,3.0,Low,2.0,,B
460158,Female,No,51,No,Engineer,8.0,Low,6.0,Cat_4,D
460703,Female,Yes,30,Yes,Engineer,8.0,Average,5.0,Cat_4,D
465625,Male,No,42,Yes,Artist,11.0,Low,2.0,Cat_6,C
466857,Female,No,19,No,Healthcare,9.0,Low,8.0,Cat_5,D
466828,Male,Yes,50,Yes,Executive,0.0,High,4.0,Cat_6,B
464679,Male,Yes,41,Yes,Artist,0.0,Average,4.0,Cat_4,C
464145,Female,No,36,No,Engineer,14.0,Low,4.0,Cat_6,D
465543,Female,Yes,43,Yes,Healthcare,0.0,Average,2.0,Cat_3,A
467630,Male,Yes,85,No,Lawyer,0.0,Low,1.0,Cat_6,D
465726,Male,No,70,No,,,Low,4.0,Cat_4,D
466218,Female,,22,No,Healthcare,5.0,Low,4.0,Cat_2,D
459645,Male,Yes,43,Yes,Artist,,Average,2.0,Cat_6,B
465521,Female,Yes,47,Yes,Artist,1.0,Average,2.0,Cat_7,C
460300,Female,Yes,60,Yes,Lawyer,0.0,Low,2.0,Cat_6,D
466821,Male,No,30,Yes,Healthcare,0.0,Low,,Cat_1,D
466367,Female,No,37,Yes,Doctor,5.0,Low,1.0,Cat_2,B
464898,Male,No,31,Yes,Healthcare,0.0,Low,2.0,Cat_4,C
459477,Female,No,36,No,Engineer,,Low,2.0,Cat_6,D
464698,Male,Yes,82,Yes,Lawyer,0.0,Low,,Cat_4,A
467129,Female,,49,No,Marketing,1.0,Average,3.0,Cat_4,A
462712,Male,No,33,Yes,Homemaker,,Low,1.0,Cat_6,D
465632,Male,No,37,Yes,Artist,4.0,Low,7.0,Cat_7,A
460735,Male,Yes,35,Yes,Engineer,1.0,Average,4.0,Cat_3,A
467812,Male,No,50,Yes,Artist,1.0,Low,1.0,Cat_2,B
464950,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_4,D
459562,Male,Yes,59,No,Entertainment,1.0,Average,2.0,Cat_7,C
464839,Female,No,20,No,Healthcare,1.0,Low,5.0,Cat_4,D
465959,Female,No,49,Yes,Engineer,9.0,Low,1.0,Cat_6,A
463624,Male,Yes,62,Yes,Executive,0.0,High,4.0,Cat_6,C
466227,Male,Yes,61,Yes,Artist,0.0,Average,5.0,Cat_6,C
463056,Male,Yes,43,Yes,Homemaker,,Average,2.0,Cat_4,A
465334,Female,Yes,41,No,Marketing,5.0,Average,3.0,Cat_6,A
460595,Male,Yes,21,No,Doctor,1.0,Low,3.0,Cat_3,D
461618,Female,Yes,42,Yes,Artist,,High,3.0,Cat_6,C
464955,Female,Yes,38,No,Engineer,1.0,Average,6.0,Cat_4,B
459642,Male,Yes,36,Yes,Executive,,High,4.0,Cat_6,B
460844,Male,Yes,51,Yes,Healthcare,,Low,2.0,Cat_6,A
463188,Female,Yes,48,Yes,Artist,2.0,Low,2.0,Cat_6,C
463889,Female,No,29,Yes,Homemaker,,Low,1.0,Cat_1,D
459509,Male,No,30,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
460211,Male,Yes,25,,Artist,6.0,Low,1.0,Cat_6,A
464838,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_2,D
462134,Male,Yes,88,No,Lawyer,1.0,Low,1.0,,D
464635,Male,Yes,43,Yes,Healthcare,1.0,High,4.0,Cat_4,B
465213,Male,Yes,38,Yes,Entertainment,2.0,Average,2.0,Cat_6,B
460317,Male,No,32,No,Doctor,10.0,Low,2.0,Cat_6,D
460196,Female,No,38,Yes,Healthcare,8.0,Low,2.0,Cat_6,D
463643,Female,No,43,Yes,Artist,0.0,Low,3.0,Cat_6,A
459285,Male,No,76,Yes,Lawyer,0.0,Low,2.0,Cat_6,A
464558,Male,No,30,Yes,Healthcare,9.0,Low,5.0,Cat_6,D
463950,Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_7,D
464657,Male,No,23,No,Healthcare,0.0,Low,3.0,Cat_3,D
