Review Text,Review Title,topic
This product is cheap but does not work as well as the other ones (i.e. GABA bulk ). I noticed the powder does not dissolve in water like the other one.,Not as good as other brand,Not Effective
This product is cheap but does not work as well as the other ones (i.e. GABA bulk ). I noticed the powder does not dissolve in water like the other one.,Not as good as other brand,Inferior to competitors
"I ordered the Regular CLA Elite 1300mg which I take daily before going to travel early 2018 for a couple of weeks and the vacation messed up my exercising routine. I started taking the pills again this Feb 2019 and normally I only take 1 pill a day and it was sufficient in suppressing my hunger and boosted my energy. I was losing weight and getting more toned. I started running out late March and I wanted to try the CLA High Potency out after reading the reviews but unfortunately not only did it made me hungrier, it didn't really boost my energy for some reason. So I decided I would take 2 pills instead of just 1 pill a day with the CLA High Potency and it increased my energy but it still couldn't suppress my hunger. I was thinking maybe it increased my energy because I was taking double the regular dose and so it made me more energized? I wasn't sure, but after taking the pills for 2 weeks straight, my body hasn't lost any weight and I stop getting toner because even though I was increasing the intensity of my cardio, I just couldn't suppress my hunger. Unfortunately, I have to conclude that these ""High Potency CLA"" doesn't work and I will try to exchange it back to the regular Elite CLA. Everybody's metabolism is different, maybe it didn't work for me, but it might work for other people.",High Potency CLA Doesn't Work For Me,Not Effective
"I ordered the Regular CLA Elite 1300mg which I take daily before going to travel early 2018 for a couple of weeks and the vacation messed up my exercising routine. I started taking the pills again this Feb 2019 and normally I only take 1 pill a day and it was sufficient in suppressing my hunger and boosted my energy. I was losing weight and getting more toned. I started running out late March and I wanted to try the CLA High Potency out after reading the reviews but unfortunately not only did it made me hungrier, it didn't really boost my energy for some reason. So I decided I would take 2 pills instead of just 1 pill a day with the CLA High Potency and it increased my energy but it still couldn't suppress my hunger. I was thinking maybe it increased my energy because I was taking double the regular dose and so it made me more energized? I wasn't sure, but after taking the pills for 2 weeks straight, my body hasn't lost any weight and I stop getting toner because even though I was increasing the intensity of my cardio, I just couldn't suppress my hunger. Unfortunately, I have to conclude that these ""High Potency CLA"" doesn't work and I will try to exchange it back to the regular Elite CLA. Everybody's metabolism is different, maybe it didn't work for me, but it might work for other people.",High Potency CLA Doesn't Work For Me,Shipment and delivery
"says this was delivered to me today but its nowhere to be found, we have looked everywhere.",not delivered,Shipment and delivery
"I ordered these probiotics because I thought they came in a glass bottle. I was sorely disappointed when they arrived in a plastic bottle that smelled like chemicals. I have wasted a week waiting for these probiotics that I desperately needed, only to receive them and they are not even consumable in my opinion. I have sent them back and will not be purchasing again. Garden of Life has really lowered their standards.",These probiotics came in a plastic bottle reeking of chemicals. Will not buy again.,Customer Service
"I ordered in April 2019, but got the product expiring on October 2019.<br />I checked the review of this seller, there are several issue for expiration date.<br />Please buy centrum by another seller",Too short expiration date,Expiry
"I'd love to give this a 5 star review but after choking on one of the pills to the point of partially blocking my airway, I cannot do so.<br /><br />You don't need to make a giant pill so you can claim ""one a day"" it may be your last. With delight, I would gladly down three small pills at once since they will easily go down. Jigsaw's MagSRT requires FOUR pills per day. But I can easily take two or even all four in one gulp without difficulty.<br /><br />That said, I think the quality of the ingredients is very good. The only ""missing"" for me is Boron. It would be nice to have about 250mg of boron in the pill.<br /><br />I think it is the length of the pill that is the problem. If the pill is long enough to sit diagonally between the ribs of esophagus, then it will sit there and numerous swallows are required to dislodge the pill. Or you may have to cough or vomit to get it out.",Possible Choking Hazard for people who have difficulty swallowing,Packaging
"I purchased these for my dogs after they ran out of Nature Made brand fish oil because I thought I’d save a few dollars. I few Days ago one dog had terrible diarrhea, so I stopped giving it to him. Trying to narrow down the reason for the sickness, I gave him two yesterday. He had diarrhea again that afternoon. I’m going back to Nature Made, be aware of supplimnets made by ""X Brand"".",Dog is Sick,Ingredients
"I purchased these for my dogs after they ran out of Nature Made brand fish oil because I thought I’d save a few dollars. I few Days ago one dog had terrible diarrhea, so I stopped giving it to him. Trying to narrow down the reason for the sickness, I gave him two yesterday. He had diarrhea again that afternoon. I’m going back to Nature Made, be aware of supplimnets made by ""X Brand"".",Dog is Sick,Allergic
Chose the watermelon flavor which tastes amazing but received no results. My body was tingly but no energy boost. I tried it Again the next day and still the same results.,Poor quality,Not Effective
Chose the watermelon flavor which tastes amazing but received no results. My body was tingly but no energy boost. I tried it Again the next day and still the same results.,Poor quality,Bad Taste/Flavor
I got delivered an empty package,Empty package,Packaging
Made my stomach hurt for hours each time I took it. Not worth the $$$,Stomach pain,Allergic
"Tastes like those protein bars with lot of sugar alcohol and synthetic taste, unlike the ones from Oatmega or Buff Bakes, which taste much more like cookies",Doesn't taste like a cookie,Ingredients
I have been taking this multivitamin over two months. It tastes good but so far it has done nothing to my body. It doesn't have enough nutrition for daily consumption. It used cheap ingredient such as folic acid. It has a little bit of calcium but it doesn't have magnesium to complement calcium. I decided no long to buy this product. It only promotes my being pre-diebetes to diabetes due to sugar being contained.,It has done nothing,Ingredients
"Not the best cream, the smell is very strong, and the texture is awful. I did not like it. It was really hard to get off the skin even with warm water. The cream has little lumps, which I do not like.",Not the best... VERY strong smell.,Texture
"Not the best cream, the smell is very strong, and the texture is awful. I did not like it. It was really hard to get off the skin even with warm water. The cream has little lumps, which I do not like.",Not the best... VERY strong smell.,Color and texture
"Not the best cream, the smell is very strong, and the texture is awful. I did not like it. It was really hard to get off the skin even with warm water. The cream has little lumps, which I do not like.",Not the best... VERY strong smell.,Didn't Like
I got this item in the mail and realized I ordered the wrong item i went to return it only to find out they don’t accept returns. The item has not been opened and yet they still don’t accept returns. Poor service and I will not be buying from them again.,Does not allow returns,Wrong Product received
I'm a light trigger for IBS and I've gone vegan to keep it at bay. I had the worst episode after taking this product. Went to the doctor and they reviewed my diet. This was the only new factor and they warned me about the carrageenan that may have caused a bad reaction for me.,Beware of carrageenan in the product,Quality/Contaminated
These were terrible. I took them for about 2 weeks before I saw them at target and they looked completely different. A completely different color. I went home and saw they were expired.,Never buying again,Expiry
Tasty but they upset my stomach and didn’t really make much difference. Disappointing.,Not what chew were expecting.,Allergic
I goofed and didn’t read this was lemon and ginger flavored... YUCK! Was given a full refund and ordered the original flavor.,YUCK!,Bad Taste/Flavor
I thought I was ordering the ones I get all the time. I can't get over how awful these taste. I can barely get them down. I always order the same B12 . Dr orders say i have too. I will have to hunt the others down. Do not buy these.,These taste horrible,Bad Taste/Flavor
I thought I was ordering the ones I get all the time. I can't get over how awful these taste. I can barely get them down. I always order the same B12 . Dr orders say i have too. I will have to hunt the others down. Do not buy these.,These taste horrible,Customer Service
These were totally melted in the bottle upon delivery. I’m in Massachusetts . No heat here! Gross!<br />I can’t rate them accurately since I couldn’t take them! They were one big glob!,Melted upon delivery,Shipment and delivery
These were totally melted in the bottle upon delivery. I’m in Massachusetts . No heat here! Gross!<br />I can’t rate them accurately since I couldn’t take them! They were one big glob!,Melted upon delivery,Bad Taste/Flavor
"These are huge and challenging to swallow.  If you don't get them down immediately, they have a somewhat unpleasant taste.  The ingredients are as listed on the page.  If you are taking them for pain relief, be aware that it is more for long term relief rather than immediate pain management.",Horse pills,Too big to swallow
"These are huge and challenging to swallow.  If you don't get them down immediately, they have a somewhat unpleasant taste.  The ingredients are as listed on the page.  If you are taking them for pain relief, be aware that it is more for long term relief rather than immediate pain management.",Horse pills,Bad Taste/Flavor
"This is my third time ordering this product. I always count the pills when the bottle arrives and this is the first time the supply was short of the amount of pills advertised. I did not receive the 30 pills, only 29. I know it's only a smaller difference but when you pay for a 30 day supply that is what you should get",Didnt receive 30day supply,Shipment and delivery
"Upon arrival, the Vega Sport box was open!",product was opened,Packaging
I bought these and tried them for 3 months and saw no difference. They don't taste very good. I will be discontinuing use and changing to a more complete multivitamin.,Not sure these work,Not Effective
"Decent value, weird aftertaste in making prudding and overnight oats.  Works well enough as a shake, not as good as MuscleMilk or ProJYM",Okay-ish for the price,Texture
"Decent value, weird aftertaste in making prudding and overnight oats.  Works well enough as a shake, not as good as MuscleMilk or ProJYM",Okay-ish for the price,Inferior to competitors
"Decent value, weird aftertaste in making prudding and overnight oats.  Works well enough as a shake, not as good as MuscleMilk or ProJYM",Okay-ish for the price,Bad Taste/Flavor
Absolutely did not work. I took four and still no sleep. Threw them out and went back to Unison.,Did not work for me.,Not Effective
"Like many others, ran out of my Metamucil capsules and switched to this brand because of the lower price and availability on ""X Brand"".  Mistake! After giving it two weeks of taking the recommended dosage (3 caps, 2-3 x a day), IT DID NOT WORK AS WELL AS Metamucil.  Will NOT buy again.",Not all Psyllium is created equal,Not Effective
"Like many others, ran out of my Metamucil capsules and switched to this brand because of the lower price and availability on ""X Brand"".  Mistake! After giving it two weeks of taking the recommended dosage (3 caps, 2-3 x a day), IT DID NOT WORK AS WELL AS Metamucil.  Will NOT buy again.",Not all Psyllium is created equal,Customer Service
the taste .!!,strong taste,Bad Taste/Flavor
I’m not rating the product just rating the packaging. I received my purchase today luck for me it was put in a bag. Cap was broken and item leaked not a lot but still leaked. Since cap is broken guess I need to find something else to pour it into.,Rating shipping not product yet!!!,Packaging
"The product was recommended by my physician. I was buying it on subscription from ""X Brand"" but the last 2 bottles were smashed when I opened them. I sent them back together and only received credit for one broken bottle no matter what I did. I cancelled my prescription. No reason to keep paying for bottles full of glass slivers.",Not shipped well. Bottles arrived broken twice.,Packaging
I actually thought I was buying a 2pk. This is a COMPLETE rip off!!! Almost $11.00 for one $3.00 bottle! Makes me sick!,You can get this from any drug store for $3.00. I paid over $10 for just one.,Allergic
"This tastes terrible. Also, when I first opened it was half full!! I know about the BS some vendors say about ""some settling of ingredients may occur""  NO KIDDING!  Why bother with such a big bottle if you're only going to fill it half way? There's got to be better choices. Did not use more than 3 times. Will not repeat. Overpriced poor product",Big bottle - half full,Inferior to competitors
"This tastes terrible. Also, when I first opened it was half full!! I know about the BS some vendors say about ""some settling of ingredients may occur""  NO KIDDING!  Why bother with such a big bottle if you're only going to fill it half way? There's got to be better choices. Did not use more than 3 times. Will not repeat. Overpriced poor product",Big bottle - half full,Pricing
"This tastes terrible. Also, when I first opened it was half full!! I know about the BS some vendors say about ""some settling of ingredients may occur""  NO KIDDING!  Why bother with such a big bottle if you're only going to fill it half way? There's got to be better choices. Did not use more than 3 times. Will not repeat. Overpriced poor product",Big bottle - half full,Bad Taste/Flavor
Tastes like plastic.,Tastes like plastic.,Bad Taste/Flavor
"I have bought these from CostCo in the past and these that I ordered through ""X Brand"" tasted a little stale although they were still ""in date"".  Also, they apparently suffered through a lot of rough handling because they were badly broken into crumbs. Guess I will renew my Costco membership and order directly from them again.",Better at CostCo.....,Smells Bad
"I have bought these from CostCo in the past and these that I ordered through ""X Brand"" tasted a little stale although they were still ""in date"".  Also, they apparently suffered through a lot of rough handling because they were badly broken into crumbs. Guess I will renew my Costco membership and order directly from them again.",Better at CostCo.....,Packaging
This was the second time around that I got the same expired vitamins after returning them. Not ordering again.,Do not buy w/Prime. They’re going to be expired!,Expiry
This was the second time around that I got the same expired vitamins after returning them. Not ordering again.,Do not buy w/Prime. They’re going to be expired!,Customer Service
"Don’t bother with these trash bag. Not durable even for simple kitchen trash, the handle pull out and you can’t tie the bag. End up using two bags just to get it out. I will not order these again.",Don’t bother,Customer Service
It says it was delivered and it was never delivered,Not delivered,Shipment and delivery
Entirely TOO LARGE.  Can even swallow when cut into 4 pieces.,Entirely TOO LARGE. Can even swallow when cut into ...,Too big to swallow
"Nothing wrong with the product itself, but there's a person that's on the keto diet I'm just not a fan of the taste. It also for some people cause digestive issues I didn't really have an issue I just don't like the aftertaste my go-to is monk fruit. The one particular seller was out so I use this because I had to. I signed I have to use more of this than I do with some monk fruit to get the desired sweetness. This may be five stars for some because they just like it.",Does what it says,Wrong Product received
"Nothing wrong with the product itself, but there's a person that's on the keto diet I'm just not a fan of the taste. It also for some people cause digestive issues I didn't really have an issue I just don't like the aftertaste my go-to is monk fruit. The one particular seller was out so I use this because I had to. I signed I have to use more of this than I do with some monk fruit to get the desired sweetness. This may be five stars for some because they just like it.",Does what it says,Allergic
"Nothing wrong with the product itself, but there's a person that's on the keto diet I'm just not a fan of the taste. It also for some people cause digestive issues I didn't really have an issue I just don't like the aftertaste my go-to is monk fruit. The one particular seller was out so I use this because I had to. I signed I have to use more of this than I do with some monk fruit to get the desired sweetness. This may be five stars for some because they just like it.",Does what it says,Bad Taste/Flavor
Here we are a month after my order and I have not received a product or a refund. Choose a different seller for your own good.,Worst seller of this product.,Shipment and delivery
"I have taken other 5-htp supplements from a different brand and had absolutely no issues. However, not long after using this brand I started getting regular headaches that ruined my day and ibuprofen didn't do much to help. I did sleep well and my mood improved, but I wouldn't recommend this brand to anyone. There are other brands out there that don't have awful side effects.",Don't waste your money,Allergic
Product was in damaged packaging which damaged rest of my items,Damaged packaging,Packaging
"Upset stomach and headache caused by taking this. Lusted as side effects, well they're correct  :(  Bummer too.",Bummer!,Allergic
"I didn’t know it was possible to mess up orange flavor, but they did. It’s not pleasant at all, plus the texture is chalky, Tums-like. I won’t be ordering this again. I’m struggling to even get through this jar.",Yuck,Smells Bad
"I didn’t know it was possible to mess up orange flavor, but they did. It’s not pleasant at all, plus the texture is chalky, Tums-like. I won’t be ordering this again. I’m struggling to even get through this jar.",Yuck,Color and texture
"I didn’t know it was possible to mess up orange flavor, but they did. It’s not pleasant at all, plus the texture is chalky, Tums-like. I won’t be ordering this again. I’m struggling to even get through this jar.",Yuck,Bad Taste/Flavor
"The flavor is great, its nice to change up my pre-workout powder every once in a while. But as for the claims it makes about giving me a much needed boost to my workout, nope, did not happen. I work out about 4-5 times a week and use a pre-workout drink about 3 times. I gave this drink a try for a couple of weeks and honestly there was no real impact to me or my workout. It tasted great, in fact I use it now to curb that sweet tooth I have without resorting to soda. Its not a total loss since it has a purpose for me but I think this is better suited for beginners to these kinds of drinks.",Tasty but no impact on workout,Bad Taste/Flavor
"The scent, or should I say smell of this product is quite horrible. It's almost like an awful floral bathroom spray but worse.  Unfortunately,  I can not honestly say whether or not this product is moisturizing as I am unable to use this due to the foul odor of the scrub.  As far as value,  this purchase was a total loss since I can't use it, money in the garbage. ☹","SADLY DISAPPOINTED, REALLY BAD SCENT!",Quality/Contaminated
This is supposed to be a health product and it tastes like you’re eating a glob or sugar. Loaded with so much sugar. The texture of these gummies are horrible and if you buy these because you can’t swallow pills then I’d look for a better alternative with less sugar. Very very poor. I wish I could return them but I wasted $10.,Unhealthy—too much sugar and carbs,Too Sweet
This is supposed to be a health product and it tastes like you’re eating a glob or sugar. Loaded with so much sugar. The texture of these gummies are horrible and if you buy these because you can’t swallow pills then I’d look for a better alternative with less sugar. Very very poor. I wish I could return them but I wasted $10.,Unhealthy—too much sugar and carbs,Color and texture
"Let me start out by saying that this product is effective at killing yeast infections, but it will also do a number on your lady parts!!  I have had 3 kids, one of which gave me a 4th degree tear!  The swelling from this product is comparable to the swelling with the birth injury!  It hurts so bad!  If you have seen the movie Hitch, think of Will Smith’s lips when he is chugging Benadryl through a straw, and you will have a mental picture of the current state of my vagina!!  If you like pain, then this is your product!!  If not, trust me go with the 3 or 7 day stuff!!!!!!!!",Your Cootie will look like Will Smith from the Benadryl seen in Hitch!!,Quality/Contaminated
"I wish I had read some of these reviews before I bought these, they are huge.  I tried to cut them in half, yup not a good look.  They still are very jagged and hard to swallow.  I just chewed them straight up and then take a swig of water.  The bottle is big and the pill size is ridiculous.",Check the size of the pill first!,Too big to swallow
"I wish I had read some of these reviews before I bought these, they are huge.  I tried to cut them in half, yup not a good look.  They still are very jagged and hard to swallow.  I just chewed them straight up and then take a swig of water.  The bottle is big and the pill size is ridiculous.",Check the size of the pill first!,Color and texture
The dropper to dispense the oil is defective,Delivery wait was far to long,Shipment and delivery
I bought these online because my local grocery store was out of their valerian root that I normally buy and have no issues with. Well I bought these for anxiety and sleeping and I took 1 during the day and it made my stomach hurt so bad. When I went to sleep I took two and oh my god it made my stomach hurt so bad and the valerian root I buy at the store never does this at all.,Made my stomach hurt so bad,Quality/Contaminated
I bought these online because my local grocery store was out of their valerian root that I normally buy and have no issues with. Well I bought these for anxiety and sleeping and I took 1 during the day and it made my stomach hurt so bad. When I went to sleep I took two and oh my god it made my stomach hurt so bad and the valerian root I buy at the store never does this at all.,Made my stomach hurt so bad,Allergic
These diapers are awful. I have used them for one day and have cleaned up more messes than what it is worth. Also because of the poor quality I am using even more than I have been. The last one there was more poop on me and the floor than in the actual diaper. I will not be buying this again.  And likely won't even use anymore that I bought. They are not like name brand. The elastic around the legs is none existent and they nothing... Literally nothing in.  My baby is not even moving yet so I can't imagine it would get better as she gets older. If I could give zero stars I would.,Worst diaper I have ever used.,Not Effective
"Careful when buying this product, it might look this this",Stale and melted,Smells Bad
"The one star rating is for ""X Brand"" which did not include these chips in my Prime Pantry delivery after charging me for them, and MAKING IT VIRTUALLY IMPOSSIBLE TO MESSAGE ""X Brand"" IN ANY WAY. Chat does not work. There is no option in ""order review"" for Prime Pantry to report that the item was not included in my package. Customer Service that doesn't waste a costumer's time would be nice.","1 star for ""X Brand""",Not Effective
This is my second day I have been taking it as instructions say but feel no change other than slight nausea.,Doesn’t work for me,Not Effective
It did not work for me.,Cholesterol pills.,Not Effective
"This shake tastes gross and has a chalky texture no matter what it is mixed with. It also does not hold me over until lunch time as others claim. With all the protein, It's surprisingly not that filling to me. Unfortunately, I will not buy this product again.",Chalky texture,Customer Service
"This shake tastes gross and has a chalky texture no matter what it is mixed with. It also does not hold me over until lunch time as others claim. With all the protein, It's surprisingly not that filling to me. Unfortunately, I will not buy this product again.",Chalky texture,Color and texture
"This shake tastes gross and has a chalky texture no matter what it is mixed with. It also does not hold me over until lunch time as others claim. With all the protein, It's surprisingly not that filling to me. Unfortunately, I will not buy this product again.",Chalky texture,Bad Taste/Flavor
"The flavor is ok, but the problem is the texture. The best way to describe it is baby food bars. Once you start chewing it feels like baby food. I bought these for half off so im not disappointed, but if I bought these at full price, I definitely would be.",Texture is very off putting,Texture
"The flavor is ok, but the problem is the texture. The best way to describe it is baby food bars. Once you start chewing it feels like baby food. I bought these for half off so im not disappointed, but if I bought these at full price, I definitely would be.",Texture is very off putting,Color and texture
"The flavor is ok, but the problem is the texture. The best way to describe it is baby food bars. Once you start chewing it feels like baby food. I bought these for half off so im not disappointed, but if I bought these at full price, I definitely would be.",Texture is very off putting,Bad Taste/Flavor
"I don't see any difference using this. It doesn't make me feel asleep or feel sleepy.<br />But, I've heard a lot about it and how well it works for others. Maybe, I'm just weird. Who knows.<br />I don't like to give bad reviews for things that might work differently for everyone. I just didn't notice any difference.",Shrug,Quality/Contaminated
"I don't see any difference using this. It doesn't make me feel asleep or feel sleepy.<br />But, I've heard a lot about it and how well it works for others. Maybe, I'm just weird. Who knows.<br />I don't like to give bad reviews for things that might work differently for everyone. I just didn't notice any difference.",Shrug,Texture
The Kirkland Praline Pecans were shipped to me by UPS in a padded envelope.  The container was crushed and dented on all four sides and should have been shipped in a box. This was ordered for a Father's Day gift and looked so bad that I can't present as a gift.  Disappointed with the appearance enough so that I tried to reorder to find out it was too late to receive another by Sunday and the price was higher. :(,beware.....shipped in pad envelope,Quality/Contaminated
This tasted terrible!! I wanted to like this product so much. I can usually drink things that are good for me even when they don’t taste that great and I wasn’t able to even swallow one sip of this!!! Yuck,Don’t buy vanilla flavor,Bad Taste/Flavor
Bag had a hole in it (ripped).,Damaged bag,Packaging
"Way too sugary for me, upsets my stomach as well.",Not a fan,Too Sweet
"Way too sugary for me, upsets my stomach as well.",Not a fan,Allergic
Certainly did not get the flavor I was hoping for. As expensive as it is for this little tiny bottle I'll continue using my flavored syrups.,Not worth it.,Bad Taste/Flavor
"Love the ingredients and what all it does NOT have. It SMELLS good but tastes horrible!!! I really wanted it to be good bec there aren't a lot of plant-based, gluten, soy, wheat and dairy free energy drinks!!!! PLEASE improve the taste and I will be willing to try it again!!!",No flavor,Ingredients
"Love the ingredients and what all it does NOT have. It SMELLS good but tastes horrible!!! I really wanted it to be good bec there aren't a lot of plant-based, gluten, soy, wheat and dairy free energy drinks!!!! PLEASE improve the taste and I will be willing to try it again!!!",No flavor,Bad Taste/Flavor
This didn't do anything for me and as supplements are completely unregulated by FDA and frequently shown not to contain what's advertised - I'll be saving my money for other things proven to reduce anxiety like wine and jewellery and secondarily perhaps a savings account.,"Save your money, all this stuff is bogus",Not Effective
"Great price for the number of vitamins. Please note that the bottle states to take WITH food. Every time I have taken it, with or without food, I get an upset stomach and stomach pains. Even after taking it daily for one month, I still have discomfort in my stomach. I wish I could return the bottle since I won't be taking the 100 pills that are left.","Stomach Problems, had to discontinue after one month",Allergic
"This brand did nothing for me, but everyone is different. I wrote a review for the brand ZEAL in the black bottle. It has MCT and L-Carnitine in it and is too effective. So much I must take less than the 4 recommended.",I found a killer brand. Black bottle.,Not Effective
I did not like the flavor and texture,Taste is not good,Quality/Contaminated
I did not like the flavor and texture,Taste is not good,Color and texture
"These bags break so easy, every time I'm pulling the bag out of the trash can.",Bad quality,Quality/Contaminated
"The hype of these bottles not being sealed is true! I ordered and received the bottle yesterday. I went to the site to check arrival time and for some reason decided to read the reviews. My wife ordered the product. I read all the comments about the seal missing. I opened the package this morning and sure as sh!t, no seal. Do not consume this product. No refunds from seller? Sketchy! ""X Brand"" did a great job handling my inquiry!",THE HYPE IS REAL: NO SEAL,Packaging
the container did not contain the palette to measure the service portion in the description it was specified that if it was included and sincerely it has a horrible taste,It has a horrible taste,Bad Taste/Flavor
Absolutely disgusting.  This has the worst aftertaste imaginable.  Stay away at all costs,Terrible.  Stay away!!!,Bad Taste/Flavor
"Recommended dosage is three capsules a day, with food. I was only taking two per day, and after 3 days had to quit taking it. It may work fine for some people, but during second day of taking it, started having very bad stomach cramps and terrible diarrhea. The third day went to restroom five of six times. It definitely cleaned me out, but not gently, and in my opinion, not healthfully. Will definitely not take again. Have taken Enzymatic in the past with great results, but it wasn't on prime so I thought I would get this instead since it was prime. Bad mistake. Will go back to Enzymatic and wait a few extra days.",Lots of cramps and running to restroom,Quality/Contaminated
"Recommended dosage is three capsules a day, with food. I was only taking two per day, and after 3 days had to quit taking it. It may work fine for some people, but during second day of taking it, started having very bad stomach cramps and terrible diarrhea. The third day went to restroom five of six times. It definitely cleaned me out, but not gently, and in my opinion, not healthfully. Will definitely not take again. Have taken Enzymatic in the past with great results, but it wasn't on prime so I thought I would get this instead since it was prime. Bad mistake. Will go back to Enzymatic and wait a few extra days.",Lots of cramps and running to restroom,Allergic
"Did not receive D-Mannose Powder,3-Ounce. Wrong item was shipped .",Wrong item receive.,Wrong Product received
"Did not receive D-Mannose Powder,3-Ounce. Wrong item was shipped .",Wrong item receive.,Shipment and delivery
Many wrote in reviews that there are no fishy burps and thought to give it a try but no luck :(,fishy burbs,Bad Taste/Flavor
"Great for pre workout! Only downside is the taste, it’s pretty hard to choke down.","!Good energy, bad taste",Bad Taste/Flavor
"Great for pre workout! Only downside is the taste, it’s pretty hard to choke down.","!Good energy, bad taste",Quality/Contaminated
received a single bottle instead of the 3-pack,"good product, wrong quantity",Wrong Product received
"This is terrible. It mixes poorly, if at all. It tastes bad. It smells bad. It looks bad. It’s bad. I let myself be talked into trying plant vs whey...and I’m annoyed for even trying.",Don’t buy.,Quality/Contaminated
"This is terrible. It mixes poorly, if at all. It tastes bad. It smells bad. It looks bad. It’s bad. I let myself be talked into trying plant vs whey...and I’m annoyed for even trying.",Don’t buy.,Bad Taste/Flavor
Not what I expected. I had an odd reaction with diarrhea for the duration of taking this. At first I thought I had a stomach virus that would not go away. Symptoms last for 6 weeks with 2 trips to the doctor. I finally traced it back to taking these supplements. I stopped taking them and diarrhea  stopped 2 days later.,Tummy issues 😔,Allergic
This never arrived,Never came,Shipment and delivery
This never arrived,Never came,Shipment and delivery
I love this product just upset because the product fell out of the packaging. It arrived in a big mess when I opened the shipping box. After spending money on this time after time you’d think this wouldn’t happen but it did. Smh so dissatisfied and disappointed.,Love the product but hate the mess it came in.,Packaging
I bought the product to relieve my constipation so far after twelve hours of tasking my 2nd pill nothing? very disappointed.,Disappointing,Allergic
"Nowhere on this product page does it mention that sulfites are added. Since I'm highly allergic to sulfites, noting that would have allowed me to order something else. Unfortunately, I noticed the sulfites on the label after I had opened the bottle. Just lost $18. Be forewarned if you can't take sulfites!",Sulfites Added,Shipment and delivery
"Nowhere on this product page does it mention that sulfites are added. Since I'm highly allergic to sulfites, noting that would have allowed me to order something else. Unfortunately, I noticed the sulfites on the label after I had opened the bottle. Just lost $18. Be forewarned if you can't take sulfites!",Sulfites Added,Allergic
"This is quite possibly the worst toilet paper I've bought in decades.  Flimsy, dry, rough, and extremely overpriced.  Save your money - don't buy this product.",waste of money,Pricing
Awful taste. Felt like I was taking a bite of the dry wall. Trash it went.,Terrible taste and texture,Color and texture
Awful taste. Felt like I was taking a bite of the dry wall. Trash it went.,Terrible taste and texture,Bad Taste/Flavor
Advertised with “no artificial sweeteners” on here.<br />Got them in mail and first ingredient on bottle is sucrose.<br />I’m highly allergic and couldn’t even take them. 👎🏼👎🏼,Artificially sweetened,Ingredients
Advertised with “no artificial sweeteners” on here.<br />Got them in mail and first ingredient on bottle is sucrose.<br />I’m highly allergic and couldn’t even take them. 👎🏼👎🏼,Artificially sweetened,Allergic
"Vitafusion Beauty Sleep Gummies, 90 Count<br /><br />In previous orders this product was a cherry-vanilla flavour, with 15 calories, 4 g total carbohydrate, 3 g sugars, 200 IU Vitamin D, 3 mg Melatonin and 25 mg tart cherry powder. Other ingredients: Glucose syrup, sucrose, water, gelatin, less than 2 % of: blend of oils (coconut and/or palm) with beeswax and/or carnauba wax, citric acid, color (purple carrot juice concentrate), lactic acid, and natural flavors.  The label was a matte shrink wrap with rose/red colouring.<br /><br />The product I received, also labled vitafusion Beauty Sleep, is 'natural berry flavor,' also with15 calories, and 3 g sugars,  But with 5 mg Melatonin, no tart cherry powder and no Vitamin D,  The other ingredients listed are: Tapioca syrup, sugar, water, gelatin, less than 2% of: less than 2 % of: blend of oils (coconut and/or palm) with beeswax and/or carnauba wax, citric acid, color (blueberry and carrot concentrates), lactic acid, natural flavor, pectin, and sodium citrate.  The label is a shiny shrink wrap with purple/lavender colouring.<br /><br />I can't find this packaging anywhere, and while the product description here specifically states that the packaging may vary (although it hasn't in the past), nowhere does it say that the INGREDIENTS may vary as well.  I really liked the red/rose packaging formulation - it tasted good and worked well.  I don't know if this will work as well, and am not happy with the substitution.  If I can find the red/rose formulation, I would continue to buy that, but I fear it has been discontinued.",Different formulation :(,Ingredients
"Vitafusion Beauty Sleep Gummies, 90 Count<br /><br />In previous orders this product was a cherry-vanilla flavour, with 15 calories, 4 g total carbohydrate, 3 g sugars, 200 IU Vitamin D, 3 mg Melatonin and 25 mg tart cherry powder. Other ingredients: Glucose syrup, sucrose, water, gelatin, less than 2 % of: blend of oils (coconut and/or palm) with beeswax and/or carnauba wax, citric acid, color (purple carrot juice concentrate), lactic acid, and natural flavors.  The label was a matte shrink wrap with rose/red colouring.<br /><br />The product I received, also labled vitafusion Beauty Sleep, is 'natural berry flavor,' also with15 calories, and 3 g sugars,  But with 5 mg Melatonin, no tart cherry powder and no Vitamin D,  The other ingredients listed are: Tapioca syrup, sugar, water, gelatin, less than 2% of: less than 2 % of: blend of oils (coconut and/or palm) with beeswax and/or carnauba wax, citric acid, color (blueberry and carrot concentrates), lactic acid, natural flavor, pectin, and sodium citrate.  The label is a shiny shrink wrap with purple/lavender colouring.<br /><br />I can't find this packaging anywhere, and while the product description here specifically states that the packaging may vary (although it hasn't in the past), nowhere does it say that the INGREDIENTS may vary as well.  I really liked the red/rose packaging formulation - it tasted good and worked well.  I don't know if this will work as well, and am not happy with the substitution.  If I can find the red/rose formulation, I would continue to buy that, but I fear it has been discontinued.",Different formulation :(,Bad Taste/Flavor
Company sent me expired shakes. Both boxes were expired by 2 weeks. Very sad considering they are shipped from the Vega company.,EXPIRED SHAKES DELIVERED,Expiry
