Title,Author,Edition,type,Date,Reviews,Ratings,BookCategory,Synopsis_Polarity_score,Synopsis_subjectivity_score,Price
432,553,13,20,6/1/1997,4.5,16,7,0.18125,0.45,481.61
3824,2827,13,20,4/19/2018,4,10,3,0.147727273,0.595454545,279
2739,710,13,20,12/13/2008,4,1,10,-0.047222222,0.547222222,889
1663,3257,13,20,1/12/2000,4.4,871,7,0.092037037,0.347169312,173
2632,3362,13,20,8/27/2013,5,1,3,0.296590909,0.590909091,4276
3465,1704,8,20,6/5/2014,3.5,8,5,0.013027713,0.46034336,500
2225,2822,13,20,10/18/2016,5,8,6,0.108668831,0.559134199,825
6196,1183,13,11,1/19/2016,4.5,2,9,0.193128655,0.470511696,596
3404,2210,13,20,1/1/2005,2,2,7,0.167272727,0.550909091,490
4205,3650,8,20,8/23/2016,1,1,0,0.306899351,0.543953718,499
4642,611,13,20,9/30/2009,4.8,6,4,0.216666667,0.595238095,228
1538,3992,13,20,11/15/2013,4.4,111,2,0.215277778,0.541666667,399
4833,3366,13,20,8/19/2004,4,1,5,0.171212121,0.4125,164
4855,3792,8,20,4/24/2018,5,2,6,0.074458874,0.57775974,2533
1317,1301,13,20,2/8/2011,4.5,12,1,0.16969697,0.514015152,1720
5679,1186,13,20,10/1/2004,4,1,10,0.310542166,0.531558442,1497
2696,2914,8,20,7/1/2017,5,3,4,0.134683442,0.458543019,350
289,4123,13,20,3/1/2008,5,3,1,0.280952381,0.49047619,1298
6633,2685,13,20,10/21/2016,4.4,25,1,0.069480519,0.336363636,294
382,2874,13,20,7/10/2015,4.4,356,5,0.081884058,0.533115942,106
1169,1857,8,20,9/8/2015,4.5,2,4,0.218525377,0.494834506,1575
4404,2347,13,20,7/2/1905,3.8,8,3,0.46875,0.55,110
2705,1926,13,20,7/1/2005,4.6,15,1,0.429166667,0.491666667,417
1805,1208,13,20,7/15/1999,5,1,1,0.633333333,0.766666667,483
2604,666,13,20,5/6/2010,4.5,4,3,0.042694805,0.279220779,185
4221,1197,13,11,9/24/2015,4.2,24,0,0.327295918,0.434183673,249
128,1953,13,20,3/23/2017,4.7,22,7,0.209491979,0.469875223,389
586,3324,13,20,6/5/2014,4.8,8,10,0.229710145,0.525181159,1023
2030,392,13,11,6/14/2016,4,1,7,0.022807018,0.622807018,638
4495,1884,13,20,7/2/2015,4.1,3,6,0.079545455,0.410606061,410
338,2607,12,20,10/23/1997,4.7,8,0,0.16,0.58,209
2578,22,8,20,1/1/2007,4.2,154,2,0.25127551,0.47702381,158
1809,3825,13,20,5/8/2014,4.4,87,0,0.337765152,0.570357143,140
8,4361,8,20,9/1/2013,4.3,113,2,0.252941176,0.466666667,299
1904,3558,13,20,5/31/2018,3.7,9,9,0.177922078,0.532227032,255
1533,575,8,20,8/6/2017,3.5,2,8,0.108843271,0.443858865,324
1541,273,13,20,3/31/2012,4.5,249,2,0.08047619,0.413253968,243
2781,2220,8,20,8/2/2009,4.8,14,7,0.148395722,0.623083779,57
641,3604,13,20,9/21/2018,4,1,8,0.016,0.348666667,261
6554,3796,13,20,2/27/2014,4.2,13,0,0.156797568,0.531483199,146.7
5918,884,13,20,6/24/2008,5,2,5,-0.076569264,0.443181818,659
4433,1541,13,20,11/24/2017,4.2,27,2,0.199114774,0.567277167,69
2878,1849,13,20,9/8/2015,5,1,0,0.051252914,0.584487734,553
2425,1358,8,20,2/21/2017,5,1,6,0.215319865,0.460016835,2870
2304,2919,8,20,2/13/2003,4.5,5,6,0.079545455,0.440909091,224
4737,3244,13,20,8/1/2017,3.8,179,9,0.168181818,0.613636364,129
1495,101,13,20,12/3/2013,5,3,3,-0.010857964,0.525738916,655.18
5537,2581,8,20,10/22/2016,3.8,24,1,0.234380111,0.497566138,409
3467,1635,13,20,11/4/2010,3.6,13,9,0.141077441,0.535690236,377
4106,928,13,20,5/30/2019,4,1,10,0.16972154,0.491294021,541
5350,1093,13,20,3/18/2019,4.8,6,0,-0.047186147,0.439405964,321
2656,3522,13,20,5/18/2019,4.4,20,9,0.367578125,0.6640625,99
5295,33,13,11,6/11/2019,5,1,9,0.263466184,0.592415459,319
2527,2917,13,11,4/10/2019,4,13,8,-0.071111111,0.456666667,247
2407,2407,13,20,10/9/2014,4.6,366,2,0.127248677,0.349801587,299
4679,724,13,20,8/26/2015,4.1,22,2,0.303333333,0.471666667,315
4370,3519,13,11,9/25/2017,5,3,4,0.14212963,0.41769943,1100
6632,1386,8,20,8/25/2018,5,1,6,-0.035606061,0.604461279,373
5966,2919,12,20,1/10/2018,5,1,5,0.238575758,0.490800866,98
5145,3032,12,20,9/24/2013,5,1,0,0.166334397,0.544847599,399
5252,1339,13,20,7/6/2010,5,1,6,0.205555556,0.455489418,1143
4698,436,13,20,7/10/1905,4.5,29,5,-0.042857143,0.520833333,300
2718,2919,8,20,3/14/2002,4.6,12,6,0.096212121,0.348484848,723
2253,413,8,20,5/24/2015,4.3,30,8,0.128935458,0.44796668,455
5621,1198,13,11,1/1/2015,4.2,35,1,0.461363636,0.668181818,303.69
1441,3847,8,20,6/2/2017,4,1,0,0.254545455,0.575,499
791,697,8,20,10/6/2005,4.5,5,3,-0.0075,0.517666667,799
2195,1649,8,20,6/28/2018,4.4,12,0,0.385381944,0.510277778,510
780,648,13,20,2/7/2019,5,5,0,0.40952381,0.644322344,516
2559,1794,13,20,9/5/2011,5,1,1,0.180236185,0.537388592,1732
5386,3619,13,20,5/24/2015,3.9,50,9,0.112851732,0.472997835,200
4191,3870,13,20,11/3/2015,4,4,10,0.07755102,0.376360544,849
1962,323,13,20,11/20/2018,4.5,33,7,0.164285714,0.772619048,183
1283,1114,13,11,11/28/2017,4.5,49,9,0.139824168,0.303820614,320
135,1227,13,20,8/18/1994,3.9,25,0,0.251449275,0.488405797,243
2243,1480,13,20,9/27/2018,5,1,4,0.111728395,0.454320988,470
5684,2957,13,20,6/4/2015,3.7,3,5,0.190505051,0.597940115,427
429,2067,8,11,5/30/2019,3,2,8,0.101666667,0.366666667,400
3303,1540,13,6,10/27/2009,3.9,76,6,0.286996753,0.559691558,99
290,4123,13,20,3/1/2008,4.6,3,1,0.244444444,0.355555556,1337
267,1850,13,20,7/8/1905,4.1,171,1,0.166666667,0.5,795
3263,2364,13,20,5/23/2012,5,1,4,0.1125,0.391666667,442
6332,4105,13,20,8/25/2011,5,3,10,0.095730028,0.363292011,999
304,3590,13,20,3/8/2016,4.6,70,3,0.251068182,0.568060606,690
5275,2768,13,20,6/10/2018,3.6,4,8,0.120833333,0.4725,263
3618,4182,13,20,7/3/2014,4,1,0,-0.051960784,0.6,180
6106,2690,13,20,8/31/2017,3,2,9,0.179365079,0.479365079,135
3505,4317,13,20,4/25/2018,4.7,52,1,0.383333333,0.776190476,169
4861,2872,13,20,10/5/2011,4.1,9,4,0.185984848,0.419810606,1330.44
280,1271,18,20,3/1/2007,5,1,6,0.041666667,0.60297619,469
2517,776,13,20,8/17/2010,5,3,6,0.006818182,0.477272727,898
2214,1203,13,20,7/8/1905,4.4,102,4,0.384149941,0.542188115,900
2401,3948,13,20,12/26/2016,3.4,545,2,0.045833333,0.629166667,225
458,253,8,20,11/27/2013,4.6,2,10,0.256060606,0.531611917,580
703,7,13,20,2/1/2015,5,2,4,0.176262626,0.494949495,2305
6629,164,8,20,10/1/2004,4.4,12,6,0.252840909,0.707386364,195
6531,393,8,20,3/26/2018,5,3,8,-0.027520333,0.408392365,1827
6210,2310,12,20,10/30/2015,4,1,9,-0.013461538,0.540384615,329
6551,2791,13,20,7/4/1905,3.4,8,4,0.192613636,0.459406566,225
2220,3774,13,20,6/5/2008,5,2,10,0.159090909,0.58026418,360
5652,79,13,20,10/5/2017,4.6,494,5,0.261363636,0.654545455,167
5151,748,13,20,9/29/2011,3.2,3,0,-0.015119949,0.334090909,110
3449,1847,13,20,8/15/2013,4.1,37,5,0.233491162,0.403535354,342
2820,306,13,20,7/5/1905,4.5,20,2,-0.138030303,0.570454545,409
933,1051,13,20,7/8/1905,3.7,48,10,0.08125,0.408333333,439
1389,2047,13,20,5/20/2019,4.6,9,9,0.055769231,0.631410256,300
4986,2462,13,11,1/22/2019,2.5,2,6,0.362365591,0.476344086,204
743,1022,13,20,2/4/2019,4,7,2,0.1125,0.183333333,358
5262,2609,13,20,6/30/2015,1,1,0,0.222077922,0.59025974,272
2990,2823,13,20,6/5/2012,4.5,100,2,0.31025641,0.585943223,294
663,3642,13,20,9/13/2016,5,3,3,0.242929293,0.665319865,2141
5673,482,13,20,5/19/2011,3.4,2,8,0.178703704,0.441534392,389
6344,4010,13,20,5/18/2004,4.4,5,10,0.237842713,0.535137085,1158
2170,652,13,20,7/1/2015,4.2,6,5,0.280918561,0.609063853,304
716,2869,8,20,1/30/2018,5,1,8,0.094131794,0.426118326,799
3101,996,13,20,7/2/2015,4.2,19,9,-0.100119048,0.476269841,200
5244,916,13,20,4/19/2018,4.2,20,5,0.131845238,0.664285714,360
2734,1343,13,20,3/15/2016,3.8,4,3,0.29537037,0.526157407,878
77,1089,13,20,7/20/2018,4.5,42,7,0.0125,0.6,177
5551,1724,13,20,2/7/2019,4,1,5,0.058511586,0.395855615,699
2521,22,13,20,8/13/2014,4.4,84,2,0.158333333,0.414166667,279
3932,1545,13,20,12/2/2014,4.1,5,3,0.333333333,0.8,184.5
321,4324,8,20,7/4/2017,4.6,31,8,0.12247619,0.472642857,496
5162,3032,13,20,6/20/2014,4.5,2,0,0.11875,0.5875,498.9
3783,2906,8,20,1/6/2010,4.6,12,7,0.184556748,0.347797854,1319
4794,3769,13,20,4/1/2010,3.9,4,0,0.086401515,0.528977273,169
779,295,13,20,9/1/1995,3.9,26,7,0.172063958,0.496997626,682.15
3056,515,8,20,11/9/1992,4.7,4,6,0.246428571,0.539285714,705
4005,2627,13,11,6/2/2016,5,3,0,0.169907407,0.452777778,307
140,270,13,20,4/5/2016,3.9,7,1,0.05,0.7,799
2367,2542,8,11,11/2/2017,3.5,5,0,0.092800182,0.578560036,550
3306,699,13,20,2/25/2003,4,44,2,0.120673077,0.431089744,552.21
1431,530,8,20,12/15/2018,4.8,13,10,0.08,0.2,349
5079,1591,8,20,11/8/2016,3.4,2,5,0.295454545,0.533333333,1839
3628,633,13,20,7/1/2010,2.2,6,7,0.183333333,0.333333333,1132
4138,3741,13,20,11/17/2015,3.7,113,5,0.079659692,0.442566138,199
670,4192,13,20,5/29/2012,4.7,8,3,-0.254318182,0.585909091,1439
2165,730,13,11,6/12/2018,5,1,4,0.099891304,0.530724638,909
2762,3919,13,20,3/23/2017,3.1,2,5,0.35,0.6,150
2331,3015,8,20,5/18/2010,4.4,2,3,0.103431373,0.404341737,1292
4299,2892,13,20,8/1/2015,4.7,111,2,0.081481481,0.564351852,250
2470,914,8,20,1/22/2019,5,1,1,0.343627451,0.595098039,979
3614,3451,13,11,5/15/2018,3.7,39,5,-0.01712963,0.596759259,127
2681,3637,13,20,7/6/1905,4.8,5,4,0.2825,0.74,360
864,161,13,20,1/20/2015,4.5,7,0,0.553333333,0.68,698.86
5907,748,13,20,9/30/2010,4.6,3,0,-0.194602273,0.494034091,249
5695,1432,13,11,6/1/2017,4.5,4,0,0.084642857,0.656428571,295
2819,439,13,11,3/1/2018,5,1,5,0.343055556,0.406018519,428
2228,3291,13,20,11/18/2018,4.4,3,5,-0.214497245,0.58677686,319
6191,781,13,20,11/20/2007,5,2,1,0.034090909,0.196969697,1450
6200,2557,13,20,5/16/2013,5,5,5,0.253793575,0.662645249,229
3424,2184,13,11,2/6/2018,5,3,3,0.153445513,0.604807692,339
202,3515,13,20,9/5/2018,4.8,9,9,0.037754468,0.417956488,360
1259,1507,13,20,2/7/2002,3.6,8,5,0.033333333,0.466666667,371
4492,448,13,20,3/17/2009,3.5,3,10,0.079444444,0.558888889,470
4994,1538,13,20,1/1/2013,4.2,32,3,-0.266666667,0.683333333,304
4810,3250,13,20,1/1/2000,5,1,4,0.113016529,0.525378788,674
5724,734,13,20,8/6/2015,4,13,7,0.106397306,0.345398429,369.91
4141,1538,13,20,1/1/2013,4.6,41,3,0.10952381,0.421428571,459
5922,2635,13,20,6/28/2018,5,1,0,0.047979798,0.548465423,315
3714,2177,12,20,1/18/2011,4,1,6,0.226105442,0.535586735,99
2316,1744,8,20,11/10/2018,4,1,8,0.077777778,0.432638889,599
3418,2762,13,20,1/1/2008,4,3,6,0.237373737,0.457912458,662
1786,1419,13,20,4/22/2014,4.7,5,3,0.155479798,0.588080808,1143
493,2497,13,20,3/29/2016,5,1,3,0.395791246,0.563468013,350
5594,2993,13,20,4/10/2017,4.5,36,4,0.129370629,0.273726274,416
1591,383,13,20,1/24/2017,4.5,18,2,0.179861111,0.665972222,217
1680,1694,13,20,1/17/2013,5,5,6,0.230555556,0.478703704,339
2685,929,13,20,6/5/2012,5,2,4,0.321428571,0.433333333,400
1182,2167,13,20,9/1/2015,5,3,8,0.073115299,0.459542287,870
836,4134,13,20,1/15/2017,4.8,35,6,0.018,0.435333333,849
1231,465,13,20,10/1/2009,4.2,150,2,0.063095238,0.531349206,261
1447,1534,13,20,6/7/2016,4.6,33,2,0.229121212,0.624333333,359
2566,856,13,20,5/5/2014,4.3,839,0,0.047619048,0.51984127,235
3609,3801,13,20,9/3/2012,1,1,4,0.1,0.266666667,330
4472,1125,13,20,9/10/2018,4,2,0,0.189104938,0.444382716,225
894,600,13,20,11/15/1998,4.8,9,10,0.292481203,0.398182957,1458
1670,97,13,20,7/16/1990,5,1,7,0.08125,0.25,1084
1726,1400,13,20,2/8/2000,3.9,49,0,0.102714646,0.554882155,295
4304,536,13,20,5/14/2005,3.8,14,1,0.353571429,0.614285714,1000
6394,4136,13,20,9/15/2015,3.3,3,1,0,0,601
3879,1341,13,20,3/25/2014,5,1,1,0.425,0.678571429,1445
3471,249,13,20,11/14/2014,4.4,95,2,0.255263158,0.518421053,309
6075,1461,8,20,5/20/1993,3.9,11,0,0.225,0.635,608.28
693,762,13,20,4/14/2015,3.7,5,9,0.213683365,0.44131164,263
2772,2220,8,20,8/2/2009,5,3,7,0.160160428,0.640730838,57
4816,939,13,20,5/7/1996,4.3,3,10,0.191110783,0.537287813,984
6748,1106,13,20,10/6/2013,4,135,9,0.192391304,0.376086957,110
2461,1597,13,20,12/21/2001,5,3,5,-0.083333333,0.48974359,469
6349,1860,13,20,1/1/1998,4.3,12,10,-0.19,0.52,414.1
4119,2220,13,20,8/27/2013,3.4,4,7,0.043107448,0.489270452,150
5911,2090,13,20,5/9/2013,5,8,5,-0.094444444,0.530555556,176.7
6374,4137,17,11,10/10/2018,5,1,1,0.1875,0.4625,690
6002,1507,8,20,12/2/2014,4.2,22,0,0.163467262,0.539186508,370
1960,3799,13,11,12/8/2015,4.1,4,0,0.2,0.3,150
5133,2470,13,20,7/5/2012,3.1,2,5,0.168181818,0.425757576,262
6608,1120,13,20,11/7/2012,4.6,25,2,0.125874126,0.494871795,306
4854,3109,13,20,6/14/2018,3.5,2,8,0.107954545,0.481709957,505
253,1371,13,20,6/28/2005,5,1,2,0.260897436,0.491666667,906
4510,2133,13,20,10/29/2012,5,3,4,0.433333333,0.833333333,329
40,1507,13,20,8/2/2012,4,8,0,0.075555556,0.583333333,399
5763,4063,13,20,6/13/2019,5,2,9,0.064705882,0.708823529,248
916,1634,13,20,3/15/2011,4.7,15,4,0.135678211,0.43243266,1419
5368,298,13,20,5/29/2018,4.7,59,0,0.164583333,0.435,206
4037,847,13,20,8/1/2006,4.4,8,7,0.533333333,0.622222222,234
295,3621,13,20,11/15/2019,4.4,38,7,0.2,0.386666667,203
4627,2224,13,20,3/31/2018,4.5,17,0,0.211309524,0.620833333,414
1381,604,13,20,10/8/2019,4.5,22,1,0.197585227,0.524763258,304
2364,3502,13,20,7/4/1905,3.9,59,7,0,0,39
1695,1056,13,20,7/11/1905,4,1,2,0.030555556,0.702777778,309
3126,2110,8,20,10/25/2017,4.5,2,10,0.2521875,0.60875,500
4415,1683,13,20,12/2/1999,4.3,15,0,0.052083333,0.54125,460
2930,404,13,11,2/1/2018,4.1,6,4,0.1567789,0.51171156,999
6347,2308,13,20,10/24/2013,5,1,5,0.4075,0.72,248
2549,4153,13,11,9/30/2018,3.6,9,8,0.042613636,0.309307359,699
3842,865,13,20,11/19/2010,5,1,3,0.095773525,0.44585327,899
3430,2184,13,20,5/3/2016,5,4,3,0.009910714,0.375357143,427
1974,3472,13,20,7/7/2005,5,1,10,0.283516484,0.483516484,900
3675,1280,13,20,7/5/2011,3.5,4,10,0.178571429,0.578571429,620.44
242,1918,13,20,4/6/2017,5,1,8,0.066358025,0.583950617,395.1
717,4263,13,20,6/1/2004,4.3,16,2,0.244896332,0.530940989,566
3834,4113,13,20,10/6/2010,4.7,3,1,0.45,0.69047619,1290
3100,4191,13,20,7/6/2015,4.5,2,7,0.158522727,0.416950758,950
6760,1709,8,20,3/3/2015,5,1,10,0.075086806,0.400954861,1640
4921,2753,13,20,10/25/2018,4.6,3,9,0.33125,0.6125,570
5837,3783,8,20,6/17/2019,5,4,2,0.129824561,0.597368421,415
1349,2280,13,11,11/28/2013,3.9,27,4,0.154768271,0.588279857,460
4927,79,13,20,10/30/2017,4,29,5,-0.25,0.275,288
3304,2705,13,20,9/24/2013,5,4,1,0.303240194,0.525242687,1347
284,1816,13,20,3/27/2018,3.7,5,4,0.332142857,0.625,1273
2472,1807,13,20,2/10/2016,5,4,6,-0.074404762,0.617261905,158
4724,3461,8,20,7/29/2014,5,1,0,-0.071428571,0.417857143,3098
2200,1509,13,11,5/19/1999,4,9,10,0.203333333,0.467083333,700.44
151,4367,13,11,9/13/2012,1,1,5,0.056168831,0.518181818,990
380,378,13,20,11/10/2018,4.2,52,9,0.1015625,0.420833333,88
4086,3168,13,12,6/7/2012,4.6,66,10,0.305725083,0.677760119,429
166,1366,13,20,6/1/2017,4.6,45,0,-0.105555556,0.502777778,388.51
6071,1928,13,20,5/3/2011,3.8,10,10,0.198765432,0.66882716,470.44
3470,3921,8,20,3/18/2019,5,3,0,0.047348485,0.387878788,279
1082,708,13,20,10/11/2000,5,12,4,0.038192071,0.42424926,1642
232,2109,13,20,6/18/2015,5,1,0,-0.231944444,0.566666667,125
3947,4275,13,20,5/1/2006,3.8,4,1,0.346049784,0.577705628,667.74
1025,318,13,11,6/1/2017,4.5,15,2,0.093706294,0.482867133,352
1361,1314,13,20,4/30/2018,4.3,29,4,0.210312805,0.42487781,369
5012,526,13,20,10/2/1995,4.8,13,3,0.273015873,0.552380952,656
840,2974,8,11,7/31/2018,5,1,1,0.266666667,0.594117647,5530
2822,1806,13,20,2/8/2014,5,16,9,0.251510989,0.586263736,1077
1338,4140,13,20,10/10/2005,4.9,17,8,0.182222222,0.591944444,460
4401,362,13,20,2/1/2014,4.2,6,0,0.236439394,0.472575758,224
6610,4289,13,20,1/22/2004,4.5,44,2,0.238989899,0.415707071,419
3411,1371,13,20,5/5/2016,4.7,32,6,0.256938244,0.496130952,301
1354,1592,8,20,1/3/2017,4.3,66,4,0.011944444,0.398611111,2450
5653,79,13,20,5/20/2019,4.6,48,5,0.009224599,0.476470588,179
1887,4021,13,20,4/2/1998,4.6,31,2,0.022474747,0.348989899,351
48,4330,13,20,1/1/2018,5,1,4,0.192857143,0.414285714,310
5354,210,8,20,7/2/1905,4.2,20,3,0.325,0.615625,260
3807,3389,13,20,12/13/2018,3.2,7,5,0.109151034,0.418157768,477
4692,391,13,20,7/10/1905,3.3,38,4,0.12,0.33,165
4171,3644,8,11,11/1/2002,4,2,5,0.037353445,0.547957251,1443.48
6524,2279,13,20,1/5/2017,4,35,5,0.342045455,0.494318182,514
4455,1025,13,10,10/20/2013,4.5,358,2,0.235079365,0.437123016,273
3181,843,8,20,3/2/2015,4.6,36,3,0.2752331,0.655477855,315
371,1694,13,20,1/17/2013,4.8,15,2,0.304112554,0.596248196,414
3600,2106,13,20,5/16/2017,5,2,4,0.386111111,0.618518519,2501
2538,3705,13,20,6/17/2019,5,10,2,0.248270677,0.646654135,199
357,4286,13,20,1/31/1988,5,3,1,0.302941176,0.5,450
5631,4245,13,11,7/25/2018,4.2,47,5,0.18,0.42,239
5509,144,13,20,7/14/2016,4,2,0,0.134924242,0.458993506,358
5690,2660,8,20,5/15/2019,4,2,2,0.322297297,0.569144144,799
2374,824,13,20,2/11/2019,4.4,13,0,0.081018519,0.377314815,206
980,3958,13,20,12/17/2015,4.4,2,4,0.089102564,0.301923077,2230
4139,4044,13,20,7/11/1905,4.1,13,5,0.003125,0.7265625,309
4062,1001,13,20,11/17/2015,2.6,3,0,0.16780303,0.438914141,498
2895,1115,13,20,8/1/2013,4.5,8,5,0.166666667,0.166666667,149
6158,107,13,11,8/2/2018,5,2,5,0.220833333,0.520833333,384
1958,3212,8,20,9/11/2018,4.2,54,2,0.352114899,0.551436237,546
2662,4269,8,20,12/21/2016,4,7,0,0.3,0.629166667,1055
3899,3834,8,20,2/15/2017,4.5,4,6,0.318658685,0.596049784,986
5700,1705,13,20,7/31/2018,4.7,7,3,0.215475852,0.560909091,853
896,3128,13,20,1/16/2008,4.4,30,6,0.264833333,0.541666667,153
5944,485,13,11,11/3/1997,5,2,0,-0.017708333,0.477083333,258
5736,191,8,20,8/20/2018,4.6,7,7,0.188260855,0.542771875,418
1387,1538,13,20,1/1/2013,4.7,54,3,-0.4,0.7,304
2489,3567,8,11,1/2/2018,4.4,97,10,0.126336898,0.534358289,429
1743,3254,13,20,10/28/2010,4,3,5,0.083552632,0.489035088,402
1508,4128,13,20,5/14/2015,5,1,0,-0.135714286,0.317857143,158
5533,976,13,20,7/30/2015,4.7,7,0,0.376041667,0.645833333,239
1953,908,13,20,8/7/2010,3.9,7,4,0.384217172,0.571464646,683
2270,2629,8,20,9/27/2004,4.1,19,0,0.213115942,0.647028986,300
4771,3702,13,20,6/20/2018,5,1,4,0.251666667,0.525714286,177
2078,874,13,20,11/1/1991,4.8,8,6,0,0,1304
4396,2866,13,20,6/30/2018,4.5,2,9,0.012076023,0.476081871,451
4367,2873,13,20,1/14/2019,4.5,26,2,0.310631828,0.441826428,399
5659,79,13,20,7/10/2018,4,134,5,0.015,0.487777778,154
2569,1952,13,20,9/23/2014,4,8,3,0.035123967,0.545867769,2556
4236,1748,13,11,12/28/2017,5,1,10,0.326666667,0.372380952,1571
5069,3614,13,20,6/30/2015,4.6,77,0,0.224074074,0.425925926,304
712,1459,13,20,11/30/1975,5,1,6,0.336401515,0.523977273,371
6508,2796,13,20,5/7/2019,5,13,10,0.361309524,0.580357143,162
6431,843,8,20,10/4/2017,5,3,3,0.1875,0.594565217,1424
1421,3407,13,20,8/16/2003,4.8,6,4,0.106283422,0.340622613,749.25
5752,3964,8,20,9/10/2017,4,9,8,0.063194444,0.252083333,446
193,2042,13,20,7/9/1905,4.2,26,7,0,0,220
798,4082,13,20,6/7/2011,4.5,10,3,0.053888889,0.506111111,699
5375,656,13,20,8/7/2007,5,1,2,0.02244898,0.695918367,131.35
3837,1536,13,20,10/25/2016,4.5,2,1,0.40625,0.591666667,1333
6496,4279,8,11,10/10/2013,3,11,5,-0.024767677,0.517737374,220
3279,3459,13,20,12/23/2015,4.3,356,9,0.160795455,0.575568182,288
6739,3594,13,20,3/31/2018,4,1,6,0.338876864,0.556595719,300
4087,3797,13,11,9/18/2018,5,1,0,0.001069585,0.519553311,439
5181,375,13,20,4/22/2019,3.9,12,8,0.208602151,0.506182796,205
5325,1106,13,20,10/15/2016,4.3,853,9,0.012678571,0.490714286,159
5818,2714,13,20,1/25/2019,4.1,10,0,0.335416667,0.545833333,258
677,1802,13,20,10/11/2011,4.3,31,3,0.130448718,0.551068376,1341
6310,887,13,20,1/1/1988,5,1,9,0.139318182,0.522727273,393
5543,2888,13,20,3/29/2017,4.6,3,2,0.218636364,0.495454545,374.25
853,3338,13,20,5/24/2016,4.5,30,2,0.038804714,0.714393939,225
3321,3027,13,20,11/18/2014,5,1,6,-0.133333333,0.652380952,545
559,122,13,20,3/20/2003,4.6,10,3,0.147619048,0.604761905,363
7,4291,18,20,8/1/2012,4.5,7,1,0.433333333,0.596666667,1255
1394,2898,13,20,10/28/2010,3.2,2,3,0.07,0.444166667,352
393,1708,13,20,7/1/2011,4.3,30,0,-0.035150376,0.472180451,319
5731,3682,8,20,10/26/2018,2.7,280,8,0.18125,0.527222222,460
1716,1584,13,20,7/4/1905,4.7,6,4,0.377083333,0.71875,162
1912,3072,13,20,7/24/2018,5,3,0,0.141287879,0.497348485,416
2054,1096,13,20,11/1/2006,2.7,31,2,0.275549451,0.516391941,70
2017,3880,13,20,11/3/2011,4.6,14,8,0.230555556,0.608333333,355
5902,815,8,10,2/19/2001,4.6,29,10,0.264583333,0.718333333,499
2306,3987,13,20,2/1/2010,4.5,2,10,0.131666667,0.36547619,425
890,600,13,20,8/21/2018,4.2,3,10,0.17335373,0.455989843,867
4101,4280,13,20,7/3/1905,4.4,3,3,0.44,0.622222222,299
4120,2220,8,20,8/27/2013,3.7,12,7,0.048758503,0.435255102,78
2011,1848,13,20,3/28/2014,4.4,2,7,0.220454545,0.678848485,524
6342,916,13,20,11/5/2015,3.4,4,0,-0.021428571,0.502922078,339
4432,1541,13,20,8/1/2014,4.2,76,2,0.01875,0.257142857,80
1140,2900,13,20,6/30/2016,4.6,3,2,0.25,0.603333333,870.75
2688,3008,13,20,7/5/2012,4.3,7,5,-0.013636364,0.26969697,200
968,637,13,18,4/21/2016,3.1,6,7,0.268181818,0.404545455,158
6331,2319,8,20,2/10/2017,4.7,15,3,0.396741855,0.482706767,237
1326,728,13,11,3/8/2018,4.7,42,2,0.177983921,0.563319419,200
1534,11,13,20,7/4/2013,5,1,6,-0.018714619,0.619788545,311
5190,1033,13,11,3/7/2019,5,2,5,0.145,0.56375,578
860,3279,13,20,3/15/2019,4.8,6,2,0.116685372,0.585419005,299
5856,2508,13,11,6/2/2016,4.2,30,4,-0.14,0.5725,427
3294,79,13,20,9/15/2008,4.1,26,5,0.085089286,0.420357143,703
2295,526,13,20,3/30/1995,4.4,8,6,-0.036637931,0.572126437,486
316,3184,13,20,7/4/1905,3.8,8,3,0.105357143,0.445,82
3333,2012,8,20,3/24/2000,4.8,104,0,0.119070513,0.452564103,466.68
1221,1704,13,20,7/3/2017,4.6,3,5,-0.026851852,0.5,95
106,3660,13,20,6/21/1905,3.3,15,7,0.081989064,0.359512417,170
2958,4211,13,20,3/25/1982,4.4,56,0,0.178030303,0.432900433,371
101,1366,13,20,9/1/2011,4.3,118,0,0.0125,0.4375,350
3357,2584,8,20,3/27/2012,5,1,1,0.328609626,0.594385027,398
4830,2607,13,20,10/5/1995,3.6,11,5,0.2875,0.593939394,275
4144,660,13,11,5/14/2019,5,2,9,0.162205763,0.457402146,892
3525,1663,13,11,12/1/2018,4.9,12,0,0.24,0.535,599
1768,1140,13,20,1/29/2019,4,1,5,0.05,0.4,703
6237,299,8,20,6/25/2018,3.8,16,5,0.181547619,0.541137566,523
4592,759,8,20,11/6/2017,5,1,6,0.194907407,0.440740741,320
1748,1331,13,20,12/29/2015,4.5,2,2,0.121153846,0.441185897,1020
2873,2890,8,14,7/1/2007,4.6,10,3,0.158373918,0.565327381,321
2515,3976,13,20,5/27/2008,3.3,14,5,0.072162512,0.510706822,782
2827,2431,13,20,3/24/2015,4.3,7,2,0.046078431,0.374509804,39
1456,429,8,20,12/2/2014,5,2,6,0.5,0.6,360
5358,3769,8,20,11/28/2017,5,1,5,0.32,0.84,692.23
4499,135,8,20,1/30/2014,4.4,3,4,0.1411057,0.405180375,711
4866,1511,8,20,8/25/2002,5,1,6,0.295170455,0.617234848,1879
2537,1245,13,20,3/15/2017,4.3,18,2,0.099404762,0.420238095,188
3589,202,13,20,4/25/2019,3.5,2,7,0.201547619,0.509940476,119
