Trip_ID,Surge_Pricing_Type
T0005893048,2
T0005893049,3
T0005893050,3
T0005893051,3
T0005893054,3
T0005893055,2
T0005893061,2
T0005893062,2
T0005893067,1
T0005893068,2
T0005893076,3
T0005893080,3
T0005893081,3
T0005893083,3
T0005893087,1
T0005893090,2
T0005893096,2
T0005893100,1
T0005893103,2
T0005893104,3
T0005893105,3
T0005893106,2
T0005893107,2
T0005893108,3
T0005893110,2
T0005893111,2
T0005893114,2
T0005893124,2
T0005893128,2
T0005893130,1
T0005893132,2
T0005893134,3
T0005893135,2
T0005893136,2
T0005893138,2
T0005893141,2
T0005893142,2
T0005893148,2
T0005893151,1
T0005893155,2
T0005893161,2
T0005893162,1
T0005893164,2
T0005893171,2
T0005893172,1
T0005893176,3
T0005893177,3
T0005893178,2
T0005893180,2
T0005893181,1
T0005893182,2
T0005893188,2
T0005893191,3
T0005893192,3
T0005893197,1
T0005893202,3
T0005893203,2
T0005893206,2
T0005893207,2
T0005893208,2
T0005893210,2
T0005893215,2
T0005893220,3
T0005893221,3
T0005893222,3
T0005893228,2
T0005893229,2
T0005893231,3
T0005893232,2
T0005893234,1
T0005893240,2
T0005893243,2
T0005893247,3
T0005893256,2
T0005893257,2
T0005893258,2
T0005893259,2
T0005893260,2
T0005893262,1
T0005893265,2
T0005893267,2
T0005893271,2
T0005893274,3
T0005893276,2
T0005893277,2
T0005893281,3
T0005893283,1
T0005893286,2
T0005893287,2
T0005893289,2
T0005893291,2
T0005893292,2
T0005893294,2
T0005893295,2
T0005893297,2
T0005893298,2
T0005893300,2
T0005893303,2
T0005893304,3
T0005893306,2
T0005893307,1
T0005893309,2
T0005893310,1
T0005893311,3
T0005893313,3
T0005893315,2
T0005893316,2
T0005893328,2
T0005893332,2
T0005893334,2
T0005893335,1
T0005893336,2
T0005893337,2
T0005893339,3
T0005893341,3
T0005893347,2
T0005893353,3
T0005893355,1
T0005893360,2
T0005893364,3
T0005893365,2
T0005893368,1
T0005893369,3
T0005893371,1
T0005893374,3
T0005893375,2
T0005893377,3
T0005893391,2
T0005893392,3
T0005893396,3
T0005893397,2
T0005893398,2
T0005893402,1
T0005893403,3
T0005893408,2
T0005893409,2
T0005893412,2
T0005893415,2
T0005893418,2
T0005893421,2
T0005893423,2
T0005893424,2
T0005893427,2
T0005893431,2
T0005893433,2
T0005893434,2
T0005893438,2
T0005893439,2
T0005893442,2
T0005893444,2
T0005893445,3
T0005893453,1
T0005893454,3
T0005893457,3
T0005893459,2
T0005893460,2
T0005893461,2
T0005893465,3
T0005893466,3
T0005893467,3
T0005893468,2
T0005893469,3
T0005893471,2
T0005893477,2
T0005893479,2
T0005893482,2
T0005893484,2
T0005893485,2
T0005893487,2
T0005893489,2
T0005893490,2
T0005893494,2
T0005893495,2
T0005893500,2
T0005893503,2
T0005893508,2
T0005893509,1
T0005893518,2
T0005893519,3
T0005893522,3
T0005893528,2
T0005893530,1
T0005893531,2
T0005893532,1
T0005893540,2
T0005893544,3
T0005893546,3
T0005893550,1
T0005893551,2
T0005893553,2
T0005893555,1
T0005893557,2
T0005893559,2
T0005893567,2
T0005893568,3
T0005893569,1
T0005893570,3
T0005893572,2
T0005893577,3
T0005893578,2
T0005893579,3
T0005893583,2
T0005893585,3
T0005893588,2
T0005893590,2
T0005893591,3
T0005893592,3
T0005893594,3
T0005893595,2
T0005893596,1
T0005893597,3
T0005893598,1
T0005893599,2
T0005893600,3
T0005893601,2
T0005893602,3
T0005893606,2
T0005893612,1
T0005893613,1
T0005893614,2
T0005893615,3
T0005893617,3
T0005893621,3
T0005893622,3
T0005893624,1
T0005893625,2
T0005893627,3
T0005893628,2
T0005893629,2
T0005893630,3
T0005893635,2
T0005893636,3
T0005893639,3
T0005893640,2
T0005893642,2
T0005893643,3
T0005893644,3
T0005893646,3
T0005893648,3
T0005893649,3
T0005893650,2
T0005893652,2
T0005893657,1
T0005893662,2
T0005893666,2
T0005893669,3
T0005893671,2
T0005893673,2
T0005893674,2
T0005893681,3
T0005893682,2
T0005893683,3
T0005893684,3
T0005893685,3
T0005893690,2
T0005893693,2
T0005893695,2
T0005893702,1
T0005893704,3
T0005893706,3
T0005893707,3
T0005893715,3
T0005893716,2
T0005893722,2
T0005893725,3
T0005893726,3
T0005893727,2
T0005893731,2
T0005893732,2
T0005893734,2
T0005893735,3
T0005893736,1
T0005893740,2
T0005893741,3
T0005893742,2
T0005893744,2
T0005893745,2
T0005893746,2
T0005893749,3
T0005893751,2
T0005893754,2
T0005893756,3
T0005893757,2
T0005893758,2
T0005893764,1
T0005893765,3
T0005893768,3
T0005893771,2
T0005893773,3
T0005893780,2
T0005893783,2
T0005893786,2
T0005893787,3
T0005893790,1
T0005893794,2
T0005893795,3
T0005893801,3
T0005893802,2
T0005893804,3
T0005893811,2
T0005893812,3
T0005893818,1
T0005893819,1
T0005893820,2
T0005893823,1
T0005893830,2
T0005893831,2
T0005893832,2
T0005893839,3
T0005893841,2
T0005893843,1
T0005893846,2
T0005893849,3
T0005893850,2
T0005893852,2
T0005893853,3
T0005893855,2
T0005893856,2
T0005893857,2
T0005893859,2
T0005893864,1
T0005893866,2
T0005893867,3
T0005893871,2
T0005893872,1
T0005893873,3
T0005893884,3
T0005893886,2
T0005893889,1
T0005893890,1
T0005893892,2
T0005893896,1
T0005893902,2
T0005893903,3
T0005893904,2
T0005893906,3
T0005893911,3
T0005893912,3
T0005893913,2
T0005893926,2
T0005893932,2
T0005893933,2
T0005893939,2
T0005893941,2
T0005893943,2
T0005893945,2
T0005893947,3
T0005893950,2
T0005893957,3
T0005893962,2
T0005893963,2
T0005893966,1
T0005893969,2
T0005893972,2
T0005893973,2
T0005893977,2
T0005893978,3
T0005893983,3
T0005893986,2
T0005893987,1
T0005893990,2
T0005893992,3
T0005893995,2
T0005893997,3
T0005893998,3
T0005894000,2
T0005894001,3
T0005894002,2
T0005894007,3
T0005894008,3
T0005894009,3
T0005894010,3
T0005894011,2
T0005894014,3
T0005894016,2
T0005894019,2
T0005894021,3
T0005894027,3
T0005894029,2
T0005894031,3
T0005894032,2
T0005894034,3
T0005894035,3
T0005894036,2
T0005894037,1
T0005894038,3
T0005894042,2
T0005894043,3
T0005894044,2
T0005894049,2
T0005894050,1
T0005894053,2
T0005894055,1
T0005894056,2
T0005894057,2
T0005894058,1
T0005894062,3
T0005894063,2
T0005894065,2
T0005894067,3
T0005894068,3
T0005894069,2
T0005894070,1
T0005894071,3
T0005894079,3
T0005894081,3
T0005894086,2
T0005894087,2
T0005894088,3
T0005894090,2
T0005894093,1
T0005894095,2
T0005894096,2
T0005894098,2
T0005894099,2
T0005894101,2
T0005894102,2
T0005894103,1
T0005894105,3
T0005894113,3
T0005894114,3
T0005894117,3
T0005894118,2
T0005894121,2
T0005894122,2
T0005894123,1
T0005894125,2
T0005894128,1
T0005894129,2
T0005894131,2
T0005894134,1
T0005894136,2
T0005894137,3
T0005894140,3
T0005894143,3
T0005894147,3
T0005894148,2
T0005894155,2
T0005894161,3
T0005894163,2
T0005894165,3
T0005894166,2
T0005894170,2
T0005894171,1
T0005894172,3
T0005894175,2
T0005894176,1
T0005894180,2
T0005894181,3
T0005894184,3
T0005894186,1
T0005894188,2
T0005894189,2
T0005894192,3
T0005894193,2
T0005894194,1
T0005894198,3
T0005894200,2
T0005894201,1
T0005894205,2
T0005894208,1
T0005894209,3
T0005894213,1
T0005894214,1
T0005894215,1
T0005894217,3
T0005894218,2
T0005894219,2
T0005894222,2
T0005894223,3
T0005894226,3
T0005894227,1
T0005894233,3
T0005894235,2
T0005894237,2
T0005894238,2
T0005894243,2
T0005894245,1
T0005894247,2
T0005894249,2
T0005894250,3
T0005894254,3
T0005894257,3
T0005894259,3
T0005894267,3
T0005894268,2
T0005894270,3
T0005894272,2
T0005894273,3
T0005894274,3
T0005894279,2
T0005894280,2
T0005894286,1
T0005894288,1
T0005894294,1
T0005894296,2
T0005894297,2
T0005894299,3
T0005894300,3
T0005894303,1
T0005894309,1
T0005894310,3
T0005894311,2
T0005894312,1
T0005894317,2
T0005894318,3
T0005894321,1
T0005894324,3
T0005894325,2
T0005894328,1
T0005894335,3
T0005894337,2
T0005894338,2
T0005894341,2
T0005894343,2
T0005894345,2
T0005894350,3
T0005894356,2
T0005894357,2
T0005894358,3
T0005894365,2
T0005894366,3
T0005894369,2
T0005894374,2
T0005894376,1
T0005894377,2
T0005894380,1
T0005894383,3
T0005894385,3
T0005894386,2
T0005894387,3
T0005894388,2
T0005894390,3
T0005894391,3
T0005894394,2
T0005894396,3
T0005894397,2
T0005894399,2
T0005894403,3
T0005894404,2
T0005894406,3
T0005894408,3
T0005894410,2
T0005894415,2
T0005894416,2
T0005894420,2
T0005894422,3
T0005894423,3
T0005894424,3
T0005894428,1
T0005894429,2
T0005894430,1
T0005894432,3
T0005894441,2
T0005894442,3
T0005894450,3
T0005894451,2
T0005894455,2
T0005894456,3
T0005894457,2
T0005894458,2
T0005894459,2
T0005894461,3
T0005894463,2
T0005894464,2
T0005894470,3
T0005894471,3
T0005894474,1
T0005894476,3
T0005894478,1
T0005894482,1
T0005894483,2
T0005894485,2
T0005894490,2
T0005894493,2
T0005894494,3
T0005894495,1
T0005894496,2
T0005894497,1
T0005894500,2
T0005894502,2
T0005894507,1
T0005894508,2
T0005894512,2
T0005894513,3
T0005894514,1
T0005894521,3
T0005894522,3
T0005894526,2
T0005894527,3
T0005894529,3
T0005894531,3
T0005894533,1
T0005894538,3
T0005894539,3
T0005894540,2
T0005894543,2
T0005894544,2
T0005894545,3
T0005894551,3
T0005894553,1
T0005894554,1
T0005894555,2
T0005894558,3
T0005894562,2
T0005894563,2
T0005894565,3
T0005894570,2
T0005894575,3
T0005894576,1
T0005894577,2
T0005894578,2
T0005894581,3
T0005894589,1
T0005894590,3
T0005894592,2
T0005894594,2
T0005894595,2
T0005894596,2
T0005894597,3
T0005894607,2
T0005894608,2
T0005894610,2
T0005894614,2
T0005894615,2
T0005894623,2
T0005894624,3
T0005894630,2
T0005894631,2
T0005894636,2
T0005894639,2
T0005894641,2
T0005894645,3
T0005894646,2
T0005894648,2
T0005894653,1
T0005894654,1
T0005894658,2
T0005894662,2
T0005894664,2
T0005894666,3
T0005894670,2
T0005894673,2
T0005894674,2
T0005894675,2
T0005894678,2
T0005894679,2
T0005894681,3
T0005894685,1
T0005894687,3
T0005894694,2
T0005894695,2
T0005894697,2
T0005894698,3
T0005894699,3
T0005894700,1
T0005894701,3
T0005894702,2
T0005894703,3
T0005894704,3
T0005894705,2
T0005894706,2
T0005894712,2
T0005894714,3
T0005894715,2
T0005894718,3
T0005894720,2
T0005894727,3
T0005894731,1
T0005894733,2
T0005894735,1
T0005894736,2
T0005894741,2
T0005894743,1
T0005894746,3
T0005894749,1
T0005894752,3
T0005894754,1
T0005894757,3
T0005894758,1
T0005894760,3
T0005894762,1
T0005894763,3
T0005894765,2
T0005894769,1
T0005894771,3
T0005894780,3
T0005894781,3
T0005894782,1
T0005894788,1
T0005894789,3
T0005894790,1
T0005894792,3
T0005894794,2
T0005894796,3
T0005894797,2
T0005894799,2
T0005894800,1
T0005894803,3
T0005894807,1
T0005894809,2
T0005894814,1
T0005894818,1
T0005894820,2
T0005894821,3
T0005894823,2
T0005894824,2
T0005894826,3
T0005894827,3
T0005894828,3
T0005894831,3
T0005894832,3
T0005894836,3
T0005894840,2
T0005894843,3
T0005894844,2
T0005894845,2
T0005894846,2
T0005894848,3
T0005894850,3
T0005894852,3
T0005894853,2
T0005894856,3
T0005894857,2
T0005894858,3
T0005894860,3
T0005894863,1
T0005894870,2
T0005894871,3
T0005894877,3
T0005894878,2
T0005894880,2
T0005894883,3
T0005894887,3
T0005894893,3
T0005894894,2
T0005894896,2
T0005894897,2
T0005894898,1
T0005894901,2
T0005894904,2
T0005894905,2
T0005894909,2
T0005894910,1
T0005894911,1
T0005894912,2
T0005894914,3
T0005894919,1
T0005894921,3
T0005894925,2
T0005894927,2
T0005894929,2
T0005894932,3
T0005894934,2
T0005894936,2
T0005894939,2
T0005894942,2
T0005894948,3
T0005894956,2
T0005894960,1
T0005894963,2
T0005894967,2
T0005894969,1
T0005894971,3
T0005894975,3
T0005894976,2
T0005894984,2
T0005894989,3
T0005894990,2
T0005894992,2
T0005894993,1
T0005895004,3
T0005895005,2
T0005895010,1
T0005895011,1
T0005895014,2
T0005895015,3
T0005895016,3
T0005895017,2
T0005895018,2
T0005895020,3
T0005895023,2
T0005895028,2
T0005895030,1
T0005895031,1
T0005895033,2
T0005895034,2
T0005895037,2
T0005895043,3
T0005895045,1
T0005895048,2
T0005895049,3
T0005895053,2
T0005895055,2
T0005895056,2
T0005895061,2
T0005895065,1
T0005895070,3
T0005895072,2
T0005895073,3
T0005895076,2
T0005895082,2
T0005895085,2
T0005895088,3
T0005895093,3
T0005895098,2
T0005895100,3
T0005895106,2
T0005895111,3
T0005895113,3
T0005895115,3
T0005895116,2
T0005895123,1
T0005895130,2
T0005895134,3
T0005895135,2
T0005895136,2
T0005895138,3
T0005895146,2
T0005895148,2
T0005895151,2
T0005895154,2
T0005895155,3
T0005895158,3
T0005895161,1
T0005895163,3
T0005895164,2
T0005895165,2
T0005895167,3
T0005895170,2
T0005895171,2
T0005895174,3
T0005895178,1
T0005895181,2
T0005895183,2
T0005895184,2
T0005895187,3
T0005895188,2
T0005895189,3
T0005895190,2
T0005895191,2
T0005895192,2
T0005895194,2
T0005895196,2
T0005895201,2
T0005895202,3
T0005895204,2
T0005895207,1
T0005895208,2
T0005895210,3
T0005895211,3
T0005895213,2
T0005895216,3
T0005895219,2
T0005895222,3
T0005895223,1
T0005895227,2
T0005895229,2
T0005895230,3
T0005895231,2
T0005895232,1
T0005895236,3
T0005895240,2
T0005895241,2
T0005895242,1
T0005895245,3
T0005895246,3
T0005895247,3
T0005895250,2
T0005895255,3
T0005895258,3
T0005895269,2
T0005895273,2
T0005895274,2
T0005895278,3
T0005895280,2
T0005895281,2
T0005895283,2
T0005895285,2
T0005895290,2
T0005895292,2
T0005895293,1
T0005895296,2
T0005895299,2
T0005895300,2
T0005895308,2
T0005895309,3
T0005895310,3
T0005895312,3
T0005895316,3
T0005895317,3
T0005895319,3
T0005895320,1
T0005895325,2
T0005895329,2
T0005895330,1
T0005895335,2
T0005895336,2
T0005895342,2
T0005895349,3
T0005895353,1
T0005895357,3
T0005895359,1
T0005895363,2
T0005895366,2
T0005895367,3
T0005895370,1
T0005895373,2
T0005895375,1
T0005895378,1
T0005895380,2
T0005895383,2
T0005895384,1
T0005895385,2
T0005895386,3
T0005895388,3
T0005895391,2
T0005895395,3
T0005895396,3
T0005895397,2
T0005895398,1
T0005895400,1
T0005895402,1
T0005895406,3
T0005895407,2
T0005895409,1
T0005895410,2
T0005895411,3
T0005895415,2
T0005895416,3
T0005895418,2
T0005895420,2
T0005895422,2
T0005895423,3
T0005895424,2
T0005895425,3
T0005895429,2
T0005895430,3
T0005895432,3
T0005895433,2
T0005895435,2
T0005895436,3
T0005895437,2
T0005895438,2
T0005895439,2
T0005895443,2
T0005895445,1
T0005895446,3
T0005895448,2
T0005895452,2
T0005895455,2
T0005895456,2
T0005895457,3
T0005895460,2
T0005895461,1
T0005895470,2
T0005895471,2
T0005895472,1
T0005895478,2
T0005895482,3
T0005895483,3
T0005895484,3
T0005895486,3
T0005895490,2
T0005895495,3
T0005895496,3
T0005895501,3
T0005895502,3
T0005895503,3
T0005895506,2
T0005895507,3
T0005895513,2
T0005895518,2
T0005895523,2
T0005895526,3
T0005895529,3
T0005895530,2
T0005895531,2
T0005895535,2
T0005895536,2
T0005895537,1
T0005895539,2
T0005895543,1
T0005895545,1
T0005895546,3
T0005895547,3
T0005895551,3
T0005895556,2
T0005895557,3
T0005895564,3
T0005895568,1
T0005895575,2
T0005895576,3
T0005895577,2
T0005895580,2
T0005895581,3
T0005895593,2
T0005895600,2
T0005895604,2
T0005895605,2
T0005895607,2
T0005895611,2
T0005895614,2
T0005895620,2
T0005895623,2
T0005895625,2
T0005895628,3
T0005895630,1
T0005895632,2
T0005895633,3
T0005895634,3
T0005895635,3
T0005895636,2
T0005895638,1
T0005895639,3
T0005895650,2
T0005895651,3
T0005895653,3
T0005895654,3
T0005895657,2
T0005895660,1
T0005895663,2
T0005895664,3
T0005895665,1
T0005895666,2
T0005895675,2
T0005895678,2
T0005895680,3
T0005895681,3
T0005895682,2
T0005895684,3
T0005895685,2
T0005895686,2
T0005895689,3
T0005895692,2
T0005895694,3
T0005895697,3
T0005895698,2
T0005895702,2
T0005895703,2
T0005895705,2
T0005895706,1
T0005895707,1
T0005895712,2
T0005895713,3
T0005895723,2
T0005895726,3
T0005895728,1
T0005895729,2
T0005895733,2
T0005895734,2
T0005895735,2
T0005895736,2
T0005895737,3
T0005895740,3
T0005895743,2
T0005895744,3
T0005895747,2
T0005895749,2
T0005895751,3
T0005895756,2
T0005895762,1
T0005895763,2
T0005895764,2
T0005895767,3
T0005895771,2
T0005895772,3
T0005895773,2
T0005895774,1
T0005895780,2
T0005895783,2
T0005895784,1
T0005895786,3
T0005895789,3
T0005895794,2
T0005895797,3
T0005895798,3
T0005895801,3
T0005895803,3
T0005895804,3
T0005895806,2
T0005895807,3
T0005895810,2
T0005895812,1
T0005895813,3
T0005895818,1
T0005895819,3
T0005895820,2
T0005895821,1
T0005895822,2
T0005895825,1
T0005895834,1
T0005895836,2
T0005895838,3
T0005895841,3
T0005895844,2
T0005895847,2
T0005895848,2
T0005895849,3
T0005895851,2
T0005895853,3
T0005895854,2
T0005895857,2
T0005895858,3
T0005895860,2
T0005895861,3
T0005895862,3
T0005895866,1
T0005895870,3
T0005895875,2
T0005895876,2
T0005895877,1
T0005895881,2
T0005895884,3
T0005895886,3
T0005895892,2
T0005895893,2
T0005895894,2
T0005895895,1
T0005895898,2
T0005895900,2
T0005895901,2
T0005895902,2
T0005895905,3
T0005895908,2
T0005895912,3
T0005895913,2
T0005895915,2
T0005895918,2
T0005895922,1
T0005895924,2
T0005895925,2
T0005895926,2
T0005895928,3
T0005895929,2
T0005895932,3
T0005895934,1
T0005895935,2
T0005895939,2
T0005895941,2
T0005895942,3
T0005895945,1
T0005895946,3
T0005895947,2
T0005895953,2
T0005895956,3
T0005895959,2
T0005895962,2
T0005895965,3
T0005895966,3
T0005895970,3
T0005895973,2
T0005895974,2
T0005895978,2
T0005895982,1
T0005895985,2
T0005895988,1
T0005895989,2
T0005895993,3
T0005895995,1
T0005895998,1
T0005895999,2
T0005896001,2
T0005896002,3
T0005896004,2
T0005896009,1
T0005896010,3
T0005896011,1
T0005896013,2
T0005896014,1
T0005896016,2
T0005896018,2
T0005896021,2
T0005896022,2
T0005896027,3
T0005896030,2
T0005896032,3
T0005896035,2
T0005896036,3
T0005896037,3
T0005896038,3
T0005896043,2
T0005896044,2
T0005896047,3
T0005896051,3
T0005896052,3
T0005896058,2
T0005896059,2
T0005896062,3
T0005896067,2
T0005896074,3
T0005896078,2
T0005896079,3
T0005896080,3
T0005896084,3
T0005896085,1
T0005896087,2
T0005896089,1
T0005896092,1
T0005896093,2
T0005896095,2
T0005896096,2
T0005896100,3
T0005896101,2
T0005896105,3
T0005896106,2
T0005896110,2
T0005896111,1
T0005896112,1
T0005896114,1
T0005896117,2
T0005896119,3
T0005896120,2
T0005896122,2
T0005896124,3
T0005896125,1
T0005896129,2
T0005896133,2
T0005896137,3
T0005896144,2
T0005896149,2
T0005896155,2
T0005896158,1
T0005896160,1
T0005896162,2
T0005896163,3
T0005896166,2
T0005896167,1
T0005896172,1
T0005896173,2
T0005896183,3
T0005896186,3
T0005896187,2
T0005896194,2
T0005896198,3
T0005896199,1
T0005896207,2
T0005896208,3
T0005896216,2
T0005896217,3
T0005896218,3
T0005896221,2
T0005896223,1
T0005896226,3
T0005896228,3
T0005896231,1
T0005896234,1
T0005896235,2
T0005896236,3
T0005896237,2
T0005896238,3
T0005896241,2
T0005896245,1
T0005896246,2
T0005896247,1
T0005896249,2
T0005896252,1
T0005896255,2
T0005896256,1
T0005896257,2
T0005896259,2
T0005896262,2
T0005896263,2
T0005896269,3
T0005896270,3
T0005896273,2
T0005896274,2
T0005896278,3
T0005896280,2
T0005896283,2
T0005896284,2
T0005896285,1
T0005896286,1
T0005896287,3
T0005896290,2
T0005896294,2
T0005896295,2
T0005896296,1
T0005896297,3
T0005896298,2
T0005896305,2
T0005896306,2
T0005896308,3
T0005896311,1
T0005896312,2
T0005896313,2
T0005896316,3
T0005896318,2
T0005896322,3
T0005896328,3
T0005896331,1
T0005896336,2
T0005896337,2
T0005896339,1
T0005896345,3
T0005896350,2
T0005896353,1
T0005896355,2
T0005896358,1
T0005896359,2
T0005896360,2
T0005896361,2
T0005896362,2
T0005896364,2
T0005896366,2
T0005896368,2
T0005896370,3
T0005896371,3
T0005896374,1
T0005896375,2
T0005896376,2
T0005896378,2
T0005896379,3
T0005896382,2
T0005896386,3
T0005896387,2
T0005896388,1
T0005896390,2
T0005896392,3
T0005896397,1
T0005896398,3
T0005896399,2
T0005896404,2
T0005896405,2
T0005896409,3
T0005896411,1
T0005896413,2
T0005896420,2
T0005896421,2
T0005896422,2
T0005896424,2
T0005896430,2
T0005896434,3
T0005896436,2
T0005896439,2
T0005896440,3
T0005896441,3
T0005896447,3
T0005896448,3
T0005896449,3
T0005896451,2
T0005896454,2
T0005896455,2
T0005896458,1
T0005896459,3
T0005896461,2
T0005896462,2
T0005896463,2
T0005896464,2
T0005896465,3
T0005896469,2
T0005896470,1
T0005896471,2
T0005896474,2
T0005896477,3
T0005896482,3
T0005896485,3
T0005896486,2
T0005896489,3
T0005896493,3
T0005896495,1
T0005896497,3
T0005896499,2
T0005896501,2
T0005896502,3
T0005896503,2
T0005896505,2
T0005896506,1
T0005896507,2
T0005896512,2
T0005896513,2
T0005896517,2
T0005896520,1
T0005896522,3
T0005896523,2
T0005896524,2
T0005896525,3
T0005896528,1
T0005896529,2
T0005896530,2
T0005896531,2
T0005896534,2
T0005896536,3
T0005896539,1
T0005896544,3
T0005896553,3
T0005896555,2
T0005896557,2
T0005896559,3
T0005896560,3
T0005896563,2
T0005896571,2
T0005896582,3
T0005896595,3
T0005896597,2
T0005896598,2
T0005896602,2
T0005896603,1
T0005896604,2
T0005896606,2
T0005896609,1
T0005896610,2
T0005896614,3
T0005896615,3
T0005896616,3
T0005896618,3
T0005896620,2
T0005896622,2
T0005896623,2
T0005896627,1
T0005896632,3
T0005896633,2
T0005896637,3
T0005896638,2
T0005896639,2
T0005896640,1
T0005896641,1
T0005896646,2
T0005896652,2
T0005896653,2
T0005896654,1
T0005896655,1
T0005896657,2
T0005896658,1
T0005896659,2
T0005896661,3
T0005896662,1
T0005896667,2
T0005896670,2
T0005896672,2
T0005896674,2
T0005896678,3
T0005896683,2
T0005896688,3
T0005896689,1
T0005896690,2
T0005896691,3
T0005896692,2
T0005896693,2
T0005896696,2
T0005896699,3
T0005896700,3
T0005896706,3
T0005896708,2
T0005896709,2
T0005896713,2
T0005896714,3
T0005896721,2
T0005896722,2
T0005896724,2
T0005896725,2
T0005896729,1
T0005896730,3
T0005896738,3
T0005896742,1
T0005896746,3
T0005896747,2
T0005896749,2
T0005896751,2
T0005896752,3
T0005896756,2
T0005896757,2
T0005896759,2
T0005896760,3
T0005896761,3
T0005896767,3
T0005896770,3
T0005896778,1
T0005896789,3
T0005896794,2
T0005896799,2
T0005896800,3
T0005896801,3
T0005896805,3
T0005896811,2
T0005896812,1
T0005896813,3
T0005896814,2
T0005896816,2
T0005896817,1
T0005896819,3
T0005896821,3
T0005896822,2
T0005896824,3
T0005896827,3
T0005896830,3
T0005896832,3
T0005896834,3
T0005896838,3
T0005896839,2
T0005896840,2
T0005896842,3
T0005896846,2
T0005896847,3
T0005896848,2
T0005896849,2
T0005896850,2
T0005896851,2
T0005896852,2
T0005896853,2
T0005896857,1
T0005896858,2
T0005896859,2
T0005896863,2
T0005896866,3
T0005896871,2
T0005896876,3
T0005896879,2
T0005896881,3
T0005896887,2
T0005896890,2
T0005896891,2
T0005896893,2
T0005896903,3
T0005896904,2
T0005896906,2
T0005896907,1
T0005896912,2
T0005896916,3
T0005896919,3
T0005896920,2
T0005896925,1
T0005896926,1
T0005896929,1
T0005896933,1
T0005896934,3
T0005896936,3
T0005896938,1
T0005896941,2
T0005896943,3
T0005896944,2
T0005896945,2
T0005896949,3
T0005896950,3
T0005896951,3
T0005896960,3
T0005896961,2
T0005896962,3
T0005896972,3
T0005896973,2
T0005896976,3
T0005896981,3
T0005896982,1
T0005896988,3
T0005896996,2
T0005896998,2
T0005896999,2
T0005897000,1
T0005897003,2
T0005897005,2
T0005897006,1
T0005897015,3
T0005897017,3
T0005897020,3
T0005897021,3
T0005897022,2
T0005897030,3
T0005897032,2
T0005897033,1
T0005897034,2
T0005897035,3
T0005897037,2
T0005897042,2
T0005897044,2
T0005897045,3
T0005897046,2
T0005897049,2
T0005897050,2
T0005897052,2
T0005897053,2
T0005897055,3
T0005897056,2
T0005897059,2
T0005897060,3
T0005897063,1
T0005897064,3
T0005897068,2
T0005897070,2
T0005897072,3
T0005897073,2
T0005897075,2
T0005897077,2
T0005897078,3
T0005897080,2
T0005897084,3
T0005897085,2
T0005897087,2
T0005897093,3
T0005897094,3
T0005897095,3
T0005897097,2
T0005897101,1
T0005897104,1
T0005897105,2
T0005897109,2
T0005897113,2
T0005897115,1
T0005897119,3
T0005897120,3
T0005897124,3
T0005897125,1
T0005897130,3
T0005897133,2
T0005897134,2
T0005897140,2
T0005897141,2
T0005897144,1
T0005897145,3
T0005897150,2
T0005897151,3
T0005897156,2
T0005897159,2
T0005897160,1
T0005897162,3
T0005897169,2
T0005897171,1
T0005897175,2
T0005897177,3
T0005897180,2
T0005897182,2
T0005897183,2
T0005897184,3
T0005897185,3
T0005897188,2
T0005897189,2
T0005897193,2
T0005897195,3
T0005897203,2
T0005897204,2
T0005897206,3
T0005897208,2
T0005897209,2
T0005897217,3
T0005897219,3
T0005897221,3
T0005897223,1
T0005897224,2
T0005897228,3
T0005897229,3
T0005897230,3
T0005897231,2
T0005897232,2
T0005897233,2
T0005897236,2
T0005897240,3
T0005897241,2
T0005897242,2
T0005897243,3
T0005897244,2
T0005897246,2
T0005897248,2
T0005897250,3
T0005897251,2
T0005897253,3
T0005897255,2
T0005897258,2
T0005897264,1
T0005897272,1
T0005897273,3
T0005897274,2
T0005897277,3
T0005897278,2
T0005897284,3
T0005897290,3
T0005897292,2
T0005897293,3
T0005897298,2
T0005897304,2
T0005897310,2
T0005897312,2
T0005897316,3
T0005897317,3
T0005897319,2
T0005897327,2
T0005897328,3
T0005897329,2
T0005897330,1
T0005897332,1
T0005897334,3
T0005897336,3
T0005897341,2
T0005897343,2
T0005897346,3
T0005897347,2
T0005897348,3
T0005897349,1
T0005897350,2
T0005897351,2
T0005897352,2
T0005897355,3
T0005897356,3
T0005897357,2
T0005897359,2
T0005897360,2
T0005897365,3
T0005897367,2
T0005897368,1
T0005897371,2
T0005897372,1
T0005897374,3
T0005897377,3
T0005897381,2
T0005897384,1
T0005897396,2
T0005897397,1
T0005897398,1
T0005897400,2
T0005897401,3
T0005897405,2
T0005897408,1
T0005897411,1
T0005897412,2
T0005897417,2
T0005897419,3
T0005897420,3
T0005897421,2
T0005897422,2
T0005897430,1
T0005897431,3
T0005897434,2
T0005897436,2
T0005897437,2
T0005897441,3
T0005897442,2
T0005897445,2
T0005897447,2
T0005897449,3
T0005897451,3
T0005897455,3
T0005897457,2
T0005897459,2
T0005897461,1
T0005897467,3
T0005897469,2
T0005897471,2
T0005897472,2
T0005897473,3
T0005897475,2
T0005897476,2
T0005897484,2
T0005897488,3
T0005897490,3
T0005897491,2
T0005897493,2
T0005897494,2
T0005897498,2
T0005897499,3
